label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
scale-4-greedy-t2,20,0.5507,0.4983,0.6,0.5346,0.482,0.5854,0.5678,0.4977,0.6318,normal,False,0.4537987679671458,487,zero_fraction_heuristic,
scale-4-greedy-t2,30,0.6087,0.5574,0.6555,0.5909,0.5406,0.6374,0.6276,0.5532,0.6902,normal,False,0.45790554414784396,487,zero_fraction_heuristic,
scale-4-greedy-t2,40,0.6243,0.5718,0.6694,0.6061,0.5541,0.6515,0.6437,0.5676,0.7065,normal,False,0.45790554414784396,487,zero_fraction_heuristic,
scale-4-greedy-t2,50,0.6332,0.5829,0.6774,0.6147,0.5632,0.6609,0.6529,0.5777,0.7143,normal,False,0.459958932238193,487,zero_fraction_heuristic,
