threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,584,0.6301,0.846,0.7223,0.676,0.764,0.5702,0.6858,0.803,0.8875
0.05,396,0.9192,0.8368,0.8761,0.8464,0.9037,0.8912,0.9435,0.7933,0.8764
0.1,396,0.9192,0.8368,0.8761,0.8464,0.9037,0.8912,0.9435,0.7933,0.8764
0.15,394,0.9239,0.8368,0.8782,0.8487,0.9068,0.8976,0.9473,0.7933,0.8764
0.2,394,0.9239,0.8368,0.8782,0.8487,0.9068,0.8976,0.9473,0.7933,0.8764
0.25,393,0.9262,0.8368,0.8792,0.8499,0.9074,0.9003,0.9508,0.7933,0.8764
0.3,393,0.9262,0.8368,0.8792,0.8499,0.9074,0.9003,0.9508,0.7933,0.8764
0.35,393,0.9262,0.8368,0.8792,0.8499,0.9074,0.9003,0.9508,0.7933,0.8764
0.4,393,0.9262,0.8368,0.8792,0.8499,0.9074,0.9003,0.9508,0.7933,0.8764
0.45,393,0.9262,0.8368,0.8792,0.8499,0.9074,0.9003,0.9508,0.7933,0.8764
0.5,393,0.9262,0.8368,0.8792,0.8499,0.9074,0.9003,0.9508,0.7933,0.8764
0.55,393,0.9262,0.8368,0.8792,0.8499,0.9074,0.9003,0.9508,0.7933,0.8764
0.6,393,0.9262,0.8368,0.8792,0.8499,0.9074,0.9003,0.9508,0.7933,0.8764
0.65,393,0.9262,0.8368,0.8792,0.8499,0.9074,0.9003,0.9508,0.7933,0.8764
0.7,393,0.9262,0.8368,0.8792,0.8499,0.9074,0.9003,0.9508,0.7933,0.8764
0.75,393,0.9262,0.8368,0.8792,0.8499,0.9074,0.9003,0.9508,0.7933,0.8764
0.8,393,0.9262,0.8368,0.8792,0.8499,0.9074,0.9003,0.9508,0.7933,0.8764
0.85,393,0.9262,0.8368,0.8792,0.8499,0.9074,0.9003,0.9508,0.7933,0.8764
0.9,393,0.9262,0.8368,0.8792,0.8499,0.9074,0.9003,0.9508,0.7933,0.8764
0.95,383,0.9321,0.8207,0.8729,0.8429,0.9006,0.9075,0.9557,0.778,0.8604
1.0,30,0.9,0.0621,0.1161,0.0737,0.1609,0.7777,1.0,0.0388,0.0877
