threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,1104,0.3587,0.9103,0.5146,0.4589,0.565,0.3064,0.4088,0.882,0.9393
0.05,820,0.4793,0.9034,0.6263,0.5698,0.6742,0.4149,0.5358,0.8744,0.9308
0.1,610,0.6426,0.9011,0.7502,0.7099,0.7873,0.5879,0.6947,0.872,0.9295
0.15,461,0.8265,0.8759,0.8504,0.8212,0.8768,0.7859,0.8655,0.8448,0.9072
0.2,452,0.8385,0.8713,0.8546,0.8255,0.8821,0.7996,0.8774,0.8382,0.9034
0.25,430,0.8605,0.8506,0.8555,0.8274,0.8838,0.8224,0.8984,0.8146,0.8855
0.3,430,0.8605,0.8506,0.8555,0.8274,0.8838,0.8224,0.8984,0.8146,0.8855
0.35,430,0.8605,0.8506,0.8555,0.8274,0.8838,0.8224,0.8984,0.8146,0.8855
0.4,429,0.8601,0.8483,0.8542,0.8258,0.883,0.8215,0.8976,0.8122,0.8824
0.45,409,0.8704,0.8184,0.8436,0.8154,0.8714,0.8329,0.9064,0.7792,0.8553
0.5,409,0.8704,0.8184,0.8436,0.8154,0.8714,0.8329,0.9064,0.7792,0.8553
0.55,409,0.8704,0.8184,0.8436,0.8154,0.8714,0.8329,0.9064,0.7792,0.8553
0.6,409,0.8704,0.8184,0.8436,0.8154,0.8714,0.8329,0.9064,0.7792,0.8553
0.65,408,0.8701,0.8161,0.8422,0.8147,0.8696,0.8325,0.9062,0.7771,0.8527
0.7,407,0.8698,0.8138,0.8409,0.8135,0.8688,0.832,0.906,0.7763,0.8506
0.75,405,0.8691,0.8092,0.8381,0.8104,0.867,0.8316,0.9058,0.7696,0.846
0.8,395,0.8658,0.7862,0.8241,0.7951,0.8545,0.8269,0.9027,0.7471,0.8265
0.85,395,0.8658,0.7862,0.8241,0.7951,0.8545,0.8269,0.9027,0.7471,0.8265
0.9,355,0.8648,0.7057,0.7772,0.7412,0.8114,0.8247,0.9024,0.6593,0.7489
0.95,351,0.8632,0.6966,0.771,0.7331,0.8057,0.823,0.9018,0.6483,0.7415
1.0,240,0.8625,0.4759,0.6133,0.5676,0.6566,0.8145,0.9066,0.4283,0.5223
