threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,1161,0.348,0.9287,0.5063,0.4485,0.5543,0.2963,0.3952,0.9007,0.9529
0.05,868,0.4654,0.9287,0.6201,0.5633,0.6677,0.4064,0.5213,0.9007,0.9529
0.1,620,0.6484,0.9241,0.7621,0.7233,0.7966,0.5979,0.6938,0.8959,0.9499
0.15,465,0.8323,0.8897,0.86,0.8308,0.8862,0.7926,0.8695,0.8538,0.9215
0.2,458,0.8406,0.8851,0.8623,0.8322,0.8887,0.802,0.8761,0.8499,0.9189
0.25,426,0.8685,0.8506,0.8595,0.8286,0.8872,0.8321,0.9015,0.8093,0.8881
0.3,426,0.8685,0.8506,0.8595,0.8286,0.8872,0.8321,0.9015,0.8093,0.8881
0.35,424,0.8703,0.8483,0.8591,0.8286,0.8872,0.8333,0.9036,0.8082,0.8859
0.4,423,0.87,0.846,0.8578,0.8267,0.886,0.8333,0.9033,0.8039,0.8829
0.45,405,0.8765,0.8161,0.8452,0.814,0.8729,0.8389,0.9101,0.7725,0.8549
0.5,405,0.8765,0.8161,0.8452,0.814,0.8729,0.8389,0.9101,0.7725,0.8549
0.55,405,0.8765,0.8161,0.8452,0.814,0.8729,0.8389,0.9101,0.7725,0.8549
0.6,405,0.8765,0.8161,0.8452,0.814,0.8729,0.8389,0.9101,0.7725,0.8549
0.65,405,0.8765,0.8161,0.8452,0.814,0.8729,0.8389,0.9101,0.7725,0.8549
0.7,405,0.8765,0.8161,0.8452,0.814,0.8729,0.8389,0.9101,0.7725,0.8549
0.75,402,0.8756,0.8092,0.8411,0.8101,0.8696,0.8378,0.9096,0.7663,0.8486
0.8,394,0.8756,0.7931,0.8323,0.8011,0.86,0.839,0.9098,0.7523,0.8317
0.85,394,0.8756,0.7931,0.8323,0.8011,0.86,0.839,0.9098,0.7523,0.8317
0.9,347,0.8732,0.6966,0.7749,0.7383,0.8063,0.8328,0.9091,0.6494,0.7411
0.95,344,0.8721,0.6897,0.7702,0.7322,0.8011,0.8313,0.9081,0.643,0.7339
1.0,233,0.867,0.4644,0.6048,0.5601,0.6459,0.8203,0.906,0.4175,0.5115
