precision,recall,f1,n_detections,mcc,prob_t,min_votes
0.12262729737872853,0.9509345794392523,0.21724045903389377,3319,0.20539507152611733,0.0,1
0.17598612917208495,0.9485981308411215,0.2968921389396709,2307,0.22888155950314878,0.0,2
0.20735444330949948,0.9485981308411215,0.34031852472757756,1958,0.22888155950314878,0.0,3
0.23447475333720255,0.9439252336448598,0.3756392375639238,1723,0.2496883003466806,0.0,4
0.255050505050505,0.9439252336448598,0.4015904572564612,1584,0.23543899075829425,0.0,5
0.27793103448275863,0.9415887850467289,0.4291799787007455,1450,0.24366222901474538,0.0,6
0.2975391498881432,0.9322429906542056,0.4511023176936122,1341,0.2511294892032528,0.0,7
0.3220338983050847,0.9322429906542056,0.47870425914817033,1239,0.27065609787967954,0.0,8
0.3574660633484163,0.9228971962616822,0.5153294194390086,1105,0.2812814032292558,0.0,9
0.41041666666666665,0.9205607476635514,0.5677233429394813,960,0.2904930424020736,0.0,10
0.15502100038182512,0.9485981308411215,0.26649163111256974,2619,0.2092042834023191,0.01,1
0.21634615384615385,0.9462616822429907,0.3521739130434783,1872,0.23860137576374524,0.01,2
0.2526512788521522,0.9462616822429907,0.3988183161004431,1603,0.23860137576374524,0.01,3
0.2846045197740113,0.9415887850467289,0.43709327548806937,1416,0.2584602381525965,0.01,4
0.30763358778625954,0.9415887850467289,0.4637514384349827,1310,0.2509607277987462,0.01,5
0.3319570602807597,0.9392523364485982,0.490543014032947,1211,0.25523215366718527,0.01,6
0.35190097259062775,0.9299065420560748,0.5105837075048107,1131,0.27046106920023233,0.01,7
0.37725118483412323,0.9299065420560748,0.5367498314227916,1055,0.2853460835770223,0.01,8
0.4112734864300626,0.9205607476635514,0.5685425685425686,958,0.3043569097308153,0.01,9
0.4712230215827338,0.9182242990654206,0.6228209191759113,834,0.33363280565284475,0.01,10
0.27884615384615385,0.9485981308411215,0.43099787685774954,1456,0.3360632884703024,0.02,1
0.37224264705882354,0.9462616822429907,0.5343007915567283,1088,0.34566094180243223,0.02,2
0.4249737670514166,0.9462616822429907,0.5865314989138306,953,0.366208805298149,0.02,3
0.4696969696969697,0.9415887850467289,0.6267496111975117,858,0.3831416785291742,0.02,4
0.4993804213135068,0.9415887850467289,0.6526315789473685,807,0.3806727780521374,0.02,5
0.5317460317460317,0.9392523364485982,0.6790540540540541,756,0.3827123663510766,0.02,6
0.547455295735901,0.9299065420560748,0.6891774891774892,727,0.38504036069137726,0.02,7
0.5685714285714286,0.9299065420560748,0.7056737588652483,700,0.3863072939556376,0.02,8
0.595166163141994,0.9205607476635514,0.7229357798165138,662,0.41146172069996095,0.02,9
0.6517412935323383,0.9182242990654206,0.7623666343355965,603,0.4587342103845925,0.02,10
0.3016344725111441,0.9485981308411215,0.45772266065388945,1346,0.3538133503959818,0.05,1
0.39823008849557523,0.9462616822429907,0.5605536332179931,1017,0.3705013689755472,0.05,2
0.45050055617352613,0.9462616822429907,0.6103993971363979,899,0.3874260719506435,0.05,3
0.49753086419753084,0.9415887850467289,0.6510500807754442,810,0.4008746078647166,0.05,4
0.5302631578947369,0.9415887850467289,0.6784511784511785,760,0.3985298078682754,0.05,5
0.5622377622377622,0.9392523364485982,0.7034120734908137,715,0.40414982545757194,0.05,6
0.5784883720930233,0.9299065420560748,0.7132616487455198,688,0.4168491598885504,0.05,7
0.5975975975975976,0.9299065420560748,0.7276051188299817,666,0.41824760947350254,0.05,8
0.6253968253968254,0.9205607476635514,0.7448015122873346,630,0.44009922750443553,0.05,9
0.6787564766839378,0.9182242990654206,0.7805362462760675,579,0.49477828202905166,0.05,10
0.5592747559274756,0.9369158878504673,0.7004366812227074,717,0.6588186585039881,0.1,1
0.6779661016949152,0.9345794392523364,0.7858546168958742,590,0.6759743369765882,0.1,2
0.7352941176470589,0.9345794392523364,0.823045267489712,544,0.6837378082537704,0.1,3
0.7865612648221344,0.9299065420560748,0.8522483940042827,506,0.6872325581606237,0.1,4
0.8089430894308943,0.9299065420560748,0.8652173913043479,492,0.6911703415032691,0.1,5
0.8270833333333333,0.927570093457944,0.8744493392070485,480,0.6951213676975332,0.1,6
0.8326271186440678,0.9182242990654206,0.8733333333333333,472,0.6948120110176264,0.1,7
0.8394004282655246,0.9158878504672897,0.8759776536312849,467,0.6945495839993335,0.1,8
0.8527472527472527,0.9065420560747663,0.8788221970554927,455,0.694334181509754,0.1,9
0.8818181818181818,0.9065420560747663,0.8940092165898617,440,0.718809637358077,0.1,10
0.5820029027576198,0.9369158878504673,0.7179946284691138,689,0.692974026431237,0.15,1
0.6993006993006993,0.9345794392523364,0.8,572,0.7113160202538455,0.15,2
0.7561436672967864,0.9345794392523364,0.8359456635318705,529,0.7193185974298897,0.15,3
0.805668016194332,0.9299065420560748,0.8633405639913232,494,0.7191178965224767,0.15,4
0.8274428274428275,0.9299065420560748,0.8756875687568758,481,0.7231678100659023,0.15,5
0.8464818763326226,0.927570093457944,0.8851727982162766,469,0.7272327644764096,0.15,6
0.8524945770065075,0.9182242990654206,0.8841394825646793,461,0.7271359911557369,0.15,7
0.8596491228070176,0.9158878504672897,0.8868778280542987,456,0.7270890132809119,0.15,8
0.8719101123595505,0.9065420560747663,0.888888888888889,445,0.7270920609836489,0.15,9
0.8960739030023095,0.9065420560747663,0.9012775842044135,433,0.7396387418276602,0.15,10
0.6002994011976048,0.9369158878504673,0.7317518248175183,668,0.7037226180652465,0.25,1
0.7168458781362007,0.9345794392523364,0.8113590263691683,558,0.7231678100659023,0.25,2
0.7736943907156673,0.9345794392523364,0.8465608465608465,517,0.7354087449857297,0.25,3
0.8206185567010309,0.9299065420560748,0.8718510405257393,485,0.7353683892037468,0.25,4
0.8396624472573839,0.9299065420560748,0.8824833702882483,474,0.7353683892037468,0.25,5
0.857451403887689,0.927570093457944,0.8911335578002244,463,0.7312257206976468,0.25,6
0.8637362637362638,0.9182242990654206,0.8901472253680635,455,0.7312576256240725,0.25,7
0.8691796008869179,0.9158878504672897,0.8919226393629124,451,0.7354397660584355,0.25,8
0.8798185941043084,0.9065420560747663,0.8929804372842348,441,0.731340256197331,0.25,9
0.9023255813953488,0.9065420560747663,0.9044289044289043,430,0.7397810906446968,0.25,10
0.6048265460030166,0.9369158878504673,0.7351054078826764,663,0.7033696037988123,0.35,1
0.7220216606498195,0.9345794392523364,0.8146639511201629,554,0.7230433367321899,0.35,2
0.7766990291262136,0.9345794392523364,0.8483563096500529,515,0.7312442603752085,0.35,3
0.8240165631469979,0.9299065420560748,0.8737650933040615,483,0.7353786406026382,0.35,4
0.8432203389830508,0.9299065420560748,0.8844444444444445,472,0.7353786406026382,0.35,5
0.8611713665943601,0.927570093457944,0.8931383577052867,461,0.7312576256240725,0.35,6
0.8675496688741722,0.9182242990654206,0.8921679909194097,453,0.731340256197331,0.35,7
0.8711111111111111,0.9158878504672897,0.8929384965831435,450,0.731340256197331,0.35,8
0.8818181818181818,0.9065420560747663,0.8940092165898617,440,0.7272493153961197,0.35,9
0.9044289044289044,0.9065420560747663,0.9054842473745625,429,0.7357158731649602,0.35,10
0.6075757575757575,0.9369158878504673,0.7371323529411765,660,0.7113160202538455,0.4,1
0.7246376811594203,0.9345794392523364,0.8163265306122449,552,0.7271359911557369,0.4,2
0.7797270955165692,0.9345794392523364,0.8501594048884166,513,0.7353683892037468,0.4,3
0.8274428274428275,0.9299065420560748,0.8756875687568758,481,0.7395480265850307,0.4,4
0.8468085106382979,0.9299065420560748,0.8864142538975501,470,0.7395480265850307,0.4,5
0.8649237472766884,0.927570093457944,0.895152198421646,459,0.7354397660584355,0.4,6
0.8713968957871396,0.9182242990654206,0.89419795221843,451,0.7355520656269824,0.4,7
0.875,0.9158878504672897,0.8949771689497716,448,0.7355520656269824,0.4,8
0.8858447488584474,0.9065420560747663,0.8960739030023094,438,0.7314739267455069,0.4,9
0.9086651053864169,0.9065420560747663,0.9076023391812866,427,0.7399754267945317,0.4,10
0.6094224924012158,0.9369158878504673,0.7384898710865562,658,0.7113160202538455,0.45,1
0.7272727272727273,0.9345794392523364,0.8179959100204499,550,0.7271359911557369,0.45,2
0.78125,0.9345794392523364,0.851063829787234,512,0.7353683892037468,0.45,3
