threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,2017,0.1899,0.8805,0.3124,0.2721,0.3517,0.1615,0.2189,0.8462,0.9133
0.05,1475,0.2576,0.8736,0.3979,0.3565,0.4388,0.2248,0.2909,0.8374,0.9075
0.1,1162,0.3244,0.8667,0.4721,0.432,0.5101,0.2895,0.359,0.8312,0.9005
0.15,873,0.4204,0.8437,0.5612,0.5239,0.5964,0.3844,0.4565,0.8045,0.8798
0.2,863,0.4229,0.8391,0.5624,0.5261,0.5973,0.3873,0.459,0.798,0.8756
0.25,780,0.4462,0.8,0.5728,0.5355,0.6067,0.4094,0.4828,0.7573,0.8387
0.3,780,0.4462,0.8,0.5728,0.5355,0.6067,0.4094,0.4828,0.7573,0.8387
0.35,767,0.4459,0.7862,0.5691,0.533,0.6044,0.4086,0.4832,0.7411,0.8259
0.4,765,0.4471,0.7862,0.57,0.5339,0.6056,0.4095,0.485,0.7411,0.8259
0.45,717,0.4575,0.754,0.5694,0.5318,0.6062,0.4183,0.4972,0.7083,0.7954
0.5,717,0.4575,0.754,0.5694,0.5318,0.6062,0.4183,0.4972,0.7083,0.7954
0.55,717,0.4575,0.754,0.5694,0.5318,0.6062,0.4183,0.4972,0.7083,0.7954
0.6,717,0.4575,0.754,0.5694,0.5318,0.6062,0.4183,0.4972,0.7083,0.7954
0.65,717,0.4575,0.754,0.5694,0.5318,0.6062,0.4183,0.4972,0.7083,0.7954
0.7,717,0.4575,0.754,0.5694,0.5318,0.6062,0.4183,0.4972,0.7083,0.7954
0.75,712,0.4579,0.7494,0.5684,0.5301,0.6065,0.4184,0.4987,0.7049,0.7895
0.8,694,0.4582,0.731,0.5633,0.5251,0.6014,0.4177,0.4993,0.685,0.7732
0.85,693,0.4574,0.7287,0.5621,0.5249,0.6,0.4173,0.4985,0.683,0.7708
0.9,623,0.4494,0.6437,0.5293,0.4899,0.5674,0.4089,0.4912,0.5963,0.6887
0.95,618,0.4498,0.6391,0.528,0.4887,0.5656,0.4077,0.4911,0.5907,0.6834
1.0,439,0.4556,0.4598,0.4577,0.4099,0.5039,0.4032,0.51,0.4074,0.511
