threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,584,0.6301,0.846,0.7223,0.676,0.764,0.5702,0.6858,0.803,0.8875
0.05,478,0.7699,0.846,0.8061,0.7682,0.8395,0.7208,0.814,0.803,0.8875
0.1,452,0.8142,0.846,0.8298,0.795,0.8613,0.7714,0.8525,0.803,0.8875
0.15,439,0.8383,0.846,0.8421,0.8093,0.873,0.7986,0.8734,0.803,0.8875
0.2,436,0.844,0.846,0.845,0.8116,0.8752,0.8043,0.8795,0.803,0.8875
0.25,431,0.8538,0.846,0.8499,0.8166,0.8792,0.8155,0.8879,0.803,0.8875
0.3,430,0.8558,0.846,0.8509,0.8173,0.8806,0.8175,0.8894,0.803,0.8875
0.35,430,0.8558,0.846,0.8509,0.8173,0.8806,0.8175,0.8894,0.803,0.8875
0.4,430,0.8558,0.846,0.8509,0.8173,0.8806,0.8175,0.8894,0.803,0.8875
0.45,429,0.8578,0.846,0.8519,0.8183,0.8815,0.8196,0.8904,0.803,0.8875
0.5,429,0.8578,0.846,0.8519,0.8183,0.8815,0.8196,0.8904,0.803,0.8875
0.55,429,0.8578,0.846,0.8519,0.8183,0.8815,0.8196,0.8904,0.803,0.8875
0.6,429,0.8578,0.846,0.8519,0.8183,0.8815,0.8196,0.8904,0.803,0.8875
0.65,429,0.8578,0.846,0.8519,0.8183,0.8815,0.8196,0.8904,0.803,0.8875
0.7,429,0.8578,0.846,0.8519,0.8183,0.8815,0.8196,0.8904,0.803,0.8875
0.75,427,0.8595,0.8437,0.8515,0.8192,0.881,0.822,0.8925,0.8013,0.8859
0.8,427,0.8595,0.8437,0.8515,0.8192,0.881,0.822,0.8925,0.8013,0.8859
0.85,424,0.8608,0.8391,0.8498,0.8176,0.8789,0.8237,0.8938,0.7983,0.8803
0.9,424,0.8608,0.8391,0.8498,0.8176,0.8789,0.8237,0.8938,0.7983,0.8803
0.95,421,0.867,0.8391,0.8528,0.8213,0.8815,0.8302,0.8982,0.7983,0.8803
1.0,67,0.9403,0.1448,0.251,0.1948,0.301,0.884,0.9857,0.109,0.1792
