threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,571,0.3625,0.4759,0.4115,0.3357,0.4787,0.2824,0.4437,0.3926,0.5489
0.05,393,0.5267,0.4759,0.5,0.4228,0.5647,0.4356,0.6107,0.3926,0.5489
0.1,309,0.6634,0.4713,0.5511,0.472,0.6149,0.5789,0.7393,0.3861,0.5443
0.15,246,0.8211,0.4644,0.5932,0.5104,0.6576,0.7532,0.8792,0.3804,0.5385
0.2,245,0.8204,0.4621,0.5912,0.5104,0.6545,0.7524,0.8792,0.3796,0.5363
0.25,227,0.8326,0.4345,0.571,0.4946,0.6316,0.766,0.8899,0.3568,0.5024
0.3,227,0.8326,0.4345,0.571,0.4946,0.6316,0.766,0.8899,0.3568,0.5024
0.35,227,0.8326,0.4345,0.571,0.4946,0.6316,0.766,0.8899,0.3568,0.5024
0.4,227,0.8326,0.4345,0.571,0.4946,0.6316,0.766,0.8899,0.3568,0.5024
0.45,223,0.8386,0.4299,0.5684,0.4898,0.6296,0.7684,0.8969,0.3516,0.4987
0.5,223,0.8386,0.4299,0.5684,0.4898,0.6296,0.7684,0.8969,0.3516,0.4987
0.55,223,0.8386,0.4299,0.5684,0.4898,0.6296,0.7684,0.8969,0.3516,0.4987
0.6,223,0.8386,0.4299,0.5684,0.4898,0.6296,0.7684,0.8969,0.3516,0.4987
0.65,222,0.8423,0.4299,0.5693,0.4899,0.6297,0.7695,0.9009,0.3516,0.4987
0.7,221,0.8462,0.4299,0.5701,0.4916,0.6299,0.7746,0.9052,0.3516,0.4987
0.75,219,0.8447,0.4253,0.5657,0.4841,0.6267,0.7725,0.9049,0.3464,0.495
0.8,217,0.8433,0.4207,0.5613,0.4832,0.6245,0.7692,0.9045,0.3428,0.4906
0.85,217,0.8433,0.4207,0.5613,0.4832,0.6245,0.7692,0.9045,0.3428,0.4906
0.9,189,0.8307,0.3609,0.5032,0.4317,0.5646,0.7521,0.8982,0.2973,0.4211
0.95,188,0.8298,0.3586,0.5008,0.4286,0.5607,0.75,0.8977,0.295,0.4182
1.0,132,0.8258,0.2506,0.3845,0.3156,0.447,0.7333,0.9055,0.1984,0.3036
