label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles
consensus_t1,5,0.1125,0.1067,0.1185,0.0811,0.0766,0.0858,0.1839,0.1746,0.1928,0.1239,0.1047,0.1438,0.895,0.1942,normal,False,0.13141683778234087,487
consensus_t1,10,0.3136,0.305,0.322,0.2259,0.2185,0.2328,0.5126,0.5019,0.5237,0.1239,0.1047,0.1438,0.895,0.1942,normal,False,0.14168377823408623,487
consensus_t1,15,0.4473,0.4374,0.4564,0.3222,0.3129,0.3312,0.731,0.7215,0.7429,0.1239,0.1047,0.1438,0.895,0.1942,normal,False,0.14168377823408623,487
consensus_t1,20,0.5105,0.4998,0.5204,0.3678,0.3571,0.3775,0.8345,0.8262,0.843,0.1239,0.1047,0.1438,0.895,0.1942,normal,False,0.1437371663244353,487
consensus_t1,25,0.5401,0.5293,0.5494,0.3891,0.3785,0.3984,0.8828,0.8755,0.89,0.1239,0.1047,0.1438,0.895,0.1942,normal,False,0.14989733059548255,487
consensus_t1,30,0.557,0.547,0.5677,0.4012,0.3908,0.4121,0.9103,0.9037,0.9166,0.1239,0.1047,0.1438,0.895,0.1942,normal,False,0.14989733059548255,487
consensus_t1,35,0.5612,0.5511,0.5719,0.4043,0.3935,0.4149,0.9172,0.9108,0.9229,0.1239,0.1047,0.1438,0.895,0.1942,normal,False,0.14989733059548255,487
consensus_t1,40,0.564,0.5535,0.5749,0.4063,0.3955,0.4172,0.9218,0.9157,0.9274,0.1239,0.1047,0.1438,0.895,0.1942,normal,False,0.14989733059548255,487
consensus_t1,45,0.564,0.5535,0.5749,0.4063,0.3955,0.4172,0.9218,0.9157,0.9274,0.1239,0.1047,0.1438,0.895,0.1942,normal,False,0.14989733059548255,487
consensus_t1,50,0.5668,0.5566,0.5773,0.4083,0.3975,0.4187,0.9264,0.9207,0.9315,0.1239,0.1047,0.1438,0.895,0.1942,normal,False,0.14989733059548255,487
consensus_t1,75,0.5724,0.5616,0.5827,0.4124,0.4013,0.4228,0.9356,0.9307,0.9405,0.1239,0.1047,0.1438,0.895,0.1942,normal,False,0.14989733059548255,487
consensus_t1,100,0.5809,0.5703,0.5917,0.4184,0.4074,0.4291,0.9494,0.9446,0.9542,0.1239,0.1047,0.1438,0.895,0.1942,normal,False,0.14989733059548255,487
consensus_t1,125,0.5823,0.572,0.5929,0.4195,0.4088,0.4303,0.9517,0.947,0.9563,0.1239,0.1047,0.1438,0.895,0.1942,normal,False,0.14989733059548255,487
consensus_t1,150,0.5837,0.5736,0.5943,0.4205,0.41,0.4315,0.954,0.9498,0.9583,0.1239,0.1047,0.1438,0.895,0.1942,normal,False,0.14989733059548255,487
