threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,1654,0.2467,0.9379,0.3906,0.338,0.4381,0.2062,0.2852,0.9122,0.9592
0.05,1208,0.3369,0.9356,0.4954,0.4377,0.5449,0.2862,0.3832,0.9102,0.9573
0.1,775,0.5226,0.931,0.6694,0.6241,0.7082,0.4711,0.5691,0.9052,0.9541
0.15,571,0.6778,0.8897,0.7694,0.7355,0.8004,0.6345,0.7193,0.8599,0.9189
0.2,557,0.6876,0.8805,0.7722,0.7403,0.8032,0.6476,0.7276,0.8494,0.9119
0.25,513,0.7173,0.846,0.7764,0.745,0.8068,0.6757,0.757,0.8121,0.8813
0.3,513,0.7173,0.846,0.7764,0.745,0.8068,0.6757,0.757,0.8121,0.8813
0.35,507,0.7199,0.8391,0.7749,0.744,0.8064,0.6792,0.7602,0.8025,0.8772
0.4,507,0.7199,0.8391,0.7749,0.744,0.8064,0.6792,0.7602,0.8025,0.8772
0.45,489,0.7239,0.8138,0.7662,0.7338,0.7952,0.6831,0.7636,0.7762,0.8521
0.5,489,0.7239,0.8138,0.7662,0.7338,0.7952,0.6831,0.7636,0.7762,0.8521
0.55,489,0.7239,0.8138,0.7662,0.7338,0.7952,0.6831,0.7636,0.7762,0.8521
0.6,489,0.7239,0.8138,0.7662,0.7338,0.7952,0.6831,0.7636,0.7762,0.8521
0.65,489,0.7239,0.8138,0.7662,0.7338,0.7952,0.6831,0.7636,0.7762,0.8521
0.7,488,0.7254,0.8138,0.7671,0.7349,0.7961,0.6845,0.7652,0.7762,0.8521
0.75,487,0.7248,0.8115,0.7657,0.7332,0.7947,0.6842,0.7647,0.7749,0.85
0.8,484,0.7231,0.8046,0.7617,0.7287,0.7918,0.6817,0.7637,0.7677,0.8431
0.85,484,0.7231,0.8046,0.7617,0.7287,0.7918,0.6817,0.7637,0.7677,0.8431
0.9,438,0.7352,0.7402,0.7377,0.7015,0.7711,0.691,0.7775,0.697,0.7848
0.95,435,0.7379,0.7379,0.7379,0.7019,0.7713,0.6945,0.7803,0.6948,0.783
1.0,352,0.7614,0.6161,0.6811,0.6456,0.7164,0.7201,0.8012,0.5714,0.6614
