label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles
text-min-vs-cleaned-gt,20,0.6199,0.6053,0.6339,0.6908,0.6745,0.7059,0.5622,0.5463,0.5779,sparse_cross_grid,True,0.6603442219880576,8541
text-min-vs-cleaned-gt,30,0.7296,0.7173,0.7411,0.813,0.7998,0.8259,0.6617,0.6468,0.6763,sparse_cross_grid,True,0.6645591851071303,8541
text-min-vs-cleaned-gt,40,0.7561,0.7447,0.7671,0.8425,0.83,0.8543,0.6857,0.6709,0.7002,sparse_cross_grid,True,0.6659641728134879,8541
text-min-vs-cleaned-gt,50,0.7614,0.75,0.7726,0.8485,0.8363,0.8603,0.6906,0.6759,0.7051,sparse_cross_grid,True,0.6660812551223511,8541
