threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,1123,0.3339,0.6957,0.4513,0.1053,0.3232,0.234,0.5048,0.0676,0.2485
0.05,889,0.4218,0.6957,0.5252,0.1124,0.3433,0.3488,0.6212,0.0676,0.2485
0.1,759,0.4914,0.692,0.5747,0.1149,0.3488,0.3913,0.6667,0.0666,0.2459
0.15,639,0.5634,0.6679,0.6112,0.1098,0.3358,0.4422,0.7105,0.0625,0.2308
0.2,637,0.5651,0.6679,0.6122,0.1098,0.3358,0.4422,0.7105,0.0625,0.2308
0.25,588,0.5884,0.6419,0.614,0.0996,0.3169,0.4286,0.7223,0.0553,0.2143
0.3,588,0.5884,0.6419,0.614,0.0996,0.3169,0.4286,0.7223,0.0553,0.2143
0.35,577,0.5893,0.6308,0.6093,0.0952,0.2966,0.4286,0.7209,0.0518,0.1949
0.4,577,0.5893,0.6308,0.6093,0.0952,0.2966,0.4286,0.7209,0.0518,0.1949
0.45,556,0.5881,0.6067,0.5973,0.0818,0.2815,0.4138,0.7098,0.0449,0.1829
0.5,556,0.5881,0.6067,0.5973,0.0818,0.2815,0.4138,0.7098,0.0449,0.1829
0.55,554,0.5903,0.6067,0.5984,0.0818,0.2815,0.4138,0.7098,0.0449,0.1829
0.6,554,0.5903,0.6067,0.5984,0.0818,0.2815,0.4138,0.7098,0.0449,0.1829
0.65,553,0.5895,0.6048,0.5971,0.0816,0.2796,0.4138,0.7098,0.0448,0.1808
0.7,553,0.5895,0.6048,0.5971,0.0816,0.2796,0.4138,0.7098,0.0448,0.1808
0.75,549,0.592,0.603,0.5974,0.0814,0.2787,0.4138,0.7098,0.0446,0.18
0.8,535,0.5963,0.5918,0.594,0.0794,0.2667,0.4053,0.7037,0.0431,0.1712
0.85,534,0.5955,0.59,0.5927,0.0793,0.2655,0.4053,0.7037,0.0429,0.1706
0.9,472,0.5847,0.5121,0.546,0.0549,0.2045,0.3448,0.7,0.0292,0.1245
0.95,472,0.5847,0.5121,0.546,0.0549,0.2045,0.3448,0.7,0.0292,0.1245
1.0,325,0.5662,0.3414,0.4259,0.0375,0.151,0.421,0.7333,0.0194,0.0862
