threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,572,0.3636,0.4782,0.4131,0.3354,0.4803,0.2834,0.4447,0.3946,0.5529
0.05,393,0.5242,0.4736,0.4976,0.4201,0.5617,0.4289,0.614,0.3915,0.5483
0.1,291,0.6907,0.4621,0.5537,0.4747,0.6154,0.6116,0.7605,0.3793,0.535
0.15,239,0.8285,0.4552,0.5875,0.5042,0.6512,0.7529,0.8894,0.3725,0.5273
0.2,233,0.8326,0.446,0.5808,0.5008,0.6451,0.7585,0.894,0.3634,0.5153
0.25,224,0.8348,0.4299,0.5675,0.4855,0.6327,0.7631,0.8936,0.3493,0.5022
0.3,224,0.8348,0.4299,0.5675,0.4855,0.6327,0.7631,0.8936,0.3493,0.5022
0.35,223,0.8341,0.4276,0.5653,0.4846,0.6295,0.7621,0.8932,0.3477,0.4974
0.4,223,0.8341,0.4276,0.5653,0.4846,0.6295,0.7621,0.8932,0.3477,0.4974
0.45,218,0.844,0.423,0.5636,0.4824,0.6291,0.7711,0.902,0.342,0.4917
0.5,218,0.844,0.423,0.5636,0.4824,0.6291,0.7711,0.902,0.342,0.4917
0.55,218,0.844,0.423,0.5636,0.4824,0.6291,0.7711,0.902,0.342,0.4917
0.6,218,0.844,0.423,0.5636,0.4824,0.6291,0.7711,0.902,0.342,0.4917
0.65,218,0.844,0.423,0.5636,0.4824,0.6291,0.7711,0.902,0.342,0.4917
0.7,218,0.844,0.423,0.5636,0.4824,0.6291,0.7711,0.902,0.342,0.4917
0.75,217,0.8479,0.423,0.5644,0.4833,0.6291,0.7745,0.9075,0.342,0.4917
0.8,217,0.8479,0.423,0.5644,0.4833,0.6291,0.7745,0.9075,0.342,0.4917
0.85,216,0.8472,0.4207,0.5622,0.4812,0.6275,0.7743,0.9071,0.3408,0.4879
0.9,194,0.8711,0.3885,0.5374,0.4567,0.5991,0.8024,0.929,0.3147,0.4528
0.95,194,0.8711,0.3885,0.5374,0.4567,0.5991,0.8024,0.929,0.3147,0.4528
1.0,152,0.8816,0.308,0.4566,0.3817,0.5237,0.8011,0.947,0.2455,0.3694
