threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,727,0.5337,0.892,0.6678,0.6166,0.7098,0.4745,0.5867,0.8579,0.9214
0.05,592,0.6537,0.8897,0.7537,0.7103,0.7912,0.5951,0.7065,0.8562,0.9206
0.1,514,0.751,0.8874,0.8135,0.7804,0.8444,0.7043,0.7943,0.8533,0.9171
0.15,426,0.8826,0.8644,0.8734,0.8467,0.8995,0.8486,0.9129,0.8309,0.8979
0.2,418,0.8947,0.8598,0.8769,0.8497,0.9027,0.8623,0.9236,0.8255,0.8945
0.25,402,0.908,0.8391,0.8722,0.8445,0.8984,0.8787,0.9352,0.802,0.8738
0.3,402,0.908,0.8391,0.8722,0.8445,0.8984,0.8787,0.9352,0.802,0.8738
0.35,402,0.908,0.8391,0.8722,0.8445,0.8984,0.8787,0.9352,0.802,0.8738
0.4,401,0.9077,0.8368,0.8708,0.8431,0.8968,0.8784,0.9347,0.7987,0.8717
0.45,382,0.9188,0.8069,0.8592,0.8307,0.8863,0.89,0.946,0.767,0.8436
0.5,382,0.9188,0.8069,0.8592,0.8307,0.8863,0.89,0.946,0.767,0.8436
0.55,382,0.9188,0.8069,0.8592,0.8307,0.8863,0.89,0.946,0.767,0.8436
0.6,382,0.9188,0.8069,0.8592,0.8307,0.8863,0.89,0.946,0.767,0.8436
0.65,381,0.9186,0.8046,0.8578,0.8288,0.8845,0.8897,0.9457,0.7646,0.8424
0.7,380,0.9184,0.8023,0.8564,0.8278,0.8834,0.8895,0.9457,0.7629,0.8406
0.75,378,0.918,0.7977,0.8536,0.8241,0.8813,0.8886,0.9454,0.7579,0.8364
0.8,368,0.9158,0.7747,0.8394,0.8099,0.8692,0.8862,0.9439,0.7327,0.8169
0.85,368,0.9158,0.7747,0.8394,0.8099,0.8692,0.8862,0.9439,0.7327,0.8169
0.9,331,0.9154,0.6966,0.7911,0.7544,0.826,0.8833,0.9439,0.65,0.7426
0.95,328,0.9146,0.6897,0.7864,0.749,0.8215,0.8825,0.9433,0.642,0.7361
1.0,223,0.9193,0.4713,0.6231,0.5793,0.6667,0.8793,0.9548,0.4249,0.5181
