threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,2215,0.1851,0.9425,0.3094,0.2642,0.3531,0.1541,0.217,0.9179,0.965
0.05,1511,0.2694,0.9356,0.4183,0.364,0.4716,0.2259,0.3139,0.9086,0.9594
0.1,932,0.4356,0.9333,0.594,0.5398,0.6441,0.3808,0.4908,0.9055,0.9573
0.15,567,0.6914,0.9011,0.7824,0.7449,0.8174,0.6432,0.7394,0.8694,0.9298
0.2,552,0.7065,0.8966,0.7903,0.7532,0.8241,0.6578,0.7558,0.8647,0.9249
0.25,512,0.7383,0.869,0.7983,0.7628,0.8343,0.6876,0.7875,0.8326,0.9023
0.3,512,0.7383,0.869,0.7983,0.7628,0.8343,0.6876,0.7875,0.8326,0.9023
0.35,511,0.7397,0.869,0.7992,0.7643,0.8343,0.6908,0.7888,0.8326,0.9023
0.4,510,0.7392,0.8667,0.7979,0.7628,0.8335,0.6901,0.7886,0.8306,0.9002
0.45,483,0.7536,0.8368,0.793,0.7581,0.8261,0.7034,0.803,0.7975,0.8729
0.5,483,0.7536,0.8368,0.793,0.7581,0.8261,0.7034,0.803,0.7975,0.8729
0.55,483,0.7536,0.8368,0.793,0.7581,0.8261,0.7034,0.803,0.7975,0.8729
0.6,483,0.7536,0.8368,0.793,0.7581,0.8261,0.7034,0.803,0.7975,0.8729
0.65,482,0.7531,0.8345,0.7917,0.7572,0.824,0.7027,0.8029,0.7954,0.8701
0.7,481,0.7526,0.8322,0.7904,0.7562,0.8235,0.7016,0.8021,0.7932,0.8679
0.75,477,0.7526,0.8253,0.7873,0.7523,0.8208,0.7015,0.8022,0.7843,0.8623
0.8,465,0.7505,0.8023,0.7756,0.7401,0.8103,0.6986,0.7991,0.7589,0.8421
0.85,465,0.7505,0.8023,0.7756,0.7401,0.8103,0.6986,0.7991,0.7589,0.8421
0.9,415,0.7542,0.7195,0.7365,0.6952,0.7764,0.7009,0.8073,0.6709,0.763
0.95,411,0.7518,0.7103,0.7305,0.6883,0.771,0.6986,0.8045,0.6605,0.7541
1.0,282,0.7447,0.4828,0.5858,0.5406,0.6268,0.6812,0.7993,0.435,0.5286
