threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,774,0.4755,0.6827,0.5605,0.5135,0.606,0.4284,0.5211,0.6339,0.7336
0.05,676,0.537,0.6735,0.5975,0.5479,0.6431,0.4856,0.5837,0.6217,0.7264
0.1,624,0.5785,0.6698,0.6208,0.573,0.6685,0.5286,0.6265,0.6196,0.7212
0.15,578,0.6125,0.6568,0.6338,0.5849,0.6815,0.5626,0.6611,0.6035,0.7118
0.2,576,0.6146,0.6568,0.635,0.587,0.6825,0.5647,0.6638,0.6035,0.7118
0.25,530,0.6302,0.6197,0.6249,0.5762,0.6716,0.5825,0.6799,0.5664,0.6776
0.3,530,0.6302,0.6197,0.6249,0.5762,0.6716,0.5825,0.6799,0.5664,0.6776
0.35,522,0.6303,0.6104,0.6202,0.5714,0.6661,0.5803,0.6801,0.5577,0.6667
0.4,522,0.6303,0.6104,0.6202,0.5714,0.6661,0.5803,0.6801,0.5577,0.6667
0.45,496,0.6411,0.59,0.6145,0.5664,0.6629,0.5922,0.6936,0.5393,0.647
0.5,496,0.6411,0.59,0.6145,0.5664,0.6629,0.5922,0.6936,0.5393,0.647
0.55,496,0.6411,0.59,0.6145,0.5664,0.6629,0.5922,0.6936,0.5393,0.647
0.6,496,0.6411,0.59,0.6145,0.5664,0.6629,0.5922,0.6936,0.5393,0.647
0.65,496,0.6411,0.59,0.6145,0.5664,0.6629,0.5922,0.6936,0.5393,0.647
0.7,495,0.6424,0.59,0.6151,0.5659,0.6628,0.5924,0.6944,0.5386,0.6472
0.75,487,0.6448,0.5826,0.6121,0.5616,0.6613,0.5925,0.6965,0.5309,0.6392
0.8,484,0.6467,0.5807,0.6119,0.5627,0.6597,0.5949,0.6988,0.5298,0.6359
0.85,484,0.6467,0.5807,0.6119,0.5627,0.6597,0.5949,0.6988,0.5298,0.6359
0.9,427,0.6464,0.5121,0.5714,0.5197,0.6229,0.5934,0.6989,0.4582,0.5671
0.95,423,0.6478,0.5083,0.5696,0.5191,0.6198,0.5944,0.7002,0.4545,0.562
1.0,273,0.663,0.3358,0.4458,0.3918,0.5006,0.5985,0.7251,0.2874,0.3856
