label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
plus-hp-greedy-t1,20,0.2668,0.23,0.3071,0.1721,0.1451,0.2031,0.5931,0.5191,0.6569,normal,False,0.26078028747433263,487,zero_fraction_heuristic,
plus-hp-greedy-t1,30,0.303,0.2636,0.3437,0.1955,0.166,0.2276,0.6736,0.5954,0.7373,normal,False,0.2648870636550308,487,zero_fraction_heuristic,
plus-hp-greedy-t1,40,0.3113,0.2717,0.3514,0.2008,0.1712,0.2328,0.692,0.6157,0.755,normal,False,0.2648870636550308,487,zero_fraction_heuristic,
plus-hp-greedy-t1,50,0.3164,0.2765,0.357,0.2041,0.1738,0.2361,0.7034,0.6262,0.7668,normal,False,0.2648870636550308,487,zero_fraction_heuristic,
