threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,1493,0.2706,0.9287,0.4191,0.3656,0.4676,0.2269,0.3111,0.9023,0.9527
0.05,1048,0.3826,0.9218,0.5408,0.4829,0.5931,0.3276,0.4349,0.8946,0.9465
0.1,709,0.5642,0.9195,0.6993,0.6534,0.7416,0.5088,0.6174,0.8908,0.9445
0.15,491,0.7902,0.892,0.838,0.8059,0.8658,0.7467,0.8315,0.8594,0.9217
0.2,481,0.8025,0.8874,0.8428,0.8107,0.87,0.7604,0.8432,0.8541,0.9172
0.25,455,0.8242,0.8621,0.8427,0.81,0.8727,0.7812,0.8649,0.8249,0.8962
0.3,455,0.8242,0.8621,0.8427,0.81,0.8727,0.7812,0.8649,0.8249,0.8962
0.35,454,0.826,0.8621,0.8436,0.8111,0.8735,0.782,0.8658,0.8249,0.8962
0.4,453,0.8256,0.8598,0.8423,0.8095,0.8726,0.7816,0.8655,0.8215,0.8945
0.45,429,0.8415,0.8299,0.8356,0.8053,0.8643,0.7976,0.8815,0.7904,0.8647
0.5,429,0.8415,0.8299,0.8356,0.8053,0.8643,0.7976,0.8815,0.7904,0.8647
0.55,429,0.8415,0.8299,0.8356,0.8053,0.8643,0.7976,0.8815,0.7904,0.8647
0.6,429,0.8415,0.8299,0.8356,0.8053,0.8643,0.7976,0.8815,0.7904,0.8647
0.65,428,0.8411,0.8276,0.8343,0.8044,0.8617,0.7969,0.8815,0.787,0.8622
0.7,427,0.8407,0.8253,0.8329,0.8029,0.8612,0.7964,0.8815,0.7857,0.8603
0.75,425,0.84,0.8207,0.8302,0.7995,0.8592,0.796,0.8801,0.7801,0.8561
0.8,415,0.8361,0.7977,0.8165,0.7861,0.846,0.7917,0.8772,0.7572,0.8364
0.85,415,0.8361,0.7977,0.8165,0.7861,0.846,0.7917,0.8772,0.7572,0.8364
0.9,372,0.836,0.7149,0.7708,0.7345,0.8056,0.7889,0.8791,0.6674,0.7566
0.95,368,0.8342,0.7057,0.7646,0.727,0.7995,0.7865,0.8778,0.6569,0.7494
1.0,253,0.8261,0.4805,0.6076,0.5611,0.6464,0.771,0.874,0.4329,0.5265
