label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity
h10v2-pool160,20,0.7171,0.6642,0.7681,0.8432,0.7942,0.888,0.6238,0.5613,0.689,0.7165,0.6422,0.7857,0.7421,0.9532
