threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,950,0.4053,0.8851,0.556,0.4956,0.6109,0.3467,0.4641,0.85,0.9149
0.05,679,0.567,0.8851,0.6912,0.6371,0.7387,0.5029,0.6263,0.85,0.9149
0.1,504,0.752,0.8713,0.8072,0.7683,0.8396,0.7011,0.7952,0.8341,0.904
0.15,402,0.9055,0.8368,0.8698,0.8401,0.8987,0.87,0.937,0.7975,0.8744
0.2,398,0.907,0.8299,0.8667,0.835,0.896,0.8711,0.9381,0.7892,0.8687
0.25,379,0.9103,0.7931,0.8477,0.8154,0.8781,0.8743,0.9407,0.7525,0.8341
0.3,379,0.9103,0.7931,0.8477,0.8154,0.8781,0.8743,0.9407,0.7525,0.8341
0.35,371,0.9137,0.7793,0.8412,0.8083,0.871,0.8787,0.9434,0.7367,0.8216
0.4,370,0.9135,0.777,0.8398,0.8078,0.8695,0.8783,0.9434,0.7344,0.8186
0.45,352,0.9176,0.7425,0.8208,0.7863,0.8521,0.8838,0.9454,0.6962,0.7887
0.5,352,0.9176,0.7425,0.8208,0.7863,0.8521,0.8838,0.9454,0.6962,0.7887
0.55,352,0.9176,0.7425,0.8208,0.7863,0.8521,0.8838,0.9454,0.6962,0.7887
0.6,352,0.9176,0.7425,0.8208,0.7863,0.8521,0.8838,0.9454,0.6962,0.7887
0.65,352,0.9176,0.7425,0.8208,0.7863,0.8521,0.8838,0.9454,0.6962,0.7887
0.7,351,0.9174,0.7402,0.8193,0.7848,0.8507,0.8838,0.9451,0.6935,0.7859
0.75,348,0.9195,0.7356,0.8174,0.7818,0.8494,0.8868,0.9465,0.6868,0.7824
0.8,340,0.9176,0.7172,0.8052,0.7681,0.838,0.8843,0.9456,0.6689,0.7629
0.85,340,0.9176,0.7172,0.8052,0.7681,0.838,0.8843,0.9456,0.6689,0.7629
0.9,303,0.9076,0.6322,0.7453,0.7043,0.7834,0.8711,0.939,0.5809,0.6828
0.95,303,0.9076,0.6322,0.7453,0.7043,0.7834,0.8711,0.939,0.5809,0.6828
1.0,218,0.9083,0.4552,0.6064,0.5538,0.6552,0.8667,0.9447,0.401,0.5106
