label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
pure-positive-canon-greedy-t1,20,0.2289,0.1936,0.2679,0.1405,0.1162,0.1688,0.6184,0.5445,0.6813,normal,False,0.2053388090349076,487,zero_fraction_heuristic,
pure-positive-canon-greedy-t1,30,0.2443,0.2074,0.2841,0.1499,0.1244,0.1791,0.6598,0.5849,0.7222,normal,False,0.20944558521560575,487,zero_fraction_heuristic,
pure-positive-canon-greedy-t1,40,0.2511,0.2134,0.2909,0.154,0.1279,0.1835,0.6782,0.603,0.74,normal,False,0.20944558521560575,487,zero_fraction_heuristic,
pure-positive-canon-greedy-t1,50,0.2528,0.2149,0.2926,0.1551,0.1288,0.1848,0.6828,0.6068,0.7446,normal,False,0.20944558521560575,487,zero_fraction_heuristic,
