label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
verified-384-ge3of5-t0-7-n5,5,0.3064,0.2611,0.355,0.3223,0.2737,0.3743,0.292,0.2473,0.3395,0.7713,0.7151,0.8235,0.7991,0.9574,sparse_cross_grid,True,0.5462012320328542,487,zero_fraction_heuristic,
verified-384-ge3of5-t0-7-n5,10,0.6972,0.6528,0.7405,0.7335,0.6875,0.7778,0.6644,0.6152,0.7117,0.7713,0.7151,0.8235,0.7991,0.9574,sparse_cross_grid,True,0.5626283367556468,487,zero_fraction_heuristic,
verified-384-ge3of5-t0-7-n5,15,0.8275,0.789,0.8616,0.8706,0.8324,0.9021,0.7885,0.741,0.8312,0.7713,0.7151,0.8235,0.7991,0.9574,sparse_cross_grid,True,0.5708418891170431,487,zero_fraction_heuristic,
verified-384-ge3of5-t0-7-n5,20,0.8709,0.8393,0.8982,0.9162,0.8831,0.941,0.8299,0.7867,0.8682,0.7713,0.7151,0.8235,0.7991,0.9574,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-384-ge3of5-t0-7-n5,25,0.8854,0.856,0.91,0.9315,0.9005,0.9539,0.8437,0.8014,0.8799,0.7713,0.7151,0.8235,0.7991,0.9574,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-384-ge3of5-t0-7-n5,30,0.8951,0.866,0.9185,0.9416,0.9129,0.9624,0.8529,0.81,0.8881,0.7713,0.7151,0.8235,0.7991,0.9574,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-384-ge3of5-t0-7-n5,35,0.8951,0.866,0.9185,0.9416,0.9129,0.9624,0.8529,0.81,0.8881,0.7713,0.7151,0.8235,0.7991,0.9574,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-384-ge3of5-t0-7-n5,40,0.8951,0.866,0.9185,0.9416,0.9129,0.9624,0.8529,0.81,0.8881,0.7713,0.7151,0.8235,0.7991,0.9574,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-384-ge3of5-t0-7-n5,45,0.8951,0.866,0.9185,0.9416,0.9129,0.9624,0.8529,0.81,0.8881,0.7713,0.7151,0.8235,0.7991,0.9574,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-384-ge3of5-t0-7-n5,50,0.8951,0.866,0.9185,0.9416,0.9129,0.9624,0.8529,0.81,0.8881,0.7713,0.7151,0.8235,0.7991,0.9574,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-384-ge3of5-t0-7-n5,75,0.8975,0.8689,0.9205,0.9442,0.9157,0.9646,0.8552,0.8122,0.89,0.7713,0.7151,0.8235,0.7991,0.9574,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-384-ge3of5-t0-7-n5,100,0.8999,0.8713,0.9226,0.9467,0.9187,0.9662,0.8575,0.8146,0.8918,0.7713,0.7151,0.8235,0.7991,0.9574,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-384-ge3of5-t0-7-n5,125,0.8999,0.8713,0.9226,0.9467,0.9187,0.9662,0.8575,0.8146,0.8918,0.7713,0.7151,0.8235,0.7991,0.9574,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-384-ge3of5-t0-7-n5,150,0.8999,0.8713,0.9226,0.9467,0.9187,0.9662,0.8575,0.8146,0.8918,0.7713,0.7151,0.8235,0.7991,0.9574,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
