threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,584,0.6301,0.846,0.7223,0.676,0.764,0.5702,0.6858,0.803,0.8875
0.05,504,0.7302,0.846,0.7838,0.7447,0.8213,0.6758,0.7819,0.803,0.8875
0.1,452,0.8119,0.8437,0.8275,0.7915,0.8593,0.7663,0.8499,0.8014,0.8851
0.15,389,0.9152,0.8184,0.8641,0.8331,0.8935,0.8838,0.9417,0.774,0.862
0.2,385,0.9169,0.8115,0.861,0.8279,0.8913,0.8869,0.9428,0.7692,0.8546
0.25,365,0.9288,0.7793,0.8475,0.8143,0.8785,0.9008,0.9538,0.7348,0.8229
0.3,365,0.9288,0.7793,0.8475,0.8143,0.8785,0.9008,0.9538,0.7348,0.8229
0.35,364,0.9286,0.777,0.8461,0.8118,0.8767,0.9008,0.9535,0.7324,0.8209
0.4,364,0.9286,0.777,0.8461,0.8118,0.8767,0.9008,0.9535,0.7324,0.8209
0.45,347,0.9395,0.7494,0.8338,0.7989,0.8647,0.9135,0.9624,0.7017,0.7923
0.5,347,0.9395,0.7494,0.8338,0.7989,0.8647,0.9135,0.9624,0.7017,0.7923
0.55,347,0.9395,0.7494,0.8338,0.7989,0.8647,0.9135,0.9624,0.7017,0.7923
0.6,347,0.9395,0.7494,0.8338,0.7989,0.8647,0.9135,0.9624,0.7017,0.7923
0.65,347,0.9395,0.7494,0.8338,0.7989,0.8647,0.9135,0.9624,0.7017,0.7923
0.7,347,0.9395,0.7494,0.8338,0.7989,0.8647,0.9135,0.9624,0.7017,0.7923
0.75,343,0.9388,0.7402,0.8278,0.7912,0.859,0.9125,0.9619,0.6921,0.7837
0.8,335,0.9373,0.7218,0.8156,0.7797,0.8485,0.911,0.9614,0.6758,0.7658
0.85,335,0.9373,0.7218,0.8156,0.7797,0.8485,0.911,0.9614,0.6758,0.7658
0.9,300,0.94,0.6483,0.7673,0.7284,0.8022,0.911,0.9654,0.5986,0.6932
0.95,298,0.9396,0.6437,0.764,0.7246,0.8,0.9101,0.965,0.5935,0.6889
1.0,208,0.9567,0.4575,0.619,0.5762,0.6627,0.9296,0.9814,0.4143,0.506
