precision,recall,f1,n_detections,mcc,prob_t,min_votes
0.6112759643916914,0.9626168224299065,0.7477313974591652,674,0.7773320571987222,0.0,1
0.7352415026833632,0.9602803738317757,0.8328267477203647,559,0.8098635294556653,0.0,2
0.8074656188605108,0.9602803738317757,0.8772678762006404,509,0.8102768177047467,0.0,3
0.8505263157894737,0.9439252336448598,0.8947951273532668,475,0.8322266430037567,0.0,4
0.9011235955056179,0.9369158878504673,0.9186712485681557,445,0.8422062372477034,0.0,5
0.6309341500765697,0.9626168224299065,0.7622571692876966,653,0.7809002150304807,0.01,1
0.7555147058823529,0.9602803738317757,0.845679012345679,544,0.801974067473884,0.01,2
0.8286290322580645,0.9602803738317757,0.8896103896103895,496,0.8032585684394552,0.01,3
0.8725701943844493,0.9439252336448598,0.9068462401795736,463,0.8215881422808389,0.01,4
0.9197247706422018,0.9369158878504673,0.9282407407407407,436,0.8229903047714098,0.01,5
0.6431924882629108,0.9602803738317757,0.7703842549203375,639,0.7852059825986442,0.02,1
0.7635009310986964,0.9579439252336449,0.849740932642487,537,0.8065069569060311,0.02,2
0.835030549898167,0.9579439252336449,0.8922742110990207,491,0.8076578608649421,0.02,3
0.8741865509761388,0.9415887850467289,0.906636670416198,461,0.8215881422808389,0.02,4
0.9216589861751152,0.9345794392523364,0.9280742459396751,434,0.8229903047714098,0.02,5
0.6446540880503144,0.9579439252336449,0.7706766917293234,636,0.7894296556096356,0.05,1
0.7644859813084112,0.955607476635514,0.8494288681204568,535,0.8065069569060311,0.05,2
0.83640081799591,0.955607476635514,0.8920392584514721,489,0.8076578608649421,0.05,3
0.8758169934640523,0.9392523364485982,0.9064261555806089,459,0.8215881422808389,0.05,4
0.9236111111111112,0.9322429906542056,0.9279069767441861,432,0.8229903047714098,0.05,5
0.6772046589018302,0.9509345794392523,0.7910592808551992,601,0.8209793911581998,0.1,1
0.7945205479452054,0.9485981308411215,0.8647497337593183,511,0.8299666037045802,0.1,2
0.8638297872340426,0.9485981308411215,0.9042316258351892,470,0.8268158079420393,0.1,3
0.8966292134831461,0.9322429906542056,0.9140893470790379,445,0.8229903047714098,0.1,4
0.9299065420560748,0.9299065420560748,0.9299065420560748,428,0.8322056510501451,0.1,5
0.6783333333333333,0.9509345794392523,0.791828793774319,600,0.8209793911581998,0.15,1
0.796078431372549,0.9485981308411215,0.8656716417910448,510,0.8299666037045802,0.15,2
0.8656716417910447,0.9485981308411215,0.9052396878483835,469,0.8268158079420393,0.15,3
0.8986486486486487,0.9322429906542056,0.9151376146788991,444,0.8229903047714098,0.15,4
0.9299065420560748,0.9299065420560748,0.9299065420560748,428,0.8322056510501451,0.15,5
0.67779632721202,0.9485981308411215,0.7906523855890945,599,0.8209793911581998,0.35,1
0.7956777996070727,0.9462616822429907,0.864461045891142,509,0.8299666037045802,0.35,2
0.8653846153846154,0.9462616822429907,0.9040178571428571,468,0.8268158079420393,0.35,3
0.8984198645598194,0.9299065420560748,0.9138920780711826,443,0.8229903047714098,0.35,4
0.9297423887587822,0.927570093457944,0.928654970760234,427,0.8322056510501451,0.35,5
0.6789297658862876,0.9485981308411215,0.7914230019493178,598,0.8254621643551464,0.4,1
0.797244094488189,0.9462616822429907,0.8653846153846154,508,0.834493037347331,0.4,2
0.867237687366167,0.9462616822429907,0.9050279329608939,467,0.8313960906908258,0.4,3
0.9004524886877828,0.9299065420560748,0.9149425287356321,442,0.827586371694152,0.4,4
0.9297423887587822,0.927570093457944,0.928654970760234,427,0.8322056510501451,0.4,5
0.6800670016750419,0.9485981308411215,0.7921951219512195,597,0.8254621643551464,0.85,1
0.7988165680473372,0.9462616822429907,0.8663101604278075,507,0.834493037347331,0.85,2
0.869098712446352,0.9462616822429907,0.9060402684563759,466,0.8313960906908258,0.85,3
0.9024943310657596,0.9299065420560748,0.9159953970080553,441,0.827586371694152,0.85,4
0.931924882629108,0.927570093457944,0.9297423887587822,426,0.8322056510501451,0.85,5
0.6835016835016835,0.9485981308411215,0.7945205479452055,594,0.8254621643551464,0.9,1
0.801980198019802,0.9462616822429907,0.8681672025723473,505,0.834493037347331,0.9,2
0.8709677419354839,0.9462616822429907,0.9070548712206048,465,0.8313960906908258,0.9,3
