threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,847,0.4758,0.7477,0.5815,0.5323,0.6228,0.4286,0.5158,0.691,0.7988
0.05,749,0.534,0.7421,0.6211,0.5755,0.6635,0.4858,0.5764,0.6863,0.7938
0.1,693,0.5729,0.7365,0.6445,0.6003,0.6864,0.5243,0.6185,0.6825,0.7888
0.15,607,0.631,0.7106,0.6684,0.6243,0.711,0.5827,0.675,0.6562,0.7637
0.2,602,0.6329,0.7069,0.6678,0.6234,0.7107,0.5851,0.6779,0.6522,0.7605
0.25,562,0.6441,0.6716,0.6576,0.6107,0.7033,0.5955,0.691,0.6143,0.7239
0.3,562,0.6441,0.6716,0.6576,0.6107,0.7033,0.5955,0.691,0.6143,0.7239
0.35,557,0.6463,0.6679,0.6569,0.6096,0.7023,0.5964,0.6933,0.6099,0.7217
0.4,557,0.6463,0.6679,0.6569,0.6096,0.7023,0.5964,0.6933,0.6099,0.7217
0.45,527,0.649,0.6345,0.6417,0.5962,0.688,0.6011,0.6964,0.5766,0.6897
0.5,527,0.649,0.6345,0.6417,0.5962,0.688,0.6011,0.6964,0.5766,0.6897
0.55,527,0.649,0.6345,0.6417,0.5962,0.688,0.6011,0.6964,0.5766,0.6897
0.6,527,0.649,0.6345,0.6417,0.5962,0.688,0.6011,0.6964,0.5766,0.6897
0.65,525,0.6514,0.6345,0.6429,0.5972,0.6894,0.6041,0.6992,0.5766,0.6897
0.7,522,0.6533,0.6327,0.6428,0.5973,0.6895,0.6068,0.7008,0.5748,0.6894
0.75,519,0.6532,0.6289,0.6408,0.5948,0.6879,0.6054,0.7005,0.5712,0.6838
0.8,513,0.6569,0.6252,0.6407,0.594,0.6872,0.6095,0.705,0.5702,0.6816
0.85,511,0.6556,0.6215,0.6381,0.5921,0.6839,0.608,0.7028,0.5665,0.6762
0.9,457,0.6543,0.5547,0.6004,0.554,0.6443,0.6053,0.7044,0.5,0.6075
0.95,454,0.652,0.5492,0.5962,0.5497,0.6397,0.6027,0.7032,0.4924,0.6024
1.0,313,0.6709,0.3896,0.493,0.4423,0.5386,0.6179,0.7276,0.3392,0.4395
