rung,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
IMG-ARM1-K5,0.0,1,9173,4895.0,4278.0,123.0,0.68987386371644,0.6242384834248695,2816,4158,854,713
IMG-ARM1-K5,0.0,2,7286,4879.0,2407.0,139.0,0.7930754226267881,0.673066204440738,2774,4420,592,755
IMG-ARM1-K5,0.0,3,6484,4863.0,1621.0,155.0,0.8455920709441836,0.6977039665174912,2746,4551,461,783
IMG-ARM1-K5,0.0,4,6031,4850.0,1181.0,168.0,0.8779075029414426,0.716650637451316,2725,4647,365,804
IMG-ARM1-K5,0.0,5,5593,4804.0,789.0,214.0,0.9054754500047121,0.735606571788445,2700,4743,269,829
IMG-ARM1-K5,0.05,1,8623,4875.0,3748.0,143.0,0.7147569826259073,0.6492444015441396,2780,4311,701,749
IMG-ARM1-K5,0.05,2,6987,4854.0,2133.0,164.0,0.8086630570595585,0.6910853916726653,2748,4522,490,781
IMG-ARM1-K5,0.05,3,6279,4838.0,1441.0,180.0,0.8565105780295654,0.7120673454352031,2726,4628,384,803
IMG-ARM1-K5,0.05,4,5885,4824.0,1061.0,194.0,0.8848940658534349,0.7279804905617059,2711,4704,308,818
IMG-ARM1-K5,0.05,5,5507,4783.0,724.0,235.0,0.9088836104513064,0.7426463514168298,2688,4780,232,841
IMG-ARM1-K5,0.1,1,7742,4801.0,2941.0,217.0,0.7525078369905956,0.69726711237344,2727,4568,444,802
IMG-ARM1-K5,0.1,2,6482,4777.0,1705.0,241.0,0.8307826086956521,0.7191807944177092,2698,4682,330,831
IMG-ARM1-K5,0.1,3,5918,4764.0,1154.0,254.0,0.8712509144111192,0.7345639925804893,2682,4755,257,847
IMG-ARM1-K5,0.1,4,5603,4750.0,853.0,268.0,0.8944543828264758,0.7443197180520842,2672,4800,212,857
IMG-ARM1-K5,0.1,5,5297,4709.0,588.0,309.0,0.9130392632089191,0.7528612403532944,2652,4848,164,877
IMG-ARM1-K5,0.15,1,6615,4591.0,2024.0,427.0,0.7893062838476747,0.7406989146945997,2611,4838,174,918
IMG-ARM1-K5,0.15,2,5703,4562.0,1141.0,456.0,0.851040014923981,0.7470975775169155,2596,4873,139,933
IMG-ARM1-K5,0.15,3,5311,4543.0,768.0,475.0,0.8796592119275825,0.7508661898020341,2585,4895,117,944
IMG-ARM1-K5,0.15,4,5099,4525.0,574.0,493.0,0.8945339527527925,0.7535964378155616,2578,4910,102,951
IMG-ARM1-K5,0.15,5,4885,4486.0,399.0,532.0,0.905988084418863,0.7542214804688346,2564,4923,89,965
IMG-ARM1-K5,0.2,1,6369,4498.0,1871.0,520.0,0.7900237112496707,0.7459932714473433,2571,4889,123,958
IMG-ARM1-K5,0.2,2,5510,4469.0,1041.0,549.0,0.8489741641337386,0.7503346500575108,2557,4915,97,972
IMG-ARM1-K5,0.2,3,5140,4448.0,692.0,570.0,0.8757629454617052,0.7518835068158063,2547,4928,84,982
IMG-ARM1-K5,0.2,4,4950,4431.0,519.0,587.0,0.8890449438202247,0.7539210769488482,2543,4938,74,986
IMG-ARM1-K5,0.2,5,4749,4392.0,357.0,626.0,0.8993549708201086,0.7531697205187755,2529,4946,66,1000
IMG-ARM1-K5,0.25,1,5790,4233.0,1557.0,785.0,0.7833086602516653,0.7385633698238385,2463,4946,66,1066
IMG-ARM1-K5,0.25,2,5041,4195.0,846.0,823.0,0.8340789342877025,0.7392525969164256,2447,4960,52,1082
IMG-ARM1-K5,0.25,3,4717,4168.0,549.0,850.0,0.8562917308680021,0.7386072539275365,2433,4968,44,1096
IMG-ARM1-K5,0.25,4,4562,4150.0,412.0,868.0,0.8663883089770356,0.7389510947019419,2429,4972,40,1100
IMG-ARM1-K5,0.25,5,4389,4114.0,275.0,904.0,0.8746678005740406,0.7369830410642402,2413,4977,35,1116
IMG-ARM1-K5,0.3,1,5788,4232.0,1556.0,786.0,0.7832685545067554,0.7385633698238385,2463,4946,66,1066
IMG-ARM1-K5,0.3,2,5039,4194.0,845.0,824.0,0.8340459381525305,0.7392525969164256,2447,4960,52,1082
IMG-ARM1-K5,0.3,3,4716,4167.0,549.0,851.0,0.8561742346414629,0.7386072539275365,2433,4968,44,1096
IMG-ARM1-K5,0.3,4,4561,4149.0,412.0,869.0,0.8662699655496399,0.7389510947019419,2429,4972,40,1100
IMG-ARM1-K5,0.3,5,4388,4113.0,275.0,905.0,0.8745481607484585,0.7369830410642402,2413,4977,35,1116
IMG-ARM1-K5,0.35,1,5750,4216.0,1534.0,802.0,0.7830609212481426,0.7379176740267709,2456,4949,63,1073
IMG-ARM1-K5,0.35,2,5005,4175.0,830.0,843.0,0.8330839070138681,0.7383196391368274,2440,4962,50,1089
IMG-ARM1-K5,0.35,3,4688,4149.0,539.0,869.0,0.8549350916958582,0.7376829667324175,2426,4970,42,1103
IMG-ARM1-K5,0.35,4,4535,4131.0,404.0,887.0,0.8648592065319796,0.737724400465431,2422,4973,39,1107
IMG-ARM1-K5,0.35,5,4367,4097.0,270.0,921.0,0.8730953649440597,0.7361982541041582,2408,4978,34,1121
IMG-ARM1-K5,0.4,1,5736,4211.0,1525.0,807.0,0.7831504556444114,0.7391212850905827,2456,4953,59,1073
IMG-ARM1-K5,0.4,2,4996,4169.0,827.0,849.0,0.8326343119632514,0.7387071220371559,2439,4964,48,1090
IMG-ARM1-K5,0.4,3,4680,4143.0,537.0,875.0,0.8544029696844709,0.7380751835511423,2425,4972,40,1104
IMG-ARM1-K5,0.4,4,4528,4125.0,403.0,893.0,0.8642363293526083,0.737811812142793,2421,4974,38,1108
IMG-ARM1-K5,0.4,5,4360,4091.0,269.0,927.0,0.872467477074003,0.7362877918004365,2407,4979,33,1122
IMG-ARM1-K5,0.5,1,5533,4093.0,1440.0,925.0,0.7758506302720122,0.7328205229500838,2408,4967,45,1121
IMG-ARM1-K5,0.5,2,4818,4045.0,773.0,973.0,0.8224888165921106,0.7317404267259987,2389,4977,35,1140
IMG-ARM1-K5,0.5,3,4515,4018.0,497.0,1000.0,0.8429665372915137,0.7305467417162089,2375,4983,29,1154
IMG-ARM1-K5,0.5,4,4374,4001.0,373.0,1017.0,0.8520017035775127,0.7296450710755976,2368,4985,27,1161
IMG-ARM1-K5,0.5,5,4219,3972.0,247.0,1046.0,0.8600194868463786,0.7282850337945812,2356,4989,23,1173
IMG-ARM1-K5,0.6,1,5529,4090.0,1439.0,928.0,0.7755759931734141,0.7328205229500838,2408,4967,45,1121
IMG-ARM1-K5,0.6,2,4814,4042.0,772.0,976.0,0.8222131814483319,0.7317404267259987,2389,4977,35,1140
IMG-ARM1-K5,0.6,3,4511,4015.0,496.0,1003.0,0.8426907335502151,0.7305467417162089,2375,4983,29,1154
IMG-ARM1-K5,0.6,4,4370,3998.0,372.0,1020.0,0.8517256071580742,0.7296450710755976,2368,4985,27,1161
IMG-ARM1-K5,0.6,5,4215,3969.0,246.0,1049.0,0.8597422289613343,0.7282850337945812,2356,4989,23,1173
IMG-ARM1-K5,0.65,1,5528,4090.0,1438.0,928.0,0.7756495353688602,0.7328205229500838,2408,4967,45,1121
IMG-ARM1-K5,0.65,2,4813,4041.0,772.0,977.0,0.8220933780897162,0.7317404267259987,2389,4977,35,1140
IMG-ARM1-K5,0.65,3,4510,4014.0,496.0,1004.0,0.8425692695214106,0.7305467417162089,2375,4983,29,1154
IMG-ARM1-K5,0.65,4,4369,3997.0,372.0,1021.0,0.8516032811334825,0.7296450710755976,2368,4985,27,1161
IMG-ARM1-K5,0.65,5,4214,3968.0,246.0,1050.0,0.8596187175043327,0.7282850337945812,2356,4989,23,1173
IMG-ARM1-K5,0.7,1,5507,4078.0,1429.0,940.0,0.7749168646080761,0.7322504544048541,2404,4968,44,1125
IMG-ARM1-K5,0.7,2,4798,4030.0,768.0,988.0,0.8211083944580277,0.7311764176040745,2385,4978,34,1144
IMG-ARM1-K5,0.7,3,4496,4004.0,492.0,1014.0,0.841706958166912,0.7299866700689406,2371,4984,28,1158
IMG-ARM1-K5,0.7,4,4357,3987.0,370.0,1031.0,0.8505600000000001,0.7287745043590813,2364,4985,27,1165
IMG-ARM1-K5,0.7,5,4202,3958.0,244.0,1060.0,0.8585683297180043,0.7274159262031235,2352,4989,23,1177
IMG-ARM1-K5,0.75,1,5480,4064.0,1416.0,954.0,0.7742427128976949,0.7319884178675116,2400,4970,42,1129
IMG-ARM1-K5,0.75,2,4773,4013.0,760.0,1005.0,0.8197324073128383,0.7307050916596094,2380,4980,32,1149
IMG-ARM1-K5,0.75,3,4474,3987.0,487.0,1031.0,0.8400758533501895,0.7292097759335469,2366,4985,27,1163
IMG-ARM1-K5,0.75,4,4336,3970.0,366.0,1048.0,0.8488347231131067,0.7279988384569028,2359,4986,26,1170
IMG-ARM1-K5,0.75,5,4184,3943.0,241.0,1075.0,0.8569876113888285,0.7263296678374315,2347,4989,23,1182
IMG-ARM1-K5,0.8,1,5337,3980.0,1357.0,1038.0,0.7687107677450506,0.7246039563822133,2362,4973,39,1167
IMG-ARM1-K5,0.8,2,4650,3924.0,726.0,1094.0,0.8117501034340091,0.7233610956551366,2342,4983,29,1187
IMG-ARM1-K5,0.8,3,4355,3895.0,460.0,1123.0,0.8311106369358796,0.7212363320308509,2325,4988,24,1204
IMG-ARM1-K5,0.8,4,4222,3877.0,345.0,1141.0,0.8391774891774891,0.7195977754869664,2316,4989,23,1213
IMG-ARM1-K5,0.8,5,4081,3852.0,229.0,1166.0,0.8466864490603363,0.7173102133036985,2304,4990,22,1225
IMG-ARM1-K5,0.85,1,5332,3976.0,1356.0,1042.0,0.7683091787439614,0.7246039563822133,2362,4973,39,1167
IMG-ARM1-K5,0.85,2,4646,3920.0,726.0,1098.0,0.8112582781456954,0.7233610956551366,2342,4983,29,1187
IMG-ARM1-K5,0.85,3,4351,3891.0,460.0,1127.0,0.8306115914185078,0.7212363320308509,2325,4988,24,1204
IMG-ARM1-K5,0.85,4,4218,3873.0,345.0,1145.0,0.8386747509744479,0.7193806952780368,2315,4989,23,1214
IMG-ARM1-K5,0.85,5,4077,3848.0,229.0,1170.0,0.8461792193512918,0.7170932614742911,2303,4990,22,1226
IMG-ARM1-K5,0.9,1,4844,3653.0,1191.0,1365.0,0.7408233624011358,0.6960954239965008,2224,4978,34,1305
IMG-ARM1-K5,0.9,2,4228,3588.0,640.0,1430.0,0.7761194029850745,0.6945476260173203,2202,4988,24,1327
IMG-ARM1-K5,0.9,3,3956,3553.0,403.0,1465.0,0.7918431022955205,0.6918451367606203,2182,4993,19,1347
IMG-ARM1-K5,0.9,4,3840,3537.0,303.0,1481.0,0.7986001354707609,0.6904417505112506,2174,4994,18,1355
IMG-ARM1-K5,0.9,5,3717,3518.0,199.0,1500.0,0.8054951345163137,0.6882784085594109,2164,4994,18,1365
IMG-ARM1-K5,0.95,1,4841,3652.0,1189.0,1366.0,0.7408459275788619,0.6961994499907382,2223,4979,33,1306
IMG-ARM1-K5,0.95,2,4226,3587.0,639.0,1431.0,0.776070964950238,0.6946557675728335,2201,4989,23,1328
IMG-ARM1-K5,0.95,3,3954,3552.0,402.0,1466.0,0.7917967008470798,0.6919561113365725,2181,4994,18,1348
IMG-ARM1-K5,0.95,4,3838,3536.0,302.0,1482.0,0.7985546522131888,0.6905536255926719,2173,4995,17,1356
IMG-ARM1-K5,0.95,5,3715,3517.0,198.0,1501.0,0.8054505897171648,0.6883911060119903,2163,4995,17,1366
IMG-ARM1-K5,0.98,1,3465,2692.0,773.0,2326.0,0.6346811269598019,0.6117564575882559,1818,4990,22,1711
IMG-ARM1-K5,0.98,2,3008,2598.0,410.0,2420.0,0.6473959631198606,0.6017558777320834,1759,4998,14,1770
IMG-ARM1-K5,0.98,3,2810,2562.0,248.0,2456.0,0.654573326520184,0.5980495494020415,1737,5001,11,1792
IMG-ARM1-K5,0.98,4,2734,2541.0,193.0,2477.0,0.6555727554179566,0.5947002933791727,1720,5002,10,1809
IMG-ARM1-K5,0.98,5,2648,2522.0,126.0,2496.0,0.657970258283329,0.5920716361192748,1708,5002,10,1821
IMG-ARM1-K5,1.0,1,3461,2688.0,773.0,2330.0,0.6340370326689468,0.6115376511421342,1817,4990,22,1712
IMG-ARM1-K5,1.0,2,3004,2594.0,410.0,2424.0,0.6467215158314635,0.6015370851609415,1758,4998,14,1771
IMG-ARM1-K5,1.0,3,2806,2558.0,248.0,2460.0,0.653885480572597,0.5978307464953919,1736,5001,11,1793
IMG-ARM1-K5,1.0,4,2730,2537.0,193.0,2481.0,0.6548786783686111,0.5944813293669571,1719,5002,10,1810
IMG-ARM1-K5,1.0,5,2644,2518.0,126.0,2500.0,0.6572696423910206,0.5918524728736902,1707,5002,10,1822
