threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,345,0.887,0.7034,0.7846,0.7404,0.8231,0.8442,0.9237,0.6504,0.7578
0.05,334,0.9162,0.7034,0.7958,0.7543,0.834,0.8775,0.9468,0.6504,0.7578
0.1,328,0.9329,0.7034,0.8021,0.7618,0.8388,0.8983,0.9617,0.6504,0.7578
0.15,310,0.971,0.692,0.8081,0.7694,0.8438,0.947,0.9892,0.6397,0.7446
0.2,308,0.974,0.6897,0.8075,0.7682,0.8438,0.9519,0.9921,0.6368,0.7425
0.25,298,0.9799,0.6713,0.7967,0.7575,0.8352,0.9625,0.9932,0.6189,0.7257
0.3,298,0.9799,0.6713,0.7967,0.7575,0.8352,0.9625,0.9932,0.6189,0.7257
0.35,298,0.9799,0.6713,0.7967,0.7575,0.8352,0.9625,0.9932,0.6189,0.7257
0.4,297,0.9798,0.669,0.7951,0.755,0.8333,0.9622,0.9931,0.6169,0.7252
0.45,287,0.9826,0.6483,0.7812,0.7411,0.8186,0.9652,0.996,0.5962,0.7037
0.5,287,0.9826,0.6483,0.7812,0.7411,0.8186,0.9652,0.996,0.5962,0.7037
0.55,287,0.9826,0.6483,0.7812,0.7411,0.8186,0.9652,0.996,0.5962,0.7037
0.6,287,0.9826,0.6483,0.7812,0.7411,0.8186,0.9652,0.996,0.5962,0.7037
0.65,286,0.9825,0.646,0.7795,0.7393,0.8169,0.9652,0.996,0.5933,0.6998
0.7,285,0.9825,0.6437,0.7778,0.7376,0.816,0.965,0.996,0.5911,0.6978
0.75,283,0.9823,0.6391,0.7744,0.7341,0.8128,0.9648,0.9959,0.5866,0.6919
0.8,275,0.9818,0.6207,0.7606,0.7193,0.7989,0.9637,0.9958,0.5694,0.6741
0.85,275,0.9818,0.6207,0.7606,0.7193,0.7989,0.9637,0.9958,0.5694,0.6741
0.9,251,0.9801,0.5655,0.7172,0.6694,0.7611,0.9609,0.9952,0.5106,0.62
0.95,248,0.9798,0.5586,0.7116,0.6649,0.7545,0.9603,0.9952,0.5059,0.6136
1.0,162,0.9877,0.3678,0.536,0.4832,0.5873,0.9675,1.0,0.3202,0.4167
