threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,504,0.7183,0.6716,0.6942,0.0869,0.3273,0.6071,0.9643,0.0456,0.2046
0.05,436,0.8165,0.6605,0.7303,0.0845,0.3201,0.6304,0.9643,0.0441,0.199
0.1,436,0.8165,0.6605,0.7303,0.0845,0.3201,0.6304,0.9643,0.0441,0.199
0.15,434,0.818,0.6586,0.7297,0.0841,0.32,0.6304,0.9643,0.0439,0.1978
0.2,434,0.818,0.6586,0.7297,0.0841,0.32,0.6304,0.9643,0.0439,0.1978
0.25,432,0.8194,0.6568,0.7291,0.0841,0.3186,0.6304,0.9643,0.0439,0.1978
0.3,432,0.8194,0.6568,0.7291,0.0841,0.3186,0.6304,0.9643,0.0439,0.1978
0.35,432,0.8194,0.6568,0.7291,0.0841,0.3186,0.6304,0.9643,0.0439,0.1978
0.4,432,0.8194,0.6568,0.7291,0.0841,0.3186,0.6304,0.9643,0.0439,0.1978
0.45,432,0.8194,0.6568,0.7291,0.0841,0.3186,0.6304,0.9643,0.0439,0.1978
0.5,432,0.8194,0.6568,0.7291,0.0841,0.3186,0.6304,0.9643,0.0439,0.1978
0.55,432,0.8194,0.6568,0.7291,0.0841,0.3186,0.6304,0.9643,0.0439,0.1978
0.6,432,0.8194,0.6568,0.7291,0.0841,0.3186,0.6304,0.9643,0.0439,0.1978
0.65,432,0.8194,0.6568,0.7291,0.0841,0.3186,0.6304,0.9643,0.0439,0.1978
0.7,432,0.8194,0.6568,0.7291,0.0841,0.3186,0.6304,0.9643,0.0439,0.1978
0.75,432,0.8194,0.6568,0.7291,0.0841,0.3186,0.6304,0.9643,0.0439,0.1978
0.8,432,0.8194,0.6568,0.7291,0.0841,0.3186,0.6304,0.9643,0.0439,0.1978
0.85,432,0.8194,0.6568,0.7291,0.0841,0.3186,0.6304,0.9643,0.0439,0.1978
0.9,432,0.8194,0.6568,0.7291,0.0841,0.3186,0.6304,0.9643,0.0439,0.1978
0.95,428,0.8201,0.6512,0.726,0.0753,0.3097,0.6284,0.9615,0.04,0.1913
1.0,34,0.8529,0.0538,0.1012,0.0,0.0,0.0,0.0,0.0,0.0
