cell,prob_t,min_votes,n_detections,tp,fp,fn,precision,recall,corrected_f1
g384_ov192_55map,0.2,4,5728,4394,1334,766,0.7671089385474861,0.8515503875968993,0.8071271124173403
g384_ov192_55map,0.2,5,5451,4367,1084,793,0.801137405980554,0.8463178294573643,0.8231080953727264
g384_ov192_55map,0.2,6,5221,4333,888,827,0.8299176402987933,0.8397286821705426,0.8347943358057992
g384_ov192_55map,0.2,7,5006,4279,727,881,0.8547742708749501,0.8292635658914729,0.8418256934880977
g384_ov192_55map,0.2,8,4851,4243,608,917,0.8746650175221604,0.8222868217054263,0.8476675656777545
g384_ov192_55map,0.2,9,4639,4166,473,994,0.898038370338435,0.8073643410852713,0.8502908460046944
g384_ov192_55map,0.2,10,4354,4004,350,1156,0.9196141479099679,0.775968992248062,0.8417069581669119
g384_ov192_55map,0.25,1,7550,4324,3226,836,0.5727152317880795,0.837984496124031,0.6804091266719119
g384_ov192_55map,0.25,2,6062,4228,1834,932,0.6974595842956121,0.8193798449612403,0.7535198716806274
g384_ov192_55map,0.25,3,5508,4182,1326,978,0.7592592592592593,0.8104651162790698,0.7840269966254217
g384_ov192_55map,0.25,4,5173,4142,1031,1018,0.8006959211289387,0.8027131782945737,0.801703280750992
g384_ov192_55map,0.25,5,4943,4113,830,1047,0.8320857778676917,0.797093023255814,0.8142135999208155
g384_ov192_55map,0.25,6,4746,4082,664,1078,0.8600927096502318,0.7910852713178295,0.8241469816272967
g384_ov192_55map,0.25,7,4569,4034,535,1126,0.882906544101554,0.7817829457364341,0.8292733066091069
g384_ov192_55map,0.25,8,4441,4002,439,1158,0.9011483900022518,0.7755813953488372,0.8336631600874909
g384_ov192_55map,0.25,9,4268,3933,335,1227,0.9215089034676663,0.7622093023255814,0.8343232923207468
g384_ov192_55map,0.25,10,4031,3794,237,1366,0.9412056561647234,0.7352713178294573,0.8255902513328256
g384_ov192_55map,0.3,1,7548,4323,3225,837,0.5727344992050875,0.8377906976744186,0.6803588290840415
g384_ov192_55map,0.3,2,6061,4227,1834,933,0.6974096683715558,0.8191860465116279,0.7534087870956242
g384_ov192_55map,0.3,3,5507,4181,1326,979,0.7592155438532776,0.8102713178294574,0.783913002718665
g384_ov192_55map,0.3,4,5172,4141,1031,1019,0.8006573859242073,0.8025193798449612,0.8015873015873016
g384_ov192_55map,0.3,5,4942,4112,830,1048,0.8320518008903278,0.7968992248062016,0.8140962185705801
g384_ov192_55map,0.3,6,4745,4081,664,1079,0.8600632244467861,0.790891472868217,0.8240282685512367
g384_ov192_55map,0.3,7,4568,4033,535,1127,0.8828809106830122,0.7815891472868217,0.8291529605263158
g384_ov192_55map,0.3,8,4440,4001,439,1159,0.9011261261261261,0.7753875968992248,0.8335416666666666
g384_ov192_55map,0.3,9,4267,3932,335,1228,0.9214905085540193,0.762015503875969,0.8341996393338285
g384_ov192_55map,0.3,10,4030,3793,237,1367,0.9411910669975186,0.735077519379845,0.8254624591947769
g384_ov192_55map,0.35,1,7486,4304,3182,856,0.5749398877905424,0.834108527131783,0.6806895461015342
g384_ov192_55map,0.35,2,6018,4208,1810,952,0.6992356264539714,0.8155038759689922,0.7529074968688494
g384_ov192_55map,0.35,3,5470,4162,1308,998,0.7608775137111518,0.8065891472868217,0.7830667920978364
g384_ov192_55map,0.35,4,5140,4122,1018,1038,0.8019455252918288,0.7988372093023256,0.8003883495145631
g384_ov192_55map,0.35,5,4912,4095,817,1065,0.8336726384364821,0.7936046511627907,0.8131453534551231
g384_ov192_55map,0.35,6,4716,4065,651,1095,0.8619592875318066,0.7877906976744186,0.8232077764277035
g384_ov192_55map,0.35,7,4542,4017,525,1143,0.8844121532364597,0.7784883720930232,0.8280766852195424
g384_ov192_55map,0.35,8,4416,3986,430,1174,0.9026268115942029,0.7724806201550387,0.8324979114452798
g384_ov192_55map,0.35,9,4245,3918,327,1242,0.9229681978798586,0.7593023255813953,0.8331738437001596
g384_ov192_55map,0.35,10,4011,3780,231,1380,0.9424083769633508,0.7325581395348837,0.8243375858684986
g384_ov192_55map,0.4,1,7466,4296,3170,864,0.5754085186177337,0.8325581395348837,0.6805005544115317
g384_ov192_55map,0.4,2,6003,4201,1802,959,0.6998167582875229,0.8141472868217055,0.7526650541969004
g384_ov192_55map,0.4,3,5458,4156,1302,1004,0.7614510809820447,0.8054263565891473,0.7828216236579394
g384_ov192_55map,0.4,4,5129,4116,1013,1044,0.8024956131799571,0.7976744186046512,0.8000777529400331
g384_ov192_55map,0.4,5,4901,4089,812,1071,0.834319526627219,0.7924418604651163,0.812841665838386
g384_ov192_55map,0.4,6,4706,4059,647,1101,0.8625159371015725,0.7866279069767442,0.822825866612609
g384_ov192_55map,0.4,7,4532,4010,522,1150,0.8848190644307149,0.7771317829457365,0.8274865868757738
g384_ov192_55map,0.4,8,4407,3980,427,1180,0.9031086907193102,0.7713178294573644,0.8320267586495245
g384_ov192_55map,0.4,9,4237,3912,325,1248,0.9232947840453151,0.7581395348837209,0.8326061508992231
g384_ov192_55map,0.4,10,4004,3775,229,1385,0.9428071928071928,0.7315891472868217,0.8238760366652116
g384_ov192_55map,0.5,1,7135,4174,2961,986,0.5850035038542397,0.8089147286821705,0.6789751931679544
g384_ov192_55map,0.5,2,5754,4072,1682,1088,0.7076816127911019,0.7891472868217054,0.7461975444383362
g384_ov192_55map,0.5,3,5235,4033,1202,1127,0.7703915950334288,0.7815891472868217,0.775949975949976
g384_ov192_55map,0.5,4,4924,3989,935,1171,0.8101137286758733,0.773062015503876,0.7911543038476795
g384_ov192_55map,0.5,5,4706,3965,741,1195,0.8425414364640884,0.7684108527131783,0.8037705250354754
g384_ov192_55map,0.5,6,4522,3936,586,1224,0.8704113224237063,0.7627906976744186,0.8130551538938237
g384_ov192_55map,0.5,7,4354,3887,467,1273,0.8927423059255857,0.7532945736434109,0.8171116249737229
g384_ov192_55map,0.5,8,4238,3859,379,1301,0.9105710240679565,0.7478682170542635,0.8212385613960417
g384_ov192_55map,0.5,9,4076,3788,288,1372,0.929342492639843,0.734108527131783,0.8202685145084453
g384_ov192_55map,0.5,10,3855,3658,197,1502,0.9488975356679636,0.7089147286821705,0.8115363283416528
g384_ov192_55map,0.6,1,7134,4173,2961,987,0.5849453322119428,0.8087209302325581,0.6788677403611517
g384_ov192_55map,0.6,2,5753,4071,1682,1089,0.7076308013210499,0.788953488372093,0.7460826537157518
g384_ov192_55map,0.6,3,5234,4032,1202,1128,0.7703477264042797,0.7813953488372093,0.7758322108908985
g384_ov192_55map,0.6,4,4923,3988,935,1172,0.8100751574243348,0.7728682170542636,0.7910344143608052
g384_ov192_55map,0.6,5,4705,3964,741,1196,0.8425079702444208,0.7682170542635659,0.8036492650785605
g384_ov192_55map,0.6,6,4521,3935,586,1225,0.8703826587038266,0.7625968992248062,0.8129325482904658
g384_ov192_55map,0.6,7,4353,3886,467,1274,0.8927176659774868,0.7531007751937985,0.8169872805634396
g384_ov192_55map,0.6,8,4237,3858,379,1302,0.9105499173943828,0.7476744186046511,0.8211131212088965
g384_ov192_55map,0.6,9,4075,3787,288,1373,0.9293251533742332,0.7339147286821706,0.8201407688142934
g384_ov192_55map,0.6,10,3854,3657,197,1503,0.9488842760768034,0.7087209302325581,0.8114044819170181
g384_ov192_55map,0.65,1,7132,4171,2961,989,0.5848289399887829,0.8083333333333333,0.6786527822974292
g384_ov192_55map,0.65,2,5751,4069,1682,1091,0.707529125369501,0.7885658914728683,0.7458528090917423
g384_ov192_55map,0.65,3,5232,4030,1202,1130,0.7702599388379205,0.7810077519379846,0.7755966127790609
g384_ov192_55map,0.65,4,4921,3986,935,1174,0.8099979678927047,0.7724806201550387,0.7907945640313461
g384_ov192_55map,0.65,5,4703,3962,741,1198,0.8424409951095045,0.767829457364341,0.8034066713981547
g384_ov192_55map,0.65,6,4519,3933,586,1227,0.8703252932064616,0.7622093023255814,0.8126872610806901
g384_ov192_55map,0.65,7,4351,3884,467,1276,0.8926683521029648,0.7527131782945736,0.8167385133003892
g384_ov192_55map,0.65,8,4235,3856,379,1304,0.9105076741440378,0.7472868217054264,0.8208621607237893
g384_ov192_55map,0.65,9,4073,3785,288,1375,0.92929044930027,0.7335271317829457,0.8198851944113505
g384_ov192_55map,0.65,10,3852,3655,197,1505,0.9488577362409139,0.7083333333333334,0.8111407012871726
g384_ov192_55map,0.7,1,7107,4159,2948,1001,0.585197692415928,0.8060077519379845,0.6780794000163038
g384_ov192_55map,0.7,2,5733,4059,1674,1101,0.7080062794348508,0.7866279069767442,0.7452492426328835
g384_ov192_55map,0.7,3,5218,4019,1199,1141,0.770218474511307,0.7788759689922481,0.77452302948545
g384_ov192_55map,0.7,4,4908,3976,932,1184,0.8101059494702526,0.7705426356589147,0.7898291617004368
g384_ov192_55map,0.7,5,4691,3952,739,1208,0.8424642933276487,0.765891472868217,0.8023550908537205
g384_ov192_55map,0.7,6,4507,3923,584,1237,0.8704237852229865,0.7602713178294573,0.8116271852694734
g384_ov192_55map,0.7,7,4340,3874,466,1286,0.8926267281105991,0.7507751937984496,0.8155789473684211
g384_ov192_55map,0.7,8,4224,3846,378,1314,0.9105113636363636,0.7453488372093023,0.8196930946291561
g384_ov192_55map,0.7,9,4063,3776,287,1384,0.9293625399950776,0.7317829457364341,0.8188225089450287
g384_ov192_55map,0.7,10,3842,3646,196,1514,0.9489849036959916,0.7065891472868217,0.8100422128415907
g384_ov192_55map,0.75,1,7075,4147,2928,1013,0.586148409893993,0.8036821705426357,0.6778912954638333
g384_ov192_55map,0.75,2,5709,4049,1660,1111,0.7092310387108075,0.7846899224806202,0.7450547428466281
g384_ov192_55map,0.75,3,5197,4008,1189,1152,0.771214162016548,0.7767441860465116,0.7739692961282225
g384_ov192_55map,0.75,4,4889,3964,925,1196,0.8107997545510329,0.7682170542635659,0.7889342223106777
g384_ov192_55map,0.75,5,4672,3939,733,1221,0.8431078767123288,0.7633720930232558,0.8012611879576893
g384_ov192_55map,0.75,6,4491,3911,580,1249,0.8708528167446004,0.7579457364341086,0.8104859600041447
g384_ov192_55map,0.75,7,4325,3863,462,1297,0.8931791907514451,0.7486434108527131,0.8145492883500263
g384_ov192_55map,0.75,8,4212,3838,374,1322,0.9112060778727445,0.743798449612403,0.8190354246692274
g384_ov192_55map,0.75,9,4052,3768,284,1392,0.9299111549851925,0.7302325581395349,0.8180633955709944
g384_ov192_55map,0.75,10,3831,3637,194,1523,0.9493604802923519,0.70484496124031,0.8090312534756979
g384_ov192_55map,0.8,1,6887,4059,2828,1101,0.589371279221722,0.7866279069767442,0.6738607122105089
g384_ov192_55map,0.8,2,5557,3957,1600,1203,0.7120748605362606,0.766860465116279,0.7384529252589344
g384_ov192_55map,0.8,3,5062,3914,1148,1246,0.7732121691031213,0.7585271317829457,0.7657992565055761
g384_ov192_55map,0.8,4,4758,3868,890,1292,0.8129466162253047,0.7496124031007751,0.7799959669288162
g384_ov192_55map,0.8,5,4548,3842,706,1318,0.8447669305189094,0.7445736434108527,0.7915121549237741
g384_ov192_55map,0.8,6,4370,3812,558,1348,0.8723112128146453,0.7387596899224806,0.7999999999999999
g384_ov192_55map,0.8,7,4211,3768,443,1392,0.8947993350748041,0.7302325581395349,0.8041831181304023
g384_ov192_55map,0.8,8,4099,3742,357,1418,0.9129055867284703,0.7251937984496124,0.808294632249703
g384_ov192_55map,0.8,9,3944,3672,272,1488,0.9310344827586207,0.7116279069767442,0.8066783831282952
g384_ov192_55map,0.8,10,3735,3552,183,1608,0.951004016064257,0.6883720930232559,0.7986509274873526
g384_ov192_55map,0.85,1,6882,4059,2823,1101,0.5897994768962511,0.7866279069767442,0.6741405082212258
g384_ov192_55map,0.85,2,5555,3957,1598,1203,0.7123312331233124,0.766860465116279,0.738590760615959
g384_ov192_55map,0.85,3,5060,3914,1146,1246,0.7735177865612648,0.7585271317829457,0.765949119373777
g384_ov192_55map,0.85,4,4756,3868,888,1292,0.8132884777123633,0.7496124031007751,0.7801532876159742
g384_ov192_55map,0.85,5,4547,3842,705,1318,0.844952716076534,0.7445736434108527,0.7915936952714536
g384_ov192_55map,0.85,6,4370,3812,558,1348,0.8723112128146453,0.7387596899224806,0.7999999999999999
g384_ov192_55map,0.85,7,4211,3768,443,1392,0.8947993350748041,0.7302325581395349,0.8041831181304023
g384_ov192_55map,0.85,8,4099,3742,357,1418,0.9129055867284703,0.7251937984496124,0.808294632249703
g384_ov192_55map,0.85,9,3944,3672,272,1488,0.9310344827586207,0.7116279069767442,0.8066783831282952
g384_ov192_55map,0.85,10,3735,3552,183,1608,0.951004016064257,0.6883720930232559,0.7986509274873526
g384_ov192_55map,0.9,1,6270,3778,2492,1382,0.6025518341307815,0.732170542635659,0.6610673665791776
g384_ov192_55map,0.9,2,5081,3660,1421,1500,0.7203306435740996,0.7093023255813954,0.7147739478566546
g384_ov192_55map,0.9,3,4628,3602,1026,1558,0.7783059636992221,0.6980620155038759,0.7360032693093583
g384_ov192_55map,0.9,4,4356,3555,801,1605,0.8161157024793388,0.688953488372093,0.7471626733921817
g384_ov192_55map,0.9,5,4161,3530,631,1630,0.8483537611151165,0.6841085271317829,0.7574294603583306
g384_ov192_55map,0.9,6,4001,3498,503,1662,0.8742814296425894,0.6779069767441861,0.7636720881999782
g384_ov192_55map,0.9,7,3853,3456,397,1704,0.8969634051388529,0.6697674418604651,0.7668922667258404
g384_ov192_55map,0.9,8,3748,3428,320,1732,0.9146211312700107,0.6643410852713179,0.7696452626852267
g384_ov192_55map,0.9,9,3605,3360,245,1800,0.9320388349514563,0.6511627906976745,0.766685681688534
g384_ov192_55map,0.9,10,3413,3251,162,1909,0.9525344271901552,0.6300387596899225,0.7584276216027062
g384_ov192_55map,0.95,1,6264,3776,2488,1384,0.6028097062579821,0.7317829457364341,0.6610644257703081
g384_ov192_55map,0.95,2,5077,3658,1419,1502,0.7205042347843215,0.7089147286821705,0.7146624987789392
g384_ov192_55map,0.95,3,4624,3600,1024,1560,0.7785467128027682,0.6976744186046512,0.7358953393295177
g384_ov192_55map,0.95,4,4352,3552,800,1608,0.8161764705882353,0.6883720930232559,0.7468460891505468
g384_ov192_55map,0.95,5,4157,3527,630,1633,0.8484484002886697,0.6835271317829458,0.7571106579371043
g384_ov192_55map,0.95,6,3997,3494,503,1666,0.8741556167125344,0.6771317829457364,0.7631320301408758
g384_ov192_55map,0.95,7,3849,3452,397,1708,0.8968563263185243,0.6689922480620155,0.7663447663447663
g384_ov192_55map,0.95,8,3745,3425,320,1735,0.9145527369826435,0.6637596899224806,0.7692307692307693
g384_ov192_55map,0.95,9,3602,3357,245,1803,0.9319822320932815,0.6505813953488372,0.7662634101803241
g384_ov192_55map,0.95,10,3410,3248,162,1912,0.9524926686217009,0.6294573643410852,0.7579929988331389
g384_ov192_55map,0.98,1,4464,2807,1657,2353,0.6288082437275986,0.5439922480620155,0.5833333333333334
g384_ov192_55map,0.98,2,3584,2656,928,2504,0.7410714285714286,0.5147286821705427,0.6075022872827082
g384_ov192_55map,0.98,3,3263,2584,679,2576,0.7919092859331903,0.5007751937984496,0.6135581146859788
g384_ov192_55map,0.98,4,3065,2536,529,2624,0.8274061990212072,0.49147286821705427,0.6166565349544072
g384_ov192_55map,0.98,5,2908,2502,406,2658,0.8603851444291609,0.4848837209302326,0.6202280614774418
g384_ov192_55map,0.98,6,2792,2469,323,2691,0.8843123209169055,0.47848837209302325,0.6209758551307847
g384_ov192_55map,0.98,7,2682,2426,256,2734,0.9045488441461595,0.47015503875968995,0.618719714358582
g384_ov192_55map,0.98,8,2606,2400,206,2760,0.920951650038373,0.46511627906976744,0.6180788050476436
g384_ov192_55map,0.98,9,2500,2343,157,2817,0.9372,0.45406976744186045,0.6117493472584856
g384_ov192_55map,0.98,10,2354,2251,103,2909,0.9562446898895497,0.4362403100775194,0.5991482565877029
g384_ov192_55map,1.0,1,4460,2805,1655,2355,0.6289237668161435,0.5436046511627907,0.5831600831600832
g384_ov192_55map,1.0,2,3582,2655,927,2505,0.7412060301507538,0.5145348837209303,0.6074124914207276
g384_ov192_55map,1.0,3,3261,2583,678,2577,0.7920883164673413,0.5005813953488372,0.6134663341645885
g384_ov192_55map,1.0,4,3063,2535,528,2625,0.8276199804113614,0.49127906976744184,0.6165632980663991
g384_ov192_55map,1.0,5,2906,2501,405,2659,0.8606331727460427,0.48468992248062015,0.6201338953632531
g384_ov192_55map,1.0,6,2790,2468,322,2692,0.8845878136200717,0.4782945736434108,0.620880503144654
g384_ov192_55map,1.0,7,2680,2425,255,2735,0.9048507462686567,0.4699612403100775,0.6186224489795918
g384_ov192_55map,1.0,8,2604,2399,205,2761,0.9212749615975423,0.46492248062015507,0.6179804224626483
g384_ov192_55map,1.0,9,2499,2342,157,2818,0.9371748699479792,0.4538759689922481,0.6115680898289594
g384_ov192_55map,1.0,10,2353,2250,103,2910,0.9562260943476413,0.436046511627907,0.5989617995474511
