cell,N,prob_t,min_votes,n_detections,tp,fp,fn,precision,recall,corrected_f1
g384_ov192_55map,3,0.05,1,27074,4775,22299,385,0.1763684715963655,0.9253875968992248,0.296271018179562
g384_ov192_55map,3,0.05,2,17105,4687,12418,473,0.27401344636071323,0.9083333333333333,0.4210195373905232
g384_ov192_55map,3,0.05,3,12866,4515,8351,645,0.35092491838955386,0.875,0.5009430822145791
g384_ov192_55map,3,0.1,1,12448,4704,7744,456,0.37789203084832906,0.9116279069767442,0.5343025897319401
g384_ov192_55map,3,0.1,2,9083,4615,4468,545,0.5080920400748651,0.8943798449612403,0.6480376325212385
g384_ov192_55map,3,0.1,3,7390,4443,2947,717,0.6012178619756428,0.861046511627907,0.7080478087649402
g384_ov192_55map,3,0.15,1,7242,4535,2707,625,0.6262082297707815,0.8788759689922481,0.7313336558619576
g384_ov192_55map,3,0.15,2,5714,4430,1284,730,0.7752887644382219,0.8585271317829457,0.8147875666727974
g384_ov192_55map,3,0.15,3,4971,4266,705,894,0.8581774290887145,0.8267441860465117,0.8421676043825881
g384_ov192_55map,3,0.2,1,6832,4461,2371,699,0.6529566744730679,0.8645348837209302,0.7439959973315544
g384_ov192_55map,3,0.2,2,5444,4356,1088,804,0.8001469507714916,0.8441860465116279,0.8215767634854771
g384_ov192_55map,3,0.2,3,4772,4196,576,964,0.8792958927074602,0.8131782945736434,0.8449456302859444
g384_ov192_55map,3,0.25,1,6072,4219,1853,941,0.694828722002635,0.8176356589147287,0.7512464387464387
g384_ov192_55map,3,0.25,2,4937,4101,836,1059,0.8306663965971237,0.7947674418604651,0.8123204912350203
g384_ov192_55map,3,0.25,3,4386,3963,423,1197,0.9035567715458276,0.7680232558139535,0.8302954116907605
g384_ov192_55map,3,0.3,1,6071,4218,1853,942,0.6947784549497612,0.8174418604651162,0.7511352506455347
g384_ov192_55map,3,0.3,2,4936,4100,836,1060,0.8306320907617504,0.7945736434108527,0.812202852614897
g384_ov192_55map,3,0.3,3,4385,3962,423,1198,0.9035347776510833,0.767829457364341,0.8301728653745416
g384_ov192_55map,3,0.35,1,6028,4198,1830,962,0.6964167219641673,0.8135658914728682,0.7504469074007867
g384_ov192_55map,3,0.35,2,4910,4085,825,1075,0.8319755600814664,0.7916666666666666,0.8113207547169812
g384_ov192_55map,3,0.35,3,4362,3949,413,1211,0.9053186611646034,0.7653100775193798,0.8294475950430582
g384_ov192_55map,3,0.4,1,6012,4190,1822,970,0.6969394544244844,0.812015503875969,0.7500895094880057
g384_ov192_55map,3,0.4,2,4900,4080,820,1080,0.8326530612244898,0.7906976744186046,0.8111332007952285
g384_ov192_55map,3,0.4,3,4353,3943,410,1217,0.9058120836204916,0.7641472868217054,0.8289708819510144
g384_ov192_55map,3,0.5,1,5760,4066,1694,1094,0.7059027777777778,0.787984496124031,0.7446886446886447
g384_ov192_55map,3,0.5,2,4707,3951,756,1209,0.8393881453154876,0.7656976744186047,0.800851322590453
g384_ov192_55map,3,0.5,3,4186,3819,367,1341,0.9123268036311515,0.7401162790697674,0.8172480205435481
g384_ov192_55map,3,0.6,1,5759,4065,1694,1095,0.7058517103663831,0.7877906976744186,0.744573678908325
g384_ov192_55map,3,0.6,2,4706,3950,756,1210,0.8393540161495963,0.7655038759689923,0.8007297790391242
g384_ov192_55map,3,0.6,3,4185,3818,367,1342,0.9123058542413381,0.7399224806201551,0.8171214553237025
g384_ov192_55map,3,0.65,1,5757,4063,1694,1097,0.7057495223206531,0.7874031007751938,0.7443436841623158
g384_ov192_55map,3,0.65,2,4704,3948,756,1212,0.8392857142857143,0.7651162790697674,0.8004866180048663
g384_ov192_55map,3,0.65,3,4183,3816,367,1344,0.9122639254123834,0.7395348837209302,0.8168682436048379
g384_ov192_55map,3,0.7,1,5739,4051,1688,1109,0.7058721031538595,0.7850775193798449,0.7433709514634369
g384_ov192_55map,3,0.7,2,4691,3938,753,1222,0.839479855041569,0.7631782945736434,0.7995127398233681
g384_ov192_55map,3,0.7,3,4172,3806,366,1354,0.9122722914669223,0.7375968992248062,0.8156879554222032
g384_ov192_55map,3,0.75,1,5716,4040,1676,1120,0.7067879636109167,0.7829457364341085,0.7429201912467818
g384_ov192_55map,3,0.75,2,4674,3927,747,1233,0.8401797175866496,0.7610465116279069,0.7986577181208054
g384_ov192_55map,3,0.75,3,4159,3796,363,1364,0.9127194037028131,0.7356589147286822,0.8146796866616589
g384_ov192_55map,3,0.8,1,5569,3946,1623,1214,0.7085652720416592,0.7647286821705427,0.7355764749743685
g384_ov192_55map,3,0.8,2,4551,3831,720,1329,0.8417930125247198,0.7424418604651163,0.7890021624961384
g384_ov192_55map,3,0.8,3,4049,3703,346,1457,0.914546801679427,0.7176356589147287,0.8042132696275384
g384_ov192_55map,3,0.85,1,5566,3946,1620,1214,0.7089471793029105,0.7647286821705427,0.7357822114488161
g384_ov192_55map,3,0.85,2,4550,3831,719,1329,0.841978021978022,0.7424418604651163,0.7890834191555098
g384_ov192_55map,3,0.85,3,4049,3703,346,1457,0.914546801679427,0.7176356589147287,0.8042132696275384
g384_ov192_55map,3,0.9,1,5099,3647,1452,1513,0.7152382820160816,0.7067829457364341,0.7109854761672678
g384_ov192_55map,3,0.9,2,4163,3518,645,1642,0.8450636560172953,0.681782945736434,0.7546926954842861
g384_ov192_55map,3,0.9,3,3707,3395,312,1765,0.9158349069328298,0.6579457364341085,0.765760685688508
g384_ov192_55map,3,0.95,1,5095,3645,1450,1515,0.7154072620215898,0.7063953488372093,0.7108727450024378
g384_ov192_55map,3,0.95,2,4159,3514,645,1646,0.8449146429430151,0.6810077519379845,0.7541581714776263
g384_ov192_55map,3,0.95,3,3704,3392,312,1768,0.9157667386609071,0.6573643410852713,0.7653429602888085
g384_ov192_55map,3,0.98,1,3613,2652,961,2508,0.7340160531414337,0.513953488372093,0.604582240966602
g384_ov192_55map,3,0.98,2,2926,2501,425,2659,0.8547505126452495,0.48468992248062015,0.6186000494682166
g384_ov192_55map,3,0.98,3,2582,2372,210,2788,0.9186676994577847,0.45968992248062013,0.6127615603203307
g384_ov192_55map,3,1.0,1,3610,2650,960,2510,0.7340720221606648,0.5135658914728682,0.604332953249715
g384_ov192_55map,3,1.0,2,2924,2500,424,2660,0.8549931600547196,0.4844961240310077,0.6185056902523502
g384_ov192_55map,3,1.0,3,2581,2371,210,2789,0.9186361875242154,0.45949612403100776,0.6125823537010723
g384_ov192_55map,5,0.0,1,43790,4848,38942,312,0.11071020781000228,0.9395348837209302,0.1980796731358529
g384_ov192_55map,5,0.0,2,27314,4768,22546,392,0.17456249542359228,0.924031007751938,0.293650304859272
g384_ov192_55map,5,0.0,3,21892,4708,17184,452,0.21505572811986115,0.9124031007751938,0.34807038296613935
g384_ov192_55map,5,0.0,4,18327,4616,13711,544,0.25186882741310634,0.8945736434108527,0.39306850598203263
g384_ov192_55map,5,0.0,5,14889,4438,10451,722,0.29807240244475786,0.860077519379845,0.4427153473988728
g384_ov192_55map,5,0.05,1,32417,4823,27594,337,0.14877996113150507,0.9346899224806201,0.25669957686882927
g384_ov192_55map,5,0.05,2,20491,4741,15750,419,0.2313698696988922,0.9187984496124031,0.3696542045144439
g384_ov192_55map,5,0.05,3,16600,4681,11919,479,0.2819879518072289,0.9071705426356589,0.43023897058823524
g384_ov192_55map,5,0.05,4,14039,4591,9448,569,0.3270175938457155,0.8897286821705427,0.4782540757331111
g384_ov192_55map,5,0.05,5,11590,4415,7175,745,0.3809318377911993,0.8556201550387597,0.5271641791044775
g384_ov192_55map,5,0.1,1,14218,4748,9470,412,0.3339428892952595,0.92015503875969,0.4900402518319743
g384_ov192_55map,5,0.1,2,10381,4667,5714,493,0.44957133224159523,0.9044573643410853,0.6006048516826459
g384_ov192_55map,5,0.1,3,8860,4610,4250,550,0.5203160270880361,0.8934108527131783,0.6576319543509273
g384_ov192_55map,5,0.1,4,7856,4518,3338,642,0.5751018329938901,0.8755813953488372,0.6942224953902889
g384_ov192_55map,5,0.1,5,6889,4346,2543,814,0.6308607925678618,0.8422480620155038,0.7213876670263091
g384_ov192_55map,5,0.15,1,7975,4580,3395,580,0.574294670846395,0.8875968992248062,0.697373429767796
g384_ov192_55map,5,0.15,2,6312,4488,1824,672,0.7110266159695817,0.8697674418604651,0.7824267782426777
g384_ov192_55map,5,0.15,3,5629,4426,1203,734,0.786285308225262,0.8577519379844961,0.8204652887199925
g384_ov192_55map,5,0.15,4,5177,4337,840,823,0.8377438671045007,0.8405038759689922,0.8391216020121892
g384_ov192_55map,5,0.15,5,4736,4175,561,985,0.8815456081081081,0.8091085271317829,0.8437752627324171
g384_ov192_55map,5,0.2,1,7502,4505,2997,655,0.6005065315915756,0.873062015503876,0.7115779497709682
g384_ov192_55map,5,0.2,2,5991,4415,1576,745,0.7369387414455015,0.8556201550387597,0.7918572325351986
g384_ov192_55map,5,0.2,3,5374,4351,1023,809,0.8096390026051359,0.8432170542635659,0.8260869565217392
g384_ov192_55map,5,0.2,4,4965,4267,698,893,0.8594159113796576,0.826937984496124,0.8428641975308642
g384_ov192_55map,5,0.2,5,4566,4109,457,1051,0.8999123959702147,0.7963178294573643,0.8449516759202139
g384_ov192_55map,5,0.25,1,6623,4265,2358,895,0.6439679903367054,0.8265503875968992,0.7239242977170499
g384_ov192_55map,5,0.25,2,5404,4165,1239,995,0.7707253886010362,0.8071705426356589,0.7885270730783794
g384_ov192_55map,5,0.25,3,4878,4098,780,1062,0.8400984009840098,0.7941860465116279,0.8164973102211596
g384_ov192_55map,5,0.25,4,4535,4021,514,1139,0.886659316427784,0.7792635658914728,0.8294997421351211
g384_ov192_55map,5,0.25,5,4210,3886,324,1274,0.923040380047506,0.7531007751937985,0.8294557097118463
g384_ov192_55map,5,0.3,1,6621,4264,2357,896,0.644011478628606,0.8263565891472868,0.7238774297597828
g384_ov192_55map,5,0.3,2,5403,4164,1239,996,0.7706829539144919,0.8069767441860465,0.7884123828457824
g384_ov192_55map,5,0.3,3,4877,4097,780,1063,0.8400656141070331,0.7939922480620155,0.8163793962339345
g384_ov192_55map,5,0.3,4,4534,4020,514,1140,0.8866343184825761,0.7790697674418605,0.8293789973179285
g384_ov192_55map,5,0.3,5,4209,3885,324,1275,0.9230220955096222,0.752906976744186,0.829330771693884
g384_ov192_55map,5,0.35,1,6569,4243,2326,917,0.6459126198812605,0.8222868217054263,0.7235058402250831
g384_ov192_55map,5,0.35,2,5368,4145,1223,1015,0.7721684053651267,0.8032945736434108,0.7874240121580547
g384_ov192_55map,5,0.35,3,4849,4081,768,1079,0.8416168282120025,0.790891472868217,0.8154660805275252
g384_ov192_55map,5,0.35,4,4509,4004,505,1156,0.8880017742293191,0.775968992248062,0.8282138794084187
g384_ov192_55map,5,0.35,5,4188,3871,317,1289,0.9243075453677173,0.7501937984496124,0.8281985451433462
g384_ov192_55map,5,0.4,1,6551,4234,2317,926,0.6463135399175698,0.8205426356589147,0.7230808641448212
g384_ov192_55map,5,0.4,2,5357,4139,1218,1021,0.7726339369049842,0.8021317829457364,0.7871065893315584
g384_ov192_55map,5,0.4,3,4839,4076,763,1084,0.8423227939656954,0.789922480620155,0.8152815281528153
g384_ov192_55map,5,0.4,4,4500,3998,502,1162,0.8884444444444445,0.7748062015503876,0.8277432712215321
g384_ov192_55map,5,0.4,5,4180,3866,314,1294,0.9248803827751196,0.7492248062015504,0.8278372591006424
g384_ov192_55map,5,0.5,1,6269,4112,2157,1048,0.6559259850055831,0.7968992248062016,0.7195730160118996
g384_ov192_55map,5,0.5,2,5143,4013,1130,1147,0.7802838810033055,0.7777131782945736,0.7789964088129671
g384_ov192_55map,5,0.5,3,4648,3949,699,1211,0.8496127366609294,0.7653100775193798,0.8052610114192496
g384_ov192_55map,5,0.5,4,4325,3875,450,1285,0.8959537572254336,0.750968992248062,0.8170795993674222
g384_ov192_55map,5,0.5,5,4022,3743,279,1417,0.9306315266036798,0.7253875968992248,0.815290786321063
g384_ov192_55map,5,0.6,1,6268,4111,2157,1049,0.6558710912571794,0.7967054263565891,0.7194609730486524
g384_ov192_55map,5,0.6,2,5142,4012,1130,1148,0.780241151302995,0.7775193798449612,0.7788778877887789
g384_ov192_55map,5,0.6,3,4647,3948,699,1212,0.8495803744351195,0.7651162790697674,0.8051391862955032
g384_ov192_55map,5,0.6,4,4324,3874,450,1286,0.8959296947271045,0.7507751937984496,0.8169548713622943
g384_ov192_55map,5,0.6,5,4021,3742,279,1418,0.9306142750559562,0.7251937984496124,0.8151617470863739
g384_ov192_55map,5,0.65,1,6266,4109,2157,1051,0.6557612511969358,0.7963178294573643,0.7192368282863644
g384_ov192_55map,5,0.65,2,5140,4010,1130,1150,0.7801556420233463,0.7771317829457365,0.7786407766990292
g384_ov192_55map,5,0.65,3,4645,3946,699,1214,0.8495156081808396,0.7647286821705427,0.8048954614992351
g384_ov192_55map,5,0.65,4,4322,3872,450,1288,0.895881536325775,0.7503875968992249,0.8167053364269142
g384_ov192_55map,5,0.65,5,4019,3740,279,1420,0.9305797462055238,0.7248062015503876,0.8149035842684387
g384_ov192_55map,5,0.7,1,6246,4096,2150,1064,0.6557796990073647,0.7937984496124031,0.7182184815009643
g384_ov192_55map,5,0.7,2,5125,3999,1126,1161,0.7802926829268293,0.775,0.777637335926106
g384_ov192_55map,5,0.7,3,4633,3936,697,1224,0.8495575221238938,0.7627906976744186,0.8038394771775759
g384_ov192_55map,5,0.7,4,4311,3862,449,1298,0.8958478311296683,0.7484496124031008,0.8155421813958399
g384_ov192_55map,5,0.7,5,4008,3730,278,1430,0.9306387225548902,0.7228682170542635,0.8136998254799301
g384_ov192_55map,5,0.75,1,6221,4085,2136,1075,0.6566468413438354,0.7916666666666666,0.7178631051752922
g384_ov192_55map,5,0.75,2,5104,3988,1116,1172,0.7813479623824452,0.7728682170542636,0.7770849571317224
g384_ov192_55map,5,0.75,3,4617,3924,693,1236,0.8499025341130604,0.7604651162790698,0.8027002147898129
g384_ov192_55map,5,0.75,4,4297,3852,445,1308,0.8964393763090528,0.7465116279069768,0.8146346621550175
g384_ov192_55map,5,0.75,5,3997,3722,275,1438,0.9311983987990993,0.7213178294573643,0.8129299989079393
g384_ov192_55map,5,0.8,1,6060,3991,2069,1169,0.6585808580858086,0.7734496124031007,0.7114081996434938
g384_ov192_55map,5,0.8,2,4971,3891,1080,1269,0.7827398913699457,0.7540697674418605,0.7681374000592242
g384_ov192_55map,5,0.8,3,4497,3827,670,1333,0.8510117856348677,0.7416666666666667,0.7925856891374132
g384_ov192_55map,5,0.8,4,4182,3756,426,1404,0.8981348637015782,0.727906976744186,0.8041104688503532
g384_ov192_55map,5,0.8,5,3892,3632,260,1528,0.9331963001027749,0.703875968992248,0.8024745912505522
g384_ov192_55map,5,0.85,1,6057,3991,2066,1169,0.6589070496945683,0.7734496124031007,0.7115984666131764
g384_ov192_55map,5,0.85,2,4969,3891,1078,1269,0.7830549406319179,0.7540697674418605,0.7682890709843025
g384_ov192_55map,5,0.85,3,4496,3827,669,1333,0.8512010676156584,0.7416666666666667,0.7926677713338856
g384_ov192_55map,5,0.85,4,4181,3756,425,1404,0.8983496771107391,0.727906976744186,0.8041965528316026
g384_ov192_55map,5,0.85,5,3892,3632,260,1528,0.9331963001027749,0.703875968992248,0.8024745912505522
g384_ov192_55map,5,0.9,1,5524,3699,1825,1461,0.6696234612599565,0.7168604651162791,0.6924372894047174
g384_ov192_55map,5,0.9,2,4553,3583,970,1577,0.786953656929497,0.6943798449612403,0.7377741171625656
g384_ov192_55map,5,0.9,3,4117,3513,604,1647,0.8532912314792325,0.6808139534883721,0.7573569041716072
g384_ov192_55map,5,0.9,4,3827,3445,382,1715,0.9001829108962633,0.6676356589147286,0.76666295760543
g384_ov192_55map,5,0.9,5,3561,3330,231,1830,0.9351305812973884,0.6453488372093024,0.7636738906088751
g384_ov192_55map,5,0.95,1,5519,3697,1822,1463,0.6698677296611705,0.7164728682170542,0.6923869276149451
g384_ov192_55map,5,0.95,2,4549,3580,969,1580,0.7869861508023741,0.6937984496124031,0.7374600885776083
g384_ov192_55map,5,0.95,3,4113,3510,603,1650,0.8533916849015317,0.6802325581395349,0.7570365577483015
g384_ov192_55map,5,0.95,4,3823,3441,382,1719,0.9000784724038713,0.666860465116279,0.7661137704553045
g384_ov192_55map,5,0.95,5,3558,3327,231,1833,0.9350758853288365,0.6447674418604651,0.7632484514796971
g384_ov192_55map,5,0.98,1,3911,2713,1198,2447,0.693684479672718,0.5257751937984496,0.5981699922831
g384_ov192_55map,5,0.98,2,3206,2571,635,2589,0.8019338739862757,0.4982558139534884,0.6146306478603872
g384_ov192_55map,5,0.98,3,2889,2489,400,2671,0.8615437867774316,0.4823643410852713,0.6184619207354951
g384_ov192_55map,5,0.98,4,2671,2419,252,2741,0.9056533133657806,0.4687984496124031,0.6178010471204188
g384_ov192_55map,5,0.98,5,2464,2312,152,2848,0.9383116883116883,0.448062015503876,0.6065057712486883
g384_ov192_55map,5,1.0,1,3908,2711,1197,2449,0.6937052200614124,0.5253875968992248,0.5979267754741949
g384_ov192_55map,5,1.0,2,3204,2570,634,2590,0.8021223470661673,0.49806201550387597,0.6145384983261597
g384_ov192_55map,5,1.0,3,2887,2488,399,2672,0.861794250086595,0.4821705426356589,0.6183670933267056
g384_ov192_55map,5,1.0,4,2670,2418,252,2742,0.9056179775280899,0.4686046511627907,0.6176245210727969
g384_ov192_55map,5,1.0,5,2463,2311,152,2849,0.9382866423061307,0.44786821705426355,0.6063229699593335
