threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,367,0.921,0.777,0.8429,0.8048,0.8787,0.8872,0.9523,0.7198,0.8313
0.05,363,0.9284,0.7747,0.8446,0.8067,0.8799,0.8967,0.9572,0.7193,0.8295
0.1,360,0.9361,0.7747,0.8478,0.8099,0.8832,0.906,0.9631,0.7193,0.8295
0.15,347,0.9568,0.7632,0.8491,0.8121,0.8832,0.9342,0.9776,0.707,0.8164
0.2,344,0.9564,0.7563,0.8447,0.8078,0.8798,0.9337,0.9774,0.7011,0.8086
0.25,332,0.9548,0.7287,0.8266,0.785,0.8638,0.9315,0.9764,0.67,0.7844
0.3,332,0.9548,0.7287,0.8266,0.785,0.8638,0.9315,0.9764,0.67,0.7844
0.35,329,0.9544,0.7218,0.822,0.7803,0.8601,0.9308,0.9764,0.6634,0.7785
0.4,329,0.9544,0.7218,0.822,0.7803,0.8601,0.9308,0.9764,0.6634,0.7785
0.45,314,0.965,0.6966,0.8091,0.7648,0.8491,0.9429,0.9841,0.6378,0.7541
0.5,314,0.965,0.6966,0.8091,0.7648,0.8491,0.9429,0.9841,0.6378,0.7541
0.55,314,0.965,0.6966,0.8091,0.7648,0.8491,0.9429,0.9841,0.6378,0.7541
0.6,314,0.965,0.6966,0.8091,0.7648,0.8491,0.9429,0.9841,0.6378,0.7541
0.65,313,0.9649,0.6943,0.8075,0.7632,0.8483,0.9429,0.984,0.6348,0.7528
0.7,313,0.9649,0.6943,0.8075,0.7632,0.8483,0.9429,0.984,0.6348,0.7528
0.75,310,0.9645,0.6874,0.8027,0.7594,0.8417,0.9426,0.9838,0.629,0.7429
0.8,309,0.9644,0.6851,0.8011,0.7571,0.8406,0.9422,0.9838,0.6274,0.7424
0.85,309,0.9644,0.6851,0.8011,0.7571,0.8406,0.9422,0.9838,0.6274,0.7424
0.9,282,0.9645,0.6253,0.7587,0.7133,0.8006,0.9418,0.9834,0.5676,0.6831
0.95,279,0.9642,0.6184,0.7535,0.709,0.7967,0.9412,0.9832,0.5615,0.6769
1.0,195,0.9744,0.4368,0.6032,0.5516,0.6532,0.9512,0.9947,0.3837,0.4903
