threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,616,0.3409,0.4828,0.3996,0.3227,0.4652,0.2642,0.4216,0.4025,0.5618
0.05,413,0.5036,0.4782,0.4906,0.4106,0.5558,0.413,0.5838,0.3974,0.5581
0.1,297,0.6902,0.4713,0.5601,0.4843,0.6244,0.6162,0.7524,0.3907,0.5496
0.15,235,0.8553,0.4621,0.6,0.524,0.6642,0.8011,0.901,0.3812,0.5391
0.2,234,0.8547,0.4598,0.5979,0.5225,0.6616,0.8009,0.9005,0.3799,0.5359
0.25,221,0.8688,0.4414,0.5854,0.5055,0.6547,0.8172,0.913,0.3624,0.5197
0.3,221,0.8688,0.4414,0.5854,0.5055,0.6547,0.8172,0.913,0.3624,0.5197
0.35,219,0.8676,0.4368,0.581,0.5023,0.6496,0.8163,0.9119,0.3576,0.5135
0.4,219,0.8676,0.4368,0.581,0.5023,0.6496,0.8163,0.9119,0.3576,0.5135
0.45,206,0.8738,0.4138,0.5616,0.4831,0.6316,0.8212,0.9211,0.3406,0.485
0.5,206,0.8738,0.4138,0.5616,0.4831,0.6316,0.8212,0.9211,0.3406,0.485
0.55,206,0.8738,0.4138,0.5616,0.4831,0.6316,0.8212,0.9211,0.3406,0.485
0.6,206,0.8738,0.4138,0.5616,0.4831,0.6316,0.8212,0.9211,0.3406,0.485
0.65,206,0.8738,0.4138,0.5616,0.4831,0.6316,0.8212,0.9211,0.3406,0.485
0.7,205,0.8732,0.4115,0.5594,0.4825,0.6284,0.8201,0.9205,0.3392,0.4823
0.75,203,0.8768,0.4092,0.558,0.481,0.6273,0.8261,0.9211,0.3366,0.4812
0.8,200,0.875,0.4023,0.5512,0.4736,0.6192,0.8245,0.92,0.3277,0.4716
0.85,200,0.875,0.4023,0.5512,0.4736,0.6192,0.8245,0.92,0.3277,0.4716
0.9,177,0.8927,0.3632,0.5163,0.4373,0.5833,0.8402,0.9355,0.2926,0.4301
0.95,177,0.8927,0.3632,0.5163,0.4373,0.5833,0.8402,0.9355,0.2926,0.4301
1.0,120,0.8917,0.246,0.3856,0.3197,0.451,0.8316,0.9449,0.1949,0.2986
