R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_phantom_duplicates_dropped,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi
50,3975,375,1185,4746,414,1,5160,0.9137931034482759,0.9054383132889092,0.9222208412512816,0.7703488372093024,0.7545693233894277,0.7836540059970069,0.83596214511041,0.8252401303373221,0.8444644558365938
