threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,536,0.6157,0.7586,0.6797,0.6355,0.7194,0.562,0.6632,0.7136,0.8004
0.05,450,0.7311,0.7563,0.7435,0.7026,0.7797,0.6861,0.7727,0.7117,0.7987
0.1,420,0.7762,0.7494,0.7626,0.7239,0.7987,0.7351,0.8167,0.7047,0.7921
0.15,377,0.8435,0.731,0.7833,0.7445,0.8195,0.8048,0.8787,0.6829,0.7755
0.2,376,0.8431,0.7287,0.7818,0.743,0.8179,0.8043,0.8785,0.6793,0.7744
0.25,358,0.8603,0.708,0.7768,0.7365,0.8144,0.8208,0.8943,0.6566,0.7538
0.3,358,0.8603,0.708,0.7768,0.7365,0.8144,0.8208,0.8943,0.6566,0.7538
0.35,355,0.8592,0.7011,0.7722,0.7303,0.8102,0.8198,0.8937,0.6498,0.7477
0.4,355,0.8592,0.7011,0.7722,0.7303,0.8102,0.8198,0.8937,0.6498,0.7477
0.45,342,0.8626,0.6782,0.7593,0.7173,0.7995,0.8205,0.8997,0.6261,0.7283
0.5,342,0.8626,0.6782,0.7593,0.7173,0.7995,0.8205,0.8997,0.6261,0.7283
0.55,342,0.8626,0.6782,0.7593,0.7173,0.7995,0.8205,0.8997,0.6261,0.7283
0.6,342,0.8626,0.6782,0.7593,0.7173,0.7995,0.8205,0.8997,0.6261,0.7283
0.65,341,0.8622,0.6759,0.7577,0.7152,0.7982,0.8199,0.8993,0.6259,0.7269
0.7,339,0.8614,0.6713,0.7545,0.7132,0.7935,0.8184,0.8987,0.6228,0.7212
0.75,338,0.8639,0.6713,0.7555,0.7139,0.7952,0.8218,0.9011,0.6228,0.7212
0.8,330,0.8636,0.6552,0.7451,0.7047,0.7839,0.8223,0.9006,0.6053,0.7038
0.85,329,0.8632,0.6529,0.7435,0.7025,0.7822,0.8213,0.9006,0.6027,0.7027
0.9,288,0.8576,0.5678,0.6833,0.6372,0.7253,0.812,0.8975,0.5163,0.6195
0.95,288,0.8576,0.5678,0.6833,0.6372,0.7253,0.812,0.8975,0.5163,0.6195
1.0,196,0.8673,0.3908,0.5388,0.487,0.5859,0.8186,0.9137,0.3422,0.4377
