threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,571,0.655,0.8598,0.7435,0.6981,0.7816,0.5941,0.7089,0.8248,0.8941
0.05,498,0.751,0.8598,0.8017,0.7622,0.8344,0.6962,0.7978,0.8248,0.8941
0.1,441,0.8435,0.8552,0.8493,0.8178,0.878,0.8,0.881,0.8198,0.8915
0.15,386,0.9404,0.8345,0.8843,0.855,0.9098,0.9121,0.9634,0.7944,0.8729
0.2,382,0.945,0.8299,0.8837,0.8545,0.9098,0.9169,0.9675,0.7894,0.8678
0.25,366,0.9536,0.8023,0.8714,0.8402,0.8995,0.9296,0.9733,0.7591,0.8436
0.3,366,0.9536,0.8023,0.8714,0.8402,0.8995,0.9296,0.9733,0.7591,0.8436
0.35,366,0.9536,0.8023,0.8714,0.8402,0.8995,0.9296,0.9733,0.7591,0.8436
0.4,365,0.9534,0.8,0.87,0.8382,0.8978,0.9293,0.9731,0.7557,0.8401
0.45,352,0.9545,0.7724,0.8539,0.8219,0.8826,0.9313,0.9745,0.7261,0.8147
0.5,352,0.9545,0.7724,0.8539,0.8219,0.8826,0.9313,0.9745,0.7261,0.8147
0.55,352,0.9545,0.7724,0.8539,0.8219,0.8826,0.9313,0.9745,0.7261,0.8147
0.6,352,0.9545,0.7724,0.8539,0.8219,0.8826,0.9313,0.9745,0.7261,0.8147
0.65,352,0.9545,0.7724,0.8539,0.8219,0.8826,0.9313,0.9745,0.7261,0.8147
0.7,352,0.9545,0.7724,0.8539,0.8219,0.8826,0.9313,0.9745,0.7261,0.8147
0.75,349,0.9542,0.7655,0.8495,0.8177,0.8784,0.9308,0.9742,0.7209,0.809
0.8,342,0.9532,0.7494,0.8391,0.8068,0.8683,0.9289,0.9738,0.7046,0.7925
0.85,342,0.9532,0.7494,0.8391,0.8068,0.8683,0.9289,0.9738,0.7046,0.7925
0.9,302,0.9536,0.6621,0.7815,0.7454,0.8156,0.9273,0.9754,0.6164,0.7082
0.95,300,0.9533,0.6575,0.7782,0.7414,0.8132,0.9268,0.9753,0.6119,0.7021
1.0,197,0.9492,0.4299,0.5918,0.5439,0.6367,0.9158,0.9779,0.3835,0.4772
