label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
verified-256-union-t0-0-n5,5,0.4487,0.4012,0.4988,0.4673,0.4154,0.5205,0.4316,0.3839,0.4827,0.7496,0.704,0.7902,0.7337,0.9678,sparse_cross_grid,True,0.7131782945736435,1032,zero_fraction_heuristic,
verified-256-union-t0-0-n5,10,0.7672,0.7238,0.806,0.799,0.7529,0.8409,0.7378,0.6883,0.783,0.7496,0.704,0.7902,0.7337,0.9678,sparse_cross_grid,True,0.7170542635658915,1032,zero_fraction_heuristic,
verified-256-union-t0-0-n5,15,0.842,0.8048,0.8743,0.8769,0.8375,0.91,0.8097,0.7625,0.8513,0.7496,0.704,0.7902,0.7337,0.9678,sparse_cross_grid,True,0.7189922480620154,1032,zero_fraction_heuristic,
verified-256-union-t0-0-n5,20,0.8637,0.8296,0.8919,0.8995,0.8624,0.9289,0.8306,0.785,0.8697,0.7496,0.704,0.7902,0.7337,0.9678,sparse_cross_grid,True,0.7209302325581395,1032,zero_fraction_heuristic,
verified-256-union-t0-0-n5,25,0.8709,0.8377,0.8981,0.907,0.8714,0.9353,0.8376,0.7923,0.8759,0.7496,0.704,0.7902,0.7337,0.9678,sparse_cross_grid,True,0.7218992248062015,1032,zero_fraction_heuristic,
verified-256-union-t0-0-n5,30,0.8733,0.8411,0.9003,0.9095,0.8744,0.9375,0.8399,0.7952,0.878,0.7496,0.704,0.7902,0.7337,0.9678,sparse_cross_grid,True,0.7218992248062015,1032,zero_fraction_heuristic,
verified-256-union-t0-0-n5,35,0.8758,0.844,0.902,0.9121,0.8776,0.9397,0.8422,0.798,0.8793,0.7496,0.704,0.7902,0.7337,0.9678,sparse_cross_grid,True,0.7218992248062015,1032,zero_fraction_heuristic,
verified-256-union-t0-0-n5,40,0.8758,0.844,0.902,0.9121,0.8776,0.9397,0.8422,0.798,0.8793,0.7496,0.704,0.7902,0.7337,0.9678,sparse_cross_grid,True,0.7218992248062015,1032,zero_fraction_heuristic,
verified-256-union-t0-0-n5,45,0.8758,0.844,0.902,0.9121,0.8776,0.9397,0.8422,0.798,0.8793,0.7496,0.704,0.7902,0.7337,0.9678,sparse_cross_grid,True,0.7218992248062015,1032,zero_fraction_heuristic,
verified-256-union-t0-0-n5,50,0.8758,0.844,0.902,0.9121,0.8776,0.9397,0.8422,0.798,0.8793,0.7496,0.704,0.7902,0.7337,0.9678,sparse_cross_grid,True,0.7218992248062015,1032,zero_fraction_heuristic,
verified-256-union-t0-0-n5,75,0.8758,0.844,0.902,0.9121,0.8776,0.9397,0.8422,0.798,0.8793,0.7496,0.704,0.7902,0.7337,0.9678,sparse_cross_grid,True,0.7218992248062015,1032,zero_fraction_heuristic,
verified-256-union-t0-0-n5,100,0.8758,0.844,0.902,0.9121,0.8776,0.9397,0.8422,0.798,0.8793,0.7496,0.704,0.7902,0.7337,0.9678,sparse_cross_grid,True,0.7218992248062015,1032,zero_fraction_heuristic,
verified-256-union-t0-0-n5,125,0.8758,0.844,0.902,0.9121,0.8776,0.9397,0.8422,0.798,0.8793,0.7496,0.704,0.7902,0.7337,0.9678,sparse_cross_grid,True,0.7218992248062015,1032,zero_fraction_heuristic,
verified-256-union-t0-0-n5,150,0.883,0.8524,0.9083,0.9196,0.8859,0.9461,0.8492,0.8054,0.886,0.7496,0.704,0.7902,0.7337,0.9678,sparse_cross_grid,True,0.7218992248062015,1032,zero_fraction_heuristic,
