tp,fp,fn,precision,recall,f1,iteration
44,43,9,0.5057471264367817,0.8301886792452831,0.6285714285714286,1
40,78,13,0.3389830508474576,0.7547169811320755,0.4678362573099415,2
44,28,9,0.6111111111111112,0.8301886792452831,0.7040000000000001,3
41,25,12,0.6212121212121212,0.7735849056603774,0.689075630252101,4
44,35,9,0.5569620253164557,0.8301886792452831,0.6666666666666666,5
