threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,415,0.8,0.7632,0.7812,0.739,0.8211,0.7423,0.8469,0.7162,0.8147
0.05,342,0.9591,0.754,0.8443,0.8114,0.8772,0.935,0.9795,0.7064,0.8043
0.1,342,0.9591,0.754,0.8443,0.8114,0.8772,0.935,0.9795,0.7064,0.8043
0.15,341,0.9619,0.754,0.8454,0.8135,0.8786,0.9389,0.9824,0.7064,0.8043
0.2,341,0.9619,0.754,0.8454,0.8135,0.8786,0.9389,0.9824,0.7064,0.8043
0.25,340,0.9647,0.754,0.8465,0.8135,0.8791,0.9428,0.9836,0.7064,0.8043
0.3,340,0.9647,0.754,0.8465,0.8135,0.8791,0.9428,0.9836,0.7064,0.8043
0.35,340,0.9647,0.754,0.8465,0.8135,0.8791,0.9428,0.9836,0.7064,0.8043
0.4,340,0.9647,0.754,0.8465,0.8135,0.8791,0.9428,0.9836,0.7064,0.8043
0.45,340,0.9647,0.754,0.8465,0.8135,0.8791,0.9428,0.9836,0.7064,0.8043
0.5,340,0.9647,0.754,0.8465,0.8135,0.8791,0.9428,0.9836,0.7064,0.8043
0.55,340,0.9647,0.754,0.8465,0.8135,0.8791,0.9428,0.9836,0.7064,0.8043
0.6,340,0.9647,0.754,0.8465,0.8135,0.8791,0.9428,0.9836,0.7064,0.8043
0.65,340,0.9647,0.754,0.8465,0.8135,0.8791,0.9428,0.9836,0.7064,0.8043
0.7,340,0.9647,0.754,0.8465,0.8135,0.8791,0.9428,0.9836,0.7064,0.8043
0.75,340,0.9647,0.754,0.8465,0.8135,0.8791,0.9428,0.9836,0.7064,0.8043
0.8,340,0.9647,0.754,0.8465,0.8135,0.8791,0.9428,0.9836,0.7064,0.8043
0.85,340,0.9647,0.754,0.8465,0.8135,0.8791,0.9428,0.9836,0.7064,0.8043
0.9,340,0.9647,0.754,0.8465,0.8135,0.8791,0.9428,0.9836,0.7064,0.8043
0.95,332,0.9699,0.7402,0.8396,0.8067,0.871,0.9486,0.9878,0.6945,0.7894
1.0,26,0.9615,0.0575,0.1085,0.0699,0.149,0.8529,1.0,0.0365,0.0809
