threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,907,0.4399,0.9172,0.5946,0.5395,0.6427,0.384,0.493,0.8889,0.9435
0.05,711,0.5612,0.9172,0.6963,0.6462,0.7386,0.5008,0.6153,0.8889,0.9435
0.1,554,0.7166,0.9126,0.8028,0.7684,0.8354,0.6667,0.7606,0.8848,0.9396
0.15,435,0.8782,0.8782,0.8782,0.8492,0.903,0.8444,0.9091,0.8429,0.9131
0.2,429,0.8858,0.8736,0.8796,0.8519,0.9046,0.8529,0.9158,0.8376,0.9091
0.25,405,0.9037,0.8414,0.8714,0.841,0.8982,0.8719,0.931,0.7996,0.8813
0.3,405,0.9037,0.8414,0.8714,0.841,0.8982,0.8719,0.931,0.7996,0.8813
0.35,403,0.9057,0.8391,0.8711,0.8406,0.8984,0.875,0.9337,0.7969,0.879
0.4,402,0.9055,0.8368,0.8698,0.8396,0.8976,0.8746,0.9333,0.7944,0.8772
0.45,384,0.9141,0.8069,0.8571,0.8267,0.8855,0.8827,0.9403,0.7636,0.848
0.5,384,0.9141,0.8069,0.8571,0.8267,0.8855,0.8827,0.9403,0.7636,0.848
0.55,384,0.9141,0.8069,0.8571,0.8267,0.8855,0.8827,0.9403,0.7636,0.848
0.6,384,0.9141,0.8069,0.8571,0.8267,0.8855,0.8827,0.9403,0.7636,0.848
0.65,384,0.9141,0.8069,0.8571,0.8267,0.8855,0.8827,0.9403,0.7636,0.848
0.7,384,0.9141,0.8069,0.8571,0.8267,0.8855,0.8827,0.9403,0.7636,0.848
0.75,381,0.9134,0.8,0.8529,0.8223,0.8819,0.882,0.9399,0.7561,0.842
0.8,373,0.9142,0.7839,0.8441,0.8127,0.8726,0.8818,0.9411,0.7413,0.8243
0.85,373,0.9142,0.7839,0.8441,0.8127,0.8726,0.8818,0.9411,0.7413,0.8243
0.9,329,0.9119,0.6897,0.7853,0.7487,0.819,0.8788,0.9406,0.643,0.7338
0.95,326,0.911,0.6828,0.7806,0.744,0.814,0.8779,0.9399,0.6344,0.7271
1.0,218,0.9083,0.4552,0.6064,0.561,0.6492,0.8688,0.9434,0.4069,0.5012
