threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,741,0.4912,0.8368,0.619,0.5778,0.6564,0.4464,0.5318,0.7955,0.8741
0.05,640,0.5656,0.8322,0.6735,0.6351,0.7077,0.5251,0.6045,0.7918,0.87
0.1,595,0.6017,0.823,0.6951,0.6578,0.7294,0.5607,0.6394,0.7842,0.8583
0.15,528,0.6591,0.8,0.7227,0.6852,0.7569,0.6167,0.6998,0.7574,0.8409
0.2,526,0.6597,0.7977,0.7222,0.6854,0.7571,0.6181,0.7009,0.7538,0.8392
0.25,488,0.6783,0.7609,0.7172,0.6802,0.7527,0.6368,0.7176,0.7169,0.804
0.3,488,0.6783,0.7609,0.7172,0.6802,0.7527,0.6368,0.7176,0.7169,0.804
0.35,481,0.6757,0.7471,0.7096,0.6723,0.7449,0.6335,0.7161,0.7024,0.791
0.4,479,0.6785,0.7471,0.7112,0.6739,0.7464,0.6352,0.719,0.7024,0.791
0.45,453,0.6909,0.7195,0.705,0.6667,0.7416,0.6463,0.7331,0.6725,0.7625
0.5,453,0.6909,0.7195,0.705,0.6667,0.7416,0.6463,0.7331,0.6725,0.7625
0.55,453,0.6909,0.7195,0.705,0.6667,0.7416,0.6463,0.7331,0.6725,0.7625
0.6,453,0.6909,0.7195,0.705,0.6667,0.7416,0.6463,0.7331,0.6725,0.7625
0.65,453,0.6909,0.7195,0.705,0.6667,0.7416,0.6463,0.7331,0.6725,0.7625
0.7,453,0.6909,0.7195,0.705,0.6667,0.7416,0.6463,0.7331,0.6725,0.7625
0.75,450,0.6911,0.7149,0.7028,0.665,0.7396,0.6465,0.7333,0.6694,0.7587
0.8,437,0.6911,0.6943,0.6927,0.6545,0.729,0.6474,0.7348,0.6473,0.739
0.85,436,0.6904,0.692,0.6912,0.6533,0.7277,0.6474,0.7334,0.646,0.7367
0.9,390,0.6821,0.6115,0.6448,0.606,0.6825,0.6357,0.7301,0.5666,0.6562
0.95,388,0.6804,0.6069,0.6416,0.6027,0.6791,0.6342,0.7281,0.5627,0.6514
1.0,276,0.692,0.4391,0.5373,0.4871,0.5836,0.6364,0.7517,0.3853,0.491
