label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
verified-adv-pro-text-baseline,5,0.1713,0.1366,0.2087,0.1802,0.1439,0.2205,0.1632,0.1297,0.2013,0.7823,0.729,0.8292,0.7729,0.9845,sparse_cross_grid,True,0.5605749486652978,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline,10,0.5404,0.4888,0.591,0.5685,0.5142,0.6215,0.5149,0.4564,0.5721,0.7823,0.729,0.8292,0.7729,0.9845,sparse_cross_grid,True,0.5687885010266941,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline,15,0.7141,0.6592,0.7612,0.7513,0.6969,0.798,0.6805,0.6113,0.7407,0.7823,0.729,0.8292,0.7729,0.9845,sparse_cross_grid,True,0.5708418891170431,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline,20,0.7696,0.7176,0.8121,0.8096,0.7557,0.851,0.7333,0.6629,0.791,0.7823,0.729,0.8292,0.7729,0.9845,sparse_cross_grid,True,0.5708418891170431,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline,25,0.7889,0.74,0.8293,0.8299,0.7807,0.8682,0.7517,0.6817,0.8081,0.7823,0.729,0.8292,0.7729,0.9845,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline,30,0.7889,0.74,0.8293,0.8299,0.7807,0.8682,0.7517,0.6817,0.8081,0.7823,0.729,0.8292,0.7729,0.9845,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline,35,0.7986,0.7546,0.8367,0.8401,0.7985,0.8768,0.7609,0.6929,0.8149,0.7823,0.729,0.8292,0.7729,0.9845,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline,40,0.801,0.757,0.8379,0.8426,0.803,0.8784,0.7632,0.6949,0.8173,0.7823,0.729,0.8292,0.7729,0.9845,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline,45,0.8034,0.7596,0.8403,0.8452,0.8065,0.8806,0.7655,0.6972,0.8196,0.7823,0.729,0.8292,0.7729,0.9845,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline,50,0.8058,0.7622,0.8428,0.8477,0.809,0.8828,0.7678,0.6997,0.8226,0.7823,0.729,0.8292,0.7729,0.9845,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline,75,0.8106,0.7668,0.8471,0.8528,0.8141,0.8878,0.7724,0.7039,0.8274,0.7823,0.729,0.8292,0.7729,0.9845,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline,100,0.8106,0.7668,0.8471,0.8528,0.8141,0.8878,0.7724,0.7039,0.8274,0.7823,0.729,0.8292,0.7729,0.9845,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline,125,0.8106,0.7668,0.8471,0.8528,0.8141,0.8878,0.7724,0.7039,0.8274,0.7823,0.729,0.8292,0.7729,0.9845,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline,150,0.8106,0.7668,0.8471,0.8528,0.8141,0.8878,0.7724,0.7039,0.8274,0.7823,0.729,0.8292,0.7729,0.9845,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
