cell,prob_t,min_votes,n_detections,tp,fp,fn,precision,recall,corrected_f1
fourth,0.02,9,9553,4490,5063,670,0.47000942112425415,0.8701550387596899,0.6103445932168831
fourth,0.02,10,8480,4301,4179,859,0.5071933962264151,0.8335271317829457,0.6306451612903226
fourth,0.05,1,22712,4864,17848,296,0.21415991546319127,0.9426356589147287,0.3490241102181401
fourth,0.05,2,16868,4807,12061,353,0.28497747213658997,0.9315891472868217,0.4364445251498093
fourth,0.05,3,14592,4762,9830,398,0.32634320175438597,0.9228682170542636,0.4821790198460915
fourth,0.05,4,13192,4730,8462,430,0.3585506367495452,0.9166666666666666,0.5154751525719268
fourth,0.05,5,12219,4703,7516,457,0.3848923807185531,0.9114341085271318,0.5412279187525174
fourth,0.05,6,11349,4669,6680,491,0.41140188562868973,0.9048449612403101,0.5656308680113877
fourth,0.05,7,10585,4612,5973,548,0.43571091166745396,0.8937984496124031,0.585836773578914
fourth,0.05,8,9960,4573,5387,587,0.459136546184739,0.8862403100775194,0.6048941798941799
fourth,0.05,9,9234,4489,4745,671,0.48613818496859434,0.8699612403100775,0.6237321106016396
fourth,0.05,10,8222,4301,3921,859,0.5231087326684505,0.8335271317829457,0.6428037662531759
fourth,0.08,1,11369,4842,6527,318,0.4258949775705867,0.9383720930232559,0.5858793635428641
fourth,0.08,2,8836,4783,4053,377,0.5413082842915347,0.9269379844961241,0.6834809945698772
fourth,0.08,3,7869,4737,3132,423,0.601982462828822,0.9180232558139535,0.7271471333179831
fourth,0.08,4,7267,4706,2561,454,0.6475849731663685,0.912015503875969,0.757383117405649
fourth,0.08,5,6867,4679,2188,481,0.6813746905490025,0.9067829457364341,0.7780826473767357
fourth,0.08,6,6530,4646,1884,514,0.7114854517611026,0.9003875968992248,0.7948674080410606
fourth,0.08,7,6240,4590,1650,570,0.7355769230769231,0.8895348837209303,0.8052631578947369
fourth,0.08,8,5998,4551,1447,609,0.758752917639213,0.8819767441860465,0.8157375873812511
fourth,0.08,9,5687,4468,1219,692,0.7856514858449094,0.8658914728682171,0.8238222550013828
fourth,0.08,10,5266,4285,981,875,0.8137105962780099,0.8304263565891473,0.8219835027815079
fourth,0.1,1,11367,4842,6525,318,0.4259699129057799,0.9383720930232559,0.5859502632056636
fourth,0.1,2,8834,4783,4051,377,0.5414308354086484,0.9269379844961241,0.6835786765756754
fourth,0.1,3,7868,4737,3131,423,0.6020589730554143,0.9180232558139535,0.7272029474976972
fourth,0.1,4,7266,4706,2560,454,0.6476740985411505,0.912015503875969,0.7574440688878159
fourth,0.1,5,6867,4679,2188,481,0.6813746905490025,0.9067829457364341,0.7780826473767357
fourth,0.1,6,6530,4646,1884,514,0.7114854517611026,0.9003875968992248,0.7948674080410606
fourth,0.1,7,6240,4590,1650,570,0.7355769230769231,0.8895348837209303,0.8052631578947369
fourth,0.1,8,5998,4551,1447,609,0.758752917639213,0.8819767441860465,0.8157375873812511
fourth,0.1,9,5687,4468,1219,692,0.7856514858449094,0.8658914728682171,0.8238222550013828
fourth,0.1,10,5266,4285,981,875,0.8137105962780099,0.8304263565891473,0.8219835027815079
fourth,0.15,1,10930,4838,6092,322,0.4426349496797804,0.9375968992248062,0.6013673088875078
fourth,0.15,2,8543,4779,3764,381,0.5594053611143627,0.9261627906976744,0.6975114938334672
fourth,0.15,3,7637,4734,2903,426,0.6198769150189866,0.9174418604651163,0.7398609048995859
fourth,0.15,4,7063,4704,2359,456,0.666005946481665,0.9116279069767442,0.7696964738607542
fourth,0.15,5,6685,4677,2008,483,0.69962602842184,0.9063953488372093,0.7897002954833262
fourth,0.15,6,6363,4644,1719,516,0.7298444130127298,0.9,0.8060400937255923
fourth,0.15,7,6086,4589,1497,571,0.7540256325994085,0.8893410852713178,0.8161123955184065
fourth,0.15,8,5865,4550,1315,610,0.7757885763000852,0.8817829457364341,0.8253968253968255
fourth,0.15,9,5575,4467,1108,693,0.8012556053811659,0.8656976744186047,0.8322310200279459
fourth,0.15,10,5174,4284,890,876,0.8279860842674913,0.8302325581395349,0.8291077994968067
fourth,0.2,1,10429,4834,5595,326,0.4635151980055614,0.9368217054263566,0.6201808967861954
fourth,0.2,2,8224,4776,3448,384,0.580739299610895,0.9255813953488372,0.713687985654513
fourth,0.2,3,7365,4731,2634,429,0.6423625254582485,0.916860465116279,0.7554491017964072
fourth,0.2,4,6832,4701,2131,459,0.6880854800936768,0.911046511627907,0.7840226817878584
fourth,0.2,5,6489,4674,1815,486,0.720295885344429,0.9058139534883721,0.8024723152201907
fourth,0.2,6,6183,4641,1542,519,0.7506065016982048,0.8994186046511627,0.8183020364982809
fourth,0.2,7,5921,4587,1334,573,0.7747002195575072,0.888953488372093,0.8279036188069668
fourth,0.2,8,5712,4548,1164,612,0.7962184873949579,0.8813953488372093,0.836644591611479
fourth,0.2,9,5439,4465,974,695,0.8209229637801067,0.8653100775193798,0.8425323143692801
fourth,0.2,10,5053,4282,771,878,0.8474173758163467,0.82984496124031,0.8385391168119064
fourth,0.25,1,10365,4833,5532,327,0.4662807525325615,0.9366279069767441,0.6226086956521739
fourth,0.25,2,8188,4775,3413,385,0.583170493404983,0.9253875968992248,0.7154629907102188
fourth,0.25,3,7337,4730,2607,430,0.6446776611694153,0.9166666666666666,0.7569816756021446
fourth,0.25,4,6806,4700,2106,460,0.6905671466353218,0.9108527131782945,0.7855590840715361
fourth,0.25,5,6466,4673,1793,487,0.722703371481596,0.9056201550387597,0.8038878376053673
fourth,0.25,6,6161,4640,1521,520,0.7531244927771465,0.8992248062015504,0.8197155728292553
fourth,0.25,7,5901,4586,1315,574,0.7771564141670904,0.8887596899224807,0.829219781213272
fourth,0.25,8,5693,4547,1146,613,0.7987001580888811,0.881201550387597,0.8379249976964895
fourth,0.25,9,5421,4464,957,696,0.823464305478694,0.8651162790697674,0.8437765806634534
fourth,0.25,10,5038,4281,757,879,0.8497419610956729,0.8296511627906977,0.8395763875269662
fourth,0.3,1,10295,4833,5462,327,0.46945118989800877,0.9366279069767441,0.6254286638628276
fourth,0.3,2,8135,4775,3360,385,0.5869698832206515,0.9253875968992248,0.7183151560737119
fourth,0.3,3,7294,4730,2564,430,0.6484782012613106,0.9166666666666666,0.7595953107435363
fourth,0.3,4,6772,4700,2072,460,0.6940342587123449,0.9108527131782945,0.7877975192758967
fourth,0.3,5,6436,4673,1763,487,0.7260720944686141,0.9056201550387597,0.805967575025871
fourth,0.3,6,6132,4640,1492,520,0.7566862361382909,0.8992248062015504,0.8218207580588027
fourth,0.3,7,5877,4586,1291,574,0.7803301003913561,0.8887596899224807,0.8310229228957144
fourth,0.3,8,5669,4547,1122,613,0.802081495854648,0.881201550387597,0.839782066672823
fourth,0.3,9,5399,4464,935,696,0.8268197814410075,0.8651162790697674,0.8455346150203616
fourth,0.3,10,5017,4281,736,879,0.8532987841339446,0.8296511627906977,0.8413088336444925
fourth,0.35,1,10292,4833,5459,327,0.46958802953750484,0.9366279069767441,0.625550090603158
fourth,0.35,2,8134,4775,3359,385,0.5870420457339562,0.9253875968992248,0.7183691891078682
fourth,0.35,3,7293,4730,2563,430,0.6485671191553545,0.9166666666666666,0.759656307717016
fourth,0.35,4,6771,4700,2071,460,0.6941367597105302,0.9108527131782945,0.7878635487385802
fourth,0.35,5,6435,4673,1762,487,0.7261849261849261,0.9056201550387597,0.8060370849504096
fourth,0.35,6,6131,4640,1491,520,0.7568096558473332,0.8992248062015504,0.8218935435302454
fourth,0.35,7,5876,4586,1290,574,0.7804628999319265,0.8887596899224807,0.831098223994201
fourth,0.35,8,5668,4547,1121,613,0.8022230063514467,0.881201550387597,0.8398596231991133
fourth,0.35,9,5399,4464,935,696,0.8268197814410075,0.8651162790697674,0.8455346150203616
fourth,0.35,10,5017,4281,736,879,0.8532987841339446,0.8296511627906977,0.8413088336444925
fourth,0.4,1,10244,4833,5411,327,0.4717883639203436,0.9366279069767441,0.6274993508179694
fourth,0.4,2,8104,4774,3330,386,0.5890918065153011,0.9251937984496124,0.7198431845597105
fourth,0.4,3,7268,4729,2539,431,0.6506604292790313,0.9164728682170543,0.7610234953331187
fourth,0.4,4,6749,4699,2050,461,0.6962512964883687,0.9106589147286822,0.789151062221849
fourth,0.4,5,6415,4672,1743,488,0.7282930631332813,0.9054263565891473,0.807257019438445
fourth,0.4,6,6112,4639,1473,521,0.7589986910994765,0.899031007751938,0.8231014904187367
fourth,0.4,7,5859,4585,1274,575,0.7825567502986858,0.8885658914728682,0.8321989291224248
fourth,0.4,8,5652,4546,1106,614,0.8043170559094126,0.8810077519379845,0.8409174990751018
fourth,0.4,9,5385,4463,922,697,0.8287836583101207,0.8649224806201551,0.8464675201517305
fourth,0.4,10,5007,4280,727,880,0.8548032754144198,0.8294573643410853,0.841939608537425
fourth,0.45,1,10207,4832,5375,328,0.4734006074262761,0.9364341085271318,0.6288800676774907
fourth,0.45,2,8079,4773,3306,387,0.590790939472707,0.925,0.7210514389304328
fourth,0.45,3,7246,4728,2518,432,0.6524979298923544,0.9162790697674419,0.7622118329840399
fourth,0.45,4,6729,4698,2031,462,0.6981720909496211,0.9104651162790698,0.7903103709311128
fourth,0.45,5,6396,4671,1725,489,0.7303001876172608,0.9052325581395348,0.8084112149532711
fourth,0.45,6,6097,4638,1459,522,0.7607019845825816,0.8988372093023256,0.8240206093985963
fourth,0.45,7,5845,4584,1261,576,0.7842600513259196,0.8883720930232558,0.8330758746024534
fourth,0.45,8,5639,4545,1094,615,0.8059939705621564,0.8808139534883721,0.8417446059820353
fourth,0.45,9,5373,4462,911,698,0.8304485389912526,0.8647286821705427,0.8472420013291561
fourth,0.45,10,4998,4279,719,881,0.8561424569827931,0.8292635658914729,0.8424886788737941
fourth,0.55,1,10173,4831,5342,329,0.4748844981814607,0.9362403100775194,0.6301441335681209
fourth,0.55,2,8054,4772,3282,388,0.5925006208095356,0.9248062015503876,0.7222642651733009
fourth,0.55,3,7222,4726,2496,434,0.6543893658266409,0.915891472868217,0.7633661767081247
fourth,0.55,4,6709,4696,2013,464,0.699955283946937,0.9100775193798449,0.7913050804617069
fourth,0.55,5,6380,4670,1710,490,0.731974921630094,0.9050387596899225,0.8093587521663779
fourth,0.55,6,6081,4637,1444,523,0.7625390560763032,0.8986434108527132,0.8250155680099635
fourth,0.55,7,5829,4583,1246,577,0.7862412077543318,0.8881782945736434,0.8341068341068342
fourth,0.55,8,5625,4544,1081,616,0.8078222222222222,0.8806201550387597,0.8426518312471025
fourth,0.55,9,5361,4462,899,698,0.8323074053348256,0.8647286821705427,0.8482083452143333
fourth,0.55,10,4988,4279,709,881,0.8578588612670409,0.8292635658914729,0.8433188805675994
fourth,0.65,1,10169,4831,5338,329,0.4750712951125971,0.9362403100775194,0.6303085654641529
fourth,0.65,2,8051,4772,3279,388,0.5927214010681903,0.9248062015503876,0.7224282794640828
fourth,0.65,3,7219,4726,2493,434,0.6546613104308076,0.915891472868217,0.7635511753776558
fourth,0.65,4,6706,4696,2010,464,0.700268416343573,0.9100775193798449,0.7915051407382436
fourth,0.65,5,6377,4670,1707,490,0.7323192723851341,0.9050387596899225,0.8095692121001993
fourth,0.65,6,6078,4637,1441,523,0.7629154327081277,0.8986434108527132,0.825235807083111
fourth,0.65,7,5826,4583,1243,577,0.7866460693443186,0.8881782945736434,0.8343346076825049
fourth,0.65,8,5622,4544,1078,616,0.808253290643899,0.8806201550387597,0.842886291968095
fourth,0.65,9,5358,4462,896,698,0.8327734229189996,0.8647286821705427,0.8484502757178171
fourth,0.65,10,4985,4279,706,881,0.8583751253761284,0.8292635658914729,0.8435682602267127
fourth,0.7,1,10152,4831,5321,329,0.47586682427107957,0.9362403100775194,0.6310083594566354
fourth,0.7,2,8040,4772,3268,388,0.5935323383084578,0.9248062015503876,0.723030303030303
fourth,0.7,3,7209,4726,2483,434,0.6555694271050077,0.915891472868217,0.7641684857304551
fourth,0.7,4,6698,4696,2002,464,0.7011048074051955,0.9100775193798449,0.7920391297014674
fourth,0.7,5,6369,4670,1699,490,0.7332391270215104,0.9050387596899225,0.8101309740654002
fourth,0.7,6,6071,4637,1434,523,0.7637950914182178,0.8986434108527132,0.8257501558187161
fourth,0.7,7,5822,4583,1239,577,0.7871865338371694,0.8881782945736434,0.8346384993625933
fourth,0.7,8,5618,4544,1074,616,0.8088287646849412,0.8806201550387597,0.8431991092967155
fourth,0.7,9,5354,4462,892,698,0.8333955920806874,0.8647286821705427,0.848773064485448
fourth,0.7,10,4981,4279,702,881,0.8590644448905842,0.8292635658914729,0.8439009959570062
fourth,0.75,1,10146,4831,5315,329,0.47614823575793414,0.9362403100775194,0.6312557167124003
fourth,0.75,2,8035,4771,3264,389,0.5937772246421904,0.9246124031007752,0.723152709359606
fourth,0.75,3,7204,4725,2479,435,0.6558856191004997,0.9156976744186046,0.7643157554189581
fourth,0.75,4,6695,4695,2000,465,0.7012696041822255,0.9098837209302325,0.7920708561788273
fourth,0.75,5,6367,4669,1698,491,0.7333123920213601,0.9048449612403101,0.8100980307105058
fourth,0.75,6,6069,4636,1433,524,0.7638820233975944,0.8984496124031007,0.8257191201353636
fourth,0.75,7,5821,4582,1239,578,0.7871499742312318,0.887984496124031,0.8345323741007195
fourth,0.75,8,5617,4543,1074,617,0.8087947302830693,0.8804263565891473,0.8430917695091399
fourth,0.75,9,5353,4461,892,699,0.8333644685223239,0.8645348837209302,0.8486635594026444
fourth,0.75,10,4981,4279,702,881,0.8590644448905842,0.8292635658914729,0.8439009959570062
fourth,0.8,1,10105,4831,5274,329,0.4780801583374567,0.9362403100775194,0.6329511955453652
fourth,0.8,2,8009,4771,3238,389,0.5957048320639281,0.9246124031007752,0.7245804540967423
fourth,0.8,3,7183,4725,2458,435,0.6578031463176945,0.9156976744186046,0.7656161387020983
fourth,0.8,4,6676,4695,1981,465,0.7032654284002396,0.9098837209302325,0.793342345386955
fourth,0.8,5,6352,4669,1683,491,0.735044080604534,0.9048449612403101,0.8111535788742182
fourth,0.8,6,6055,4636,1419,524,0.7656482246077622,0.8984496124031007,0.826749888542131
fourth,0.8,7,5809,4582,1227,578,0.7887760371836805,0.887984496124031,0.8354453459750204
fourth,0.8,8,5605,4543,1062,617,0.8105263157894737,0.8804263565891473,0.8440315838365071
fourth,0.8,9,5342,4461,881,699,0.83508049419693,0.8645348837209302,0.8495524661969148
fourth,0.8,10,4972,4279,693,881,0.8606194690265486,0.8292635658914729,0.8446506119226214
fourth,0.85,1,10099,4831,5268,329,0.47836419447470047,0.9362403100775194,0.6332000786421129
fourth,0.85,2,8004,4771,3233,389,0.5960769615192404,0.9246124031007752,0.7248556669705256
fourth,0.85,3,7179,4725,2454,435,0.6581696615127455,0.9156976744186046,0.7658643326039386
fourth,0.85,4,6672,4695,1977,465,0.7036870503597122,0.9098837209302325,0.7936105476673428
fourth,0.85,5,6349,4669,1680,491,0.7353914002205072,0.9048449612403101,0.8113650186810322
fourth,0.85,6,6052,4636,1416,524,0.7660277594183741,0.8984496124031007,0.8269711023902961
fourth,0.85,7,5806,4582,1224,578,0.7891836031691354,0.887984496124031,0.835673901149006
fourth,0.85,8,5602,4543,1059,617,0.8109603712959658,0.8804263565891473,0.8442668648950009
fourth,0.85,9,5339,4461,878,699,0.8355497284135606,0.8645348837209302,0.8497952185922468
fourth,0.85,10,4969,4279,690,881,0.8611390621855504,0.8292635658914729,0.8449007799387896
fourth,0.88,1,9778,4824,4954,336,0.4933524238085498,0.9348837209302325,0.6458695943232026
fourth,0.88,2,7786,4763,3023,397,0.6117390187516054,0.923062015503876,0.7358257376795921
fourth,0.88,3,7005,4718,2287,442,0.673518915060671,0.9143410852713179,0.7756678997122894
fourth,0.88,4,6526,4688,1838,472,0.7183573398712841,0.9085271317829458,0.8023275714530207
fourth,0.88,5,6218,4662,1556,498,0.749758764876166,0.9034883720930232,0.8194761821058183
fourth,0.88,6,5939,4630,1309,530,0.7795925239939384,0.8972868217054264,0.8343093972429949
fourth,0.88,7,5696,4576,1120,584,0.8033707865168539,0.8868217054263566,0.843036109064112
fourth,0.88,8,5505,4537,968,623,0.8241598546775658,0.8792635658914729,0.8508204406938584
fourth,0.88,9,5250,4455,795,705,0.8485714285714285,0.8633720930232558,0.855907780979827
fourth,0.88,10,4900,4275,625,885,0.8724489795918368,0.8284883720930233,0.8499005964214712
fourth,0.9,1,9658,4822,4836,338,0.4992752122592669,0.9344961240310078,0.6508300715346201
fourth,0.9,2,7697,4762,2935,398,0.6186826036117968,0.9228682170542636,0.7407637862642917
fourth,0.9,3,6932,4717,2215,443,0.680467397576457,0.9141472868217054,0.7801852464439298
fourth,0.9,4,6461,4687,1774,473,0.7254295000773874,0.9083333333333333,0.806643146028741
fourth,0.9,5,6157,4661,1496,499,0.7570245249309728,0.9032945736434108,0.8237165326499956
fourth,0.9,6,5881,4629,1252,531,0.7871110355381737,0.897093023255814,0.8385110044380037
fourth,0.9,7,5646,4575,1071,585,0.8103081827842721,0.8866279069767442,0.8467518045530261
fourth,0.9,8,5458,4536,922,624,0.8310736533528765,0.8790697674418605,0.8543981917498588
fourth,0.9,9,5207,4454,753,706,0.8553869790666411,0.8631782945736434,0.8592649754027201
fourth,0.9,10,4864,4274,590,886,0.8787006578947368,0.8282945736434109,0.852753391859537
fourth,0.92,1,9638,4822,4816,338,0.5003112678979041,0.9344961240310078,0.6517096904987161
fourth,0.92,2,7684,4762,2922,398,0.6197293076522644,0.9228682170542636,0.7415135471815634
fourth,0.92,3,6921,4717,2204,443,0.6815489091171796,0.9141472868217054,0.7808956212234086
fourth,0.92,4,6451,4686,1765,474,0.7263990079057511,0.9081395348837209,0.8071656188097492
fourth,0.92,5,6148,4661,1487,499,0.7581327260897853,0.9032945736434108,0.824372125928546
fourth,0.92,6,5872,4629,1243,531,0.7883174386920981,0.897093023255814,0.8391950688905004
fourth,0.92,7,5637,4575,1062,585,0.8116019159127196,0.8866279069767442,0.8474576271186441
fourth,0.92,8,5450,4536,914,624,0.8322935779816514,0.8790697674418605,0.855042412818096
fourth,0.92,9,5200,4454,746,706,0.8565384615384616,0.8631782945736434,0.8598455598455599
fourth,0.92,10,4858,4274,584,886,0.8797859201317415,0.8282945736434109,0.8532641245757636
fourth,0.95,1,9529,4820,4709,340,0.5058243257424704,0.9341085271317829,0.6562734018653414
fourth,0.95,2,7612,4758,2854,402,0.6250656857593274,0.922093023255814,0.7450673347948639
fourth,0.95,3,6858,4712,2146,448,0.6870807815689706,0.9131782945736434,0.7841570976868032
fourth,0.95,4,6397,4681,1716,479,0.7317492574644364,0.9071705426356589,0.8100718179458336
fourth,0.95,5,6097,4656,1441,504,0.7636542561915696,0.9023255813953488,0.8272186195256285
fourth,0.95,6,5824,4624,1200,536,0.7939560439560439,0.896124031007752,0.8419519300801165
fourth,0.95,7,5593,4570,1023,590,0.8170927945646344,0.8856589147286822,0.8499953501348461
fourth,0.95,8,5412,4534,878,626,0.8377679231337768,0.8786821705426356,0.8577374195989407
fourth,0.95,9,5166,4453,713,707,0.8619821912504839,0.862984496124031,0.862483052488863
fourth,0.95,10,4828,4273,555,887,0.8850455675227837,0.8281007751937984,0.8556267521025229
fourth,0.96,1,7733,4566,3167,594,0.5904564851933273,0.8848837209302326,0.7082913208717909
fourth,0.96,2,6310,4499,1811,661,0.7129952456418384,0.8718992248062015,0.7844812554489974
fourth,0.96,3,5759,4460,1299,700,0.7744400069456503,0.8643410852713178,0.8169246267973258
fourth,0.96,4,5430,4433,997,727,0.816390423572744,0.859108527131783,0.837204910292729
fourth,0.96,5,5200,4409,791,751,0.8478846153846153,0.8544573643410853,0.8511583011583013
fourth,0.96,6,4988,4377,611,783,0.8775060144346432,0.8482558139534884,0.8626330311391407
fourth,0.96,7,4807,4332,475,828,0.9011857707509882,0.8395348837209302,0.8692685863349051
fourth,0.96,8,4674,4298,376,862,0.9195549850235345,0.8329457364341085,0.8741102298149279
fourth,0.96,9,4495,4228,267,932,0.9406006674082313,0.8193798449612403,0.8758156395649922
fourth,0.96,10,4249,4074,175,1086,0.9588138385502472,0.7895348837209303,0.8659793814432989
fourth,0.98,1,7727,4562,3165,598,0.5903973081402873,0.8841085271317829,0.7080003103903157
fourth,0.98,2,6304,4495,1809,665,0.7130393401015228,0.8711240310077519,0.7841939986043267
fourth,0.98,3,5754,4456,1298,704,0.7744177963156066,0.8635658914728682,0.8165658786879237
fourth,0.98,4,5426,4430,996,730,0.8164393660154811,0.8585271317829457,0.8369544681655016
fourth,0.98,5,5196,4406,790,754,0.8479599692070824,0.853875968992248,0.850907686365392
fourth,0.98,6,4984,4374,610,786,0.8776083467094703,0.8476744186046512,0.8623817034700316
fourth,0.98,7,4804,4329,475,831,0.9011240632805995,0.838953488372093,0.8689281413087113
fourth,0.98,8,4671,4295,376,865,0.919503318347249,0.8323643410852714,0.8737666564947614
fourth,0.98,9,4492,4225,267,935,0.9405609973285841,0.8187984496124031,0.8754662246166598
fourth,0.98,10,4246,4071,175,1089,0.9587847385774847,0.788953488372093,0.8656176908356368
fourth,0.99,1,2052,1488,564,3672,0.7251461988304093,0.28837209302325584,0.41264559068219636
fourth,0.99,2,1694,1388,306,3772,0.8193624557260921,0.2689922480620155,0.4050189670265538
fourth,0.99,3,1558,1337,221,3823,0.8581514762516046,0.25910852713178295,0.39803512950282827
fourth,0.99,4,1472,1302,170,3858,0.8845108695652174,0.25232558139534883,0.3926417370325694
fourth,0.99,5,1420,1276,144,3884,0.8985915492957747,0.24728682170542635,0.38784194528875376
fourth,0.99,6,1373,1259,114,3901,0.9169701383831027,0.2439922480620155,0.38542782795040564
fourth,0.99,7,1328,1239,89,3921,0.9329819277108434,0.24011627906976743,0.3819358816276202
fourth,0.99,8,1287,1222,65,3938,0.9494949494949495,0.23682170542635658,0.3790910501008221
fourth,0.99,9,1237,1195,42,3965,0.9660468876313663,0.2315891472868217,0.3736126309207441
fourth,0.99,10,1192,1162,30,3998,0.9748322147651006,0.2251937984496124,0.3658690176322418
fourth,1.0,1,520,391,129,4769,0.7519230769230769,0.07577519379844962,0.13767605633802818
fourth,1.0,2,426,353,73,4807,0.8286384976525821,0.06841085271317829,0.12638739706408877
fourth,1.0,3,399,343,56,4817,0.8596491228070176,0.06647286821705427,0.1234034898363015
fourth,1.0,4,370,329,41,4831,0.8891891891891892,0.06375968992248061,0.1189873417721519
fourth,1.0,5,358,321,37,4839,0.8966480446927374,0.062209302325581396,0.11634650235592606
fourth,1.0,6,348,317,31,4843,0.9109195402298851,0.061434108527131784,0.11510530137981119
fourth,1.0,7,331,308,23,4852,0.9305135951661632,0.059689922480620154,0.11218357311965034
fourth,1.0,8,323,306,17,4854,0.9473684210526315,0.05930232558139535,0.1116177275214299
fourth,1.0,9,318,304,14,4856,0.9559748427672956,0.05891472868217054,0.11098941219423147
fourth,1.0,10,305,297,8,4863,0.9737704918032787,0.05755813953488372,0.10869167429094236
