cell,prob_t,min_votes,n_detections,tp,fp,fn,precision,recall,corrected_f1
arm1,0.2,3,5033,4335,698,825,0.8613153188952911,0.8401162790697675,0.8505837339350534
arm1,0.2,4,4757,4268,489,892,0.8972041202438512,0.8271317829457364,0.8607441766663306
arm1,0.2,5,4473,4153,320,1007,0.9284596467695059,0.8048449612403101,0.8622443683172428
arm1,0.25,1,5689,4219,1470,941,0.7416066092459132,0.8176356589147287,0.7777675361784495
arm1,0.25,2,4937,4139,798,1021,0.8383633785699818,0.8021317829457364,0.8198474794493413
arm1,0.25,3,4607,4084,523,1076,0.8864771000651183,0.7914728682170543,0.836285451008498
arm1,0.25,4,4370,4015,355,1145,0.9187643020594966,0.7781007751937985,0.8426023084994753
arm1,0.25,5,4131,3905,226,1255,0.9452916969256838,0.7567829457364341,0.8405984285868044
arm1,0.3,1,5688,4219,1469,941,0.7417369901547117,0.8176356589147287,0.7778392330383481
arm1,0.3,2,4936,4139,797,1021,0.8385332252836305,0.8021317829457364,0.8199286846275754
arm1,0.3,3,4606,4084,522,1076,0.8866695614415979,0.7914728682170543,0.8363710833503994
arm1,0.3,4,4369,4015,354,1145,0.918974593728542,0.7781007751937985,0.8426907335502151
arm1,0.3,5,4131,3905,226,1255,0.9452916969256838,0.7567829457364341,0.8405984285868044
arm1,0.35,1,5648,4206,1442,954,0.7446883852691218,0.8151162790697675,0.7783123612139156
arm1,0.35,2,4907,4126,781,1034,0.8408396168738537,0.7996124031007752,0.8197079566901758
arm1,0.35,3,4582,4071,511,1089,0.8884766477520734,0.788953488372093,0.8357626770683637
arm1,0.35,4,4346,4002,344,1158,0.9208467556373677,0.7755813953488372,0.8419945297706711
arm1,0.35,5,4111,3892,219,1268,0.9467282899537826,0.7542635658914729,0.8396073778448928
arm1,0.4,1,5631,4201,1430,959,0.7460486592079559,0.8141472868217055,0.7786118061347418
arm1,0.4,2,4898,4123,775,1037,0.8417721518987342,0.799031007751938,0.8198448995824219
arm1,0.4,3,4574,4068,506,1092,0.8893747267162221,0.7883720930232558,0.835833162112184
arm1,0.4,4,4341,3999,342,1161,0.9212163096060816,0.775,0.8418061256709821
arm1,0.4,5,4106,3889,217,1271,0.9471505114466634,0.7536821705426356,0.8394129074034103
arm1,0.5,1,5378,4054,1324,1106,0.7538118259576051,0.7856589147286822,0.7694059593850826
arm1,0.5,2,4680,3974,706,1186,0.8491452991452991,0.7701550387596899,0.8077235772357724
arm1,0.5,3,4375,3922,453,1238,0.8964571428571428,0.7600775193798449,0.822653382275826
arm1,0.5,4,4152,3856,296,1304,0.928709055876686,0.7472868217054264,0.8281786941580757
arm1,0.5,5,3935,3753,182,1407,0.9537484116899618,0.7273255813953489,0.8252886201209455
arm1,0.6,1,5376,4053,1323,1107,0.75390625,0.7854651162790698,0.7693621867881548
arm1,0.6,2,4678,3973,705,1187,0.8492945703292005,0.7699612403100775,0.807684488717219
arm1,0.6,3,4373,3920,453,1240,0.8964097873313515,0.7596899224806202,0.8224063778453793
arm1,0.6,4,4150,3854,296,1306,0.9286746987951807,0.7468992248062015,0.8279269602577873
arm1,0.6,5,3933,3751,182,1409,0.9537248919399949,0.726937984496124,0.8250302430440999
arm1,0.65,1,5374,4053,1321,1107,0.7541868254558988,0.7854651162790698,0.7695082589709512
arm1,0.65,2,4677,3972,705,1188,0.8492623476587556,0.7697674418604651,0.8075632814882586
arm1,0.65,3,4372,3919,453,1241,0.8963860933211345,0.7594961240310077,0.822282836760386
arm1,0.65,4,4149,3853,296,1307,0.9286575078332128,0.7467054263565891,0.8278010527446558
arm1,0.65,5,3932,3750,182,1410,0.9537131230925737,0.7267441860465116,0.8249010118785745
arm1,0.7,1,5358,4041,1317,1119,0.7541993281075028,0.7831395348837209,0.7683970336565887
arm1,0.7,2,4665,3961,704,1199,0.8490889603429796,0.7676356589147287,0.8063104325699746
arm1,0.7,3,4360,3908,452,1252,0.8963302752293578,0.7573643410852713,0.8210084033613445
arm1,0.7,4,4138,3842,296,1318,0.9284678588690188,0.7445736434108527,0.8264142826414284
arm1,0.7,5,3922,3740,182,1420,0.9535951045385007,0.7248062015503876,0.8236071349922924
arm1,0.75,1,5344,4036,1308,1124,0.7552395209580839,0.7821705426356589,0.7684691546077684
arm1,0.75,2,4656,3956,700,1204,0.8496563573883161,0.7666666666666667,0.8060309698451508
arm1,0.75,3,4351,3902,449,1258,0.8968053321075615,0.756201550387597,0.8205236042477132
arm1,0.75,4,4130,3836,294,1324,0.9288135593220339,0.7434108527131783,0.8258342303552206
arm1,0.75,5,3918,3736,182,1424,0.9535477284328739,0.724031007751938,0.8230887860762283
arm1,0.85,1,5217,3953,1264,1207,0.7577151619704812,0.7660852713178294,0.761877228486075
arm1,0.85,2,4542,3872,670,1288,0.8524878907970057,0.7503875968992249,0.7981859410430839
arm1,0.85,3,4247,3820,427,1340,0.899458441252649,0.7403100775193798,0.8121611565855215
arm1,0.85,4,4033,3756,277,1404,0.9313166377386561,0.727906976744186,0.8171434787338192
arm1,0.85,5,3829,3658,171,1502,0.9553408200574562,0.7089147286821705,0.8138836355545667
arm1,0.9,1,4780,3657,1123,1503,0.7650627615062762,0.7087209302325581,0.735814889336016
arm1,0.9,2,4161,3570,591,1590,0.8579668348954578,0.6918604651162791,0.7660122304473769
arm1,0.9,3,3900,3517,383,1643,0.9017948717948718,0.6815891472868217,0.7763796909492273
arm1,0.9,4,3704,3455,249,1705,0.9327753779697624,0.6695736434108527,0.779557761732852
arm1,0.9,5,3522,3362,160,1798,0.9545712663259511,0.6515503875968992,0.7744759272057129
arm1,0.95,1,4776,3656,1120,1504,0.7654941373534339,0.7085271317829457,0.7359098228663445
arm1,0.95,2,4157,3568,589,1592,0.8583112821746451,0.6914728682170542,0.7659117741762369
arm1,0.95,3,3896,3515,381,1645,0.9022073921971252,0.6812015503875969,0.776280918727915
arm1,0.95,4,3701,3454,247,1706,0.9332612807349365,0.6693798449612403,0.7795959823947636
arm1,0.95,5,3519,3361,158,1799,0.955100880932083,0.6513565891472868,0.7745131927641432
arm1,0.98,1,3367,2671,696,2489,0.7932877932877933,0.5176356589147287,0.6264805910636801
arm1,0.98,2,2908,2553,355,2607,0.8779229711141678,0.4947674418604651,0.6328705999008428
arm1,0.98,3,2718,2494,224,2666,0.9175864606328182,0.48333333333333334,0.6331556232546331
arm1,0.98,4,2576,2433,143,2727,0.9444875776397516,0.47151162790697676,0.6290072388831438
arm1,0.98,5,2448,2358,90,2802,0.9632352941176471,0.4569767441860465,0.6198738170347003
arm1,1.0,1,3363,2667,696,2493,0.7930419268510259,0.516860465116279,0.6258359732488561
arm1,1.0,2,2904,2549,355,2611,0.8777548209366391,0.4939922480620155,0.6321924603174603
arm1,1.0,3,2714,2490,224,2670,0.9174649963154016,0.48255813953488375,0.6324612649225299
arm1,1.0,4,2572,2429,143,2731,0.9444012441679627,0.4707364341085271,0.6282979824107605
arm1,1.0,5,2444,2354,90,2806,0.9631751227495908,0.4562015503875969,0.6191478169384534
