group,question,family,label_a,label_b,f1_a,f1_b,delta_f1,precision_a,precision_b,recall_a,recall_b,n_detections_a,n_detections_b,p_value_raw,p_value_adj,significant,wins_a,losses_a,ties,n_tiles
8,Leaderboard distinguishability,leaderboard,pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t10 N=5 N=5, 5-of-5",0.8645,0.4795,0.385,0.9741,0.5932,0.777,0.4023,347,295,0.0,0.0,***,103,26,358,487
8,Leaderboard distinguishability,leaderboard,pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t10 N=30 N=30, 22-of-30",0.8645,0.4768,0.3877,0.9741,0.5091,0.777,0.4483,347,383,0.0,0.0,***,97,32,358,487
8,Leaderboard distinguishability,leaderboard,pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t10 N=10 N=10, 9-of-10",0.8645,0.4695,0.395,0.9741,0.5549,0.777,0.4069,347,319,0.0,0.0,***,104,26,357,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5",flash-high-image-3-of-5--flash-min-vf (t=0.15),0.8554,0.8511,0.0043,0.9346,0.8759,0.7885,0.8276,367,411,0.8537,0.8594,ns,47,56,384,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5",text-baseline--flash-min-vf (t=0.15),0.8554,0.832,0.0233,0.9346,0.806,0.7885,0.8598,367,464,0.2377,0.2612,ns,56,47,384,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","flash-high-text N=30 N=30, 26-of-30",0.8554,0.8259,0.0295,0.9346,0.8458,0.7885,0.8069,367,415,0.0968,0.1143,ns,30,36,421,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","pro-high-image N=5 N=5, 3-of-5",0.8554,0.8212,0.0342,0.9346,0.7898,0.7885,0.8552,367,471,0.0617,0.0737,ns,51,41,395,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","flash-high-image N=10 N=10, 6-of-10",0.8554,0.8116,0.0438,0.9346,0.7879,0.7885,0.8368,367,462,0.0354,0.0441,*,48,47,392,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","flash-high-text N=10 N=10, 9-of-10",0.8554,0.8106,0.0447,0.9346,0.8144,0.7885,0.8069,367,431,0.0203,0.0259,*,35,39,413,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","flash-high-image N=5 N=5, 3-of-5",0.8554,0.7992,0.0562,0.9346,0.7431,0.7885,0.8644,367,506,0.0079,0.0105,*,48,50,389,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","flash-high-text N=5 N=5, 5-of-5",0.8554,0.7882,0.0671,0.9346,0.8072,0.7885,0.7701,367,415,0.001,0.0014,**,44,36,407,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5",image-baseline--flash-min-vf (t=0.2),0.8554,0.7822,0.0731,0.9346,0.7241,0.7885,0.8506,367,511,0.0006,0.0009,***,65,45,377,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","flash-min-image N=10 N=10, 6-of-10",0.8554,0.7332,0.1222,0.9346,0.643,0.7885,0.8529,367,577,0.0,0.0,***,39,46,402,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","flash-min-image N=5 N=5, 4-of-5",0.8554,0.7244,0.1309,0.9346,0.6635,0.7885,0.7977,367,523,0.0,0.0,***,48,44,395,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","flash-min-text-t07 N=30 N=30, 29-of-30",0.8554,0.6694,0.1859,0.9346,0.6094,0.7885,0.7425,367,530,0.0,0.0,***,47,26,414,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","flash-min-text-t07 N=5 N=5, 5-of-5",0.8554,0.6471,0.2083,0.9346,0.5391,0.7885,0.8092,367,653,0.0,0.0,***,38,35,414,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","flash-min-text-t07 N=10 N=10, 10-of-10",0.8554,0.6412,0.2142,0.9346,0.5696,0.7885,0.7333,367,560,0.0,0.0,***,50,27,410,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","single-pass-t0 N=10 N=10, 10-of-10",0.8554,0.5626,0.2927,0.9346,0.4176,0.7885,0.8621,367,898,0.0,0.0,***,26,38,423,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","single-pass-t0 N=5 N=5, 5-of-5",0.8554,0.5541,0.3012,0.9346,0.4038,0.7885,0.8828,367,951,0.0,0.0,***,27,39,421,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","flash-min-text-t10 N=5 N=5, 5-of-5",0.8554,0.4795,0.3759,0.9346,0.5932,0.7885,0.4023,367,295,0.0,0.0,***,102,16,369,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","flash-min-text-t10 N=30 N=30, 22-of-30",0.8554,0.4768,0.3786,0.9346,0.5091,0.7885,0.4483,367,383,0.0,0.0,***,98,21,368,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","flash-min-text-t10 N=10 N=10, 9-of-10",0.8554,0.4695,0.3859,0.9346,0.5549,0.7885,0.4069,367,319,0.0,0.0,***,103,16,368,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),text-baseline--flash-min-vf (t=0.15),0.8511,0.832,0.019,0.8759,0.806,0.8276,0.8598,411,464,0.3397,0.364,ns,54,51,382,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-high-text N=30 N=30, 26-of-30",0.8511,0.8259,0.0252,0.8759,0.8458,0.8276,0.8069,411,415,0.1704,0.1915,ns,46,47,394,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"pro-high-image N=5 N=5, 3-of-5",0.8511,0.8212,0.0299,0.8759,0.7898,0.8276,0.8552,411,471,0.1419,0.1619,ns,59,52,376,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-high-image N=10 N=10, 6-of-10",0.8511,0.8116,0.0395,0.8759,0.7879,0.8276,0.8368,411,462,0.0052,0.007,**,41,46,400,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-high-text N=10 N=10, 9-of-10",0.8511,0.8106,0.0404,0.8759,0.8144,0.8276,0.8069,411,431,0.0371,0.0458,*,47,49,391,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-high-image N=5 N=5, 3-of-5",0.8511,0.7992,0.0519,0.8759,0.7431,0.8276,0.8644,411,506,0.0002,0.0003,***,37,40,410,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-high-text N=5 N=5, 5-of-5",0.8511,0.7882,0.0628,0.8759,0.8072,0.8276,0.7701,411,415,0.0008,0.0012,**,55,47,385,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),image-baseline--flash-min-vf (t=0.2),0.8511,0.7822,0.0688,0.8759,0.7241,0.8276,0.8506,411,511,0.0,0.0,***,62,38,387,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-min-image N=10 N=10, 6-of-10",0.8511,0.7332,0.1179,0.8759,0.643,0.8276,0.8529,411,577,0.0,0.0,***,44,49,394,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-min-image N=5 N=5, 4-of-5",0.8511,0.7244,0.1266,0.8759,0.6635,0.8276,0.7977,411,523,0.0,0.0,***,51,45,391,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t07 N=30 N=30, 29-of-30",0.8511,0.6694,0.1816,0.8759,0.6094,0.8276,0.7425,411,530,0.0,0.0,***,71,46,370,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t07 N=5 N=5, 5-of-5",0.8511,0.6471,0.204,0.8759,0.5391,0.8276,0.8092,411,653,0.0,0.0,***,61,53,373,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t07 N=10 N=10, 10-of-10",0.8511,0.6412,0.2099,0.8759,0.5696,0.8276,0.7333,411,560,0.0,0.0,***,72,47,368,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"single-pass-t0 N=10 N=10, 10-of-10",0.8511,0.5626,0.2884,0.8759,0.4176,0.8276,0.8621,411,898,0.0,0.0,***,50,56,381,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"single-pass-t0 N=5 N=5, 5-of-5",0.8511,0.5541,0.297,0.8759,0.4038,0.8276,0.8828,411,951,0.0,0.0,***,48,55,384,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t10 N=5 N=5, 5-of-5",0.8511,0.4795,0.3716,0.8759,0.5932,0.8276,0.4023,411,295,0.0,0.0,***,124,23,340,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t10 N=30 N=30, 22-of-30",0.8511,0.4768,0.3743,0.8759,0.5091,0.8276,0.4483,411,383,0.0,0.0,***,115,26,346,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t10 N=10 N=10, 9-of-10",0.8511,0.4695,0.3816,0.8759,0.5549,0.8276,0.4069,411,319,0.0,0.0,***,126,23,338,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-high-text N=30 N=30, 26-of-30",0.832,0.8259,0.0062,0.806,0.8458,0.8598,0.8069,464,415,0.7378,0.7529,ns,45,55,387,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"pro-high-image N=5 N=5, 3-of-5",0.832,0.8212,0.0108,0.806,0.7898,0.8598,0.8552,464,471,0.5691,0.5908,ns,53,60,374,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-high-image N=10 N=10, 6-of-10",0.832,0.8116,0.0204,0.806,0.7879,0.8598,0.8368,464,462,0.3078,0.331,ns,53,58,376,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-high-text N=10 N=10, 9-of-10",0.832,0.8106,0.0214,0.806,0.8144,0.8598,0.8069,464,431,0.2686,0.2909,ns,41,57,389,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-high-image N=5 N=5, 3-of-5",0.832,0.7992,0.0329,0.806,0.7431,0.8598,0.8644,464,506,0.1006,0.1177,ns,53,59,375,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-high-text N=5 N=5, 5-of-5",0.832,0.7882,0.0438,0.806,0.8072,0.8598,0.7701,464,415,0.0371,0.0458,*,53,49,385,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),image-baseline--flash-min-vf (t=0.2),0.832,0.7822,0.0498,0.806,0.7241,0.8598,0.8506,464,511,0.0063,0.0084,**,51,41,395,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-min-image N=10 N=10, 6-of-10",0.832,0.7332,0.0988,0.806,0.643,0.8598,0.8529,464,577,0.0,0.0,***,50,60,377,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-min-image N=5 N=5, 4-of-5",0.832,0.7244,0.1076,0.806,0.6635,0.8598,0.7977,464,523,0.0,0.0,***,54,54,379,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-min-text-t07 N=30 N=30, 29-of-30",0.832,0.6694,0.1626,0.806,0.6094,0.8598,0.7425,464,530,0.0,0.0,***,52,47,388,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-min-text-t07 N=5 N=5, 5-of-5",0.832,0.6471,0.185,0.806,0.5391,0.8598,0.8092,464,653,0.0,0.0,***,45,55,387,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-min-text-t07 N=10 N=10, 10-of-10",0.832,0.6412,0.1908,0.806,0.5696,0.8598,0.7333,464,560,0.0,0.0,***,56,46,385,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"single-pass-t0 N=10 N=10, 10-of-10",0.832,0.5626,0.2694,0.806,0.4176,0.8598,0.8621,464,898,0.0,0.0,***,35,54,398,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"single-pass-t0 N=5 N=5, 5-of-5",0.832,0.5541,0.2779,0.806,0.4038,0.8598,0.8828,464,951,0.0,0.0,***,34,57,396,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-min-text-t10 N=5 N=5, 5-of-5",0.832,0.4795,0.3526,0.806,0.5932,0.8598,0.4023,464,295,0.0,0.0,***,119,27,341,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-min-text-t10 N=30 N=30, 22-of-30",0.832,0.4768,0.3553,0.806,0.5091,0.8598,0.4483,464,383,0.0,0.0,***,110,32,345,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-min-text-t10 N=10 N=10, 9-of-10",0.832,0.4695,0.3625,0.806,0.5549,0.8598,0.4069,464,319,0.0,0.0,***,119,27,341,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","pro-high-image N=5 N=5, 3-of-5",0.8259,0.8212,0.0047,0.8458,0.7898,0.8069,0.8552,415,471,0.8038,0.8119,ns,52,40,395,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-high-image N=10 N=10, 6-of-10",0.8259,0.8116,0.0143,0.8458,0.7879,0.8069,0.8368,415,462,0.3811,0.404,ns,41,34,412,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-high-text N=10 N=10, 9-of-10",0.8259,0.8106,0.0153,0.8458,0.8144,0.8069,0.8069,415,431,0.0671,0.0799,ns,9,9,469,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-high-image N=5 N=5, 3-of-5",0.8259,0.7992,0.0267,0.8458,0.7431,0.8069,0.8644,415,506,0.1133,0.1302,ns,43,37,407,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-high-text N=5 N=5, 5-of-5",0.8259,0.7882,0.0376,0.8458,0.8072,0.8069,0.7701,415,415,0.0019,0.0026,**,22,6,459,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30",image-baseline--flash-min-vf (t=0.2),0.8259,0.7822,0.0436,0.8458,0.7241,0.8069,0.8506,415,511,0.0244,0.0309,*,66,42,379,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-min-image N=10 N=10, 6-of-10",0.8259,0.7332,0.0927,0.8458,0.643,0.8069,0.8529,415,577,0.0,0.0,***,40,38,409,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-min-image N=5 N=5, 4-of-5",0.8259,0.7244,0.1015,0.8458,0.6635,0.8069,0.7977,415,523,0.0,0.0,***,42,31,414,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-min-text-t07 N=30 N=30, 29-of-30",0.8259,0.6694,0.1565,0.8458,0.6094,0.8069,0.7425,415,530,0.0,0.0,***,47,22,418,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-min-text-t07 N=5 N=5, 5-of-5",0.8259,0.6471,0.1788,0.8458,0.5391,0.8069,0.8092,415,653,0.0,0.0,***,39,31,417,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-min-text-t07 N=10 N=10, 10-of-10",0.8259,0.6412,0.1847,0.8458,0.5696,0.8069,0.7333,415,560,0.0,0.0,***,52,24,411,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","single-pass-t0 N=10 N=10, 10-of-10",0.8259,0.5626,0.2632,0.8458,0.4176,0.8069,0.8621,415,898,0.0,0.0,***,29,34,424,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","single-pass-t0 N=5 N=5, 5-of-5",0.8259,0.5541,0.2718,0.8458,0.4038,0.8069,0.8828,415,951,0.0,0.0,***,31,35,421,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-min-text-t10 N=5 N=5, 5-of-5",0.8259,0.4795,0.3464,0.8458,0.5932,0.8069,0.4023,415,295,0.0,0.0,***,105,14,368,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-min-text-t10 N=30 N=30, 22-of-30",0.8259,0.4768,0.3491,0.8458,0.5091,0.8069,0.4483,415,383,0.0,0.0,***,99,18,370,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-min-text-t10 N=10 N=10, 9-of-10",0.8259,0.4695,0.3564,0.8458,0.5549,0.8069,0.4069,415,319,0.0,0.0,***,104,11,372,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","flash-high-image N=10 N=10, 6-of-10",0.8212,0.8116,0.0096,0.7898,0.7879,0.8552,0.8368,471,462,0.595,0.6134,ns,38,51,398,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","flash-high-text N=10 N=10, 9-of-10",0.8212,0.8106,0.0106,0.7898,0.8144,0.8552,0.8069,471,431,0.5757,0.5956,ns,39,54,394,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","flash-high-image N=5 N=5, 3-of-5",0.8212,0.7992,0.022,0.7898,0.7431,0.8552,0.8644,471,506,0.2507,0.2735,ns,38,53,396,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","flash-high-text N=5 N=5, 5-of-5",0.8212,0.7882,0.033,0.7898,0.8072,0.8552,0.7701,471,415,0.1122,0.13,ns,48,47,392,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5",image-baseline--flash-min-vf (t=0.2),0.8212,0.7822,0.039,0.7898,0.7241,0.8552,0.8506,471,511,0.0497,0.0601,ns,63,50,374,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","flash-min-image N=10 N=10, 6-of-10",0.8212,0.7332,0.088,0.7898,0.643,0.8552,0.8529,471,577,0.0,0.0,***,34,48,405,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","flash-min-image N=5 N=5, 4-of-5",0.8212,0.7244,0.0968,0.7898,0.6635,0.8552,0.7977,471,523,0.0,0.0,***,44,49,394,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","flash-min-text-t07 N=30 N=30, 29-of-30",0.8212,0.6694,0.1518,0.7898,0.6094,0.8552,0.7425,471,530,0.0,0.0,***,59,42,386,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","flash-min-text-t07 N=5 N=5, 5-of-5",0.8212,0.6471,0.1741,0.7898,0.5391,0.8552,0.8092,471,653,0.0,0.0,***,46,47,394,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","flash-min-text-t07 N=10 N=10, 10-of-10",0.8212,0.6412,0.18,0.7898,0.5696,0.8552,0.7333,471,560,0.0,0.0,***,62,39,386,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","single-pass-t0 N=10 N=10, 10-of-10",0.8212,0.5626,0.2586,0.7898,0.4176,0.8552,0.8621,471,898,0.0,0.0,***,35,49,403,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","single-pass-t0 N=5 N=5, 5-of-5",0.8212,0.5541,0.2671,0.7898,0.4038,0.8552,0.8828,471,951,0.0,0.0,***,35,51,401,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","flash-min-text-t10 N=5 N=5, 5-of-5",0.8212,0.4795,0.3417,0.7898,0.5932,0.8552,0.4023,471,295,0.0,0.0,***,112,22,353,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","flash-min-text-t10 N=30 N=30, 22-of-30",0.8212,0.4768,0.3444,0.7898,0.5091,0.8552,0.4483,471,383,0.0,0.0,***,106,25,356,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","flash-min-text-t10 N=10 N=10, 9-of-10",0.8212,0.4695,0.3517,0.7898,0.5549,0.8552,0.4069,471,319,0.0,0.0,***,116,22,349,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=10 N=10, 6-of-10","flash-high-text N=10 N=10, 9-of-10",0.8116,0.8106,0.001,0.7879,0.8144,0.8368,0.8069,462,431,0.9561,0.9561,ns,36,45,406,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=10 N=10, 6-of-10","flash-high-image N=5 N=5, 3-of-5",0.8116,0.7992,0.0124,0.7879,0.7431,0.8368,0.8644,462,506,0.2152,0.2391,ns,18,20,449,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=10 N=10, 6-of-10","flash-high-text N=5 N=5, 5-of-5",0.8116,0.7882,0.0234,0.7879,0.8072,0.8368,0.7701,462,415,0.2147,0.2391,ns,41,36,410,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=10 N=10, 6-of-10",image-baseline--flash-min-vf (t=0.2),0.8116,0.7822,0.0294,0.7879,0.7241,0.8368,0.8506,462,511,0.1008,0.1177,ns,64,41,382,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=10 N=10, 6-of-10","flash-min-image N=10 N=10, 6-of-10",0.8116,0.7332,0.0784,0.7879,0.643,0.8368,0.8529,462,577,0.0,0.0,***,28,38,421,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=10 N=10, 6-of-10","flash-min-image N=5 N=5, 4-of-5",0.8116,0.7244,0.0872,0.7879,0.6635,0.8368,0.7977,462,523,0.0,0.0,***,39,35,413,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=10 N=10, 6-of-10","flash-min-text-t07 N=30 N=30, 29-of-30",0.8116,0.6694,0.1422,0.7879,0.6094,0.8368,0.7425,462,530,0.0,0.0,***,57,36,394,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=10 N=10, 6-of-10","flash-min-text-t07 N=5 N=5, 5-of-5",0.8116,0.6471,0.1645,0.7879,0.5391,0.8368,0.8092,462,653,0.0,0.0,***,45,45,397,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=10 N=10, 6-of-10","flash-min-text-t07 N=10 N=10, 10-of-10",0.8116,0.6412,0.1704,0.7879,0.5696,0.8368,0.7333,462,560,0.0,0.0,***,62,37,388,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=10 N=10, 6-of-10","single-pass-t0 N=10 N=10, 10-of-10",0.8116,0.5626,0.249,0.7879,0.4176,0.8368,0.8621,462,898,0.0,0.0,***,39,47,401,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=10 N=10, 6-of-10","single-pass-t0 N=5 N=5, 5-of-5",0.8116,0.5541,0.2575,0.7879,0.4038,0.8368,0.8828,462,951,0.0,0.0,***,39,47,401,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=10 N=10, 6-of-10","flash-min-text-t10 N=5 N=5, 5-of-5",0.8116,0.4795,0.3321,0.7879,0.5932,0.8368,0.4023,462,295,0.0,0.0,***,116,23,348,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=10 N=10, 6-of-10","flash-min-text-t10 N=30 N=30, 22-of-30",0.8116,0.4768,0.3348,0.7879,0.5091,0.8368,0.4483,462,383,0.0,0.0,***,110,25,352,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=10 N=10, 6-of-10","flash-min-text-t10 N=10 N=10, 9-of-10",0.8116,0.4695,0.3421,0.7879,0.5549,0.8368,0.4069,462,319,0.0,0.0,***,117,23,347,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","flash-high-image N=5 N=5, 3-of-5",0.8106,0.7992,0.0115,0.8144,0.7431,0.8069,0.8644,431,506,0.5105,0.5355,ns,45,39,403,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","flash-high-text N=5 N=5, 5-of-5",0.8106,0.7882,0.0224,0.8144,0.8072,0.8069,0.7701,431,415,0.0607,0.0728,ns,23,6,458,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10",image-baseline--flash-min-vf (t=0.2),0.8106,0.7822,0.0284,0.8144,0.7241,0.8069,0.8506,431,511,0.1515,0.1722,ns,68,39,380,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","flash-min-image N=10 N=10, 6-of-10",0.8106,0.7332,0.0774,0.8144,0.643,0.8069,0.8529,431,577,0.0001,0.0002,***,43,39,405,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","flash-min-image N=5 N=5, 4-of-5",0.8106,0.7244,0.0862,0.8144,0.6635,0.8069,0.7977,431,523,0.0,0.0,***,42,31,414,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","flash-min-text-t07 N=30 N=30, 29-of-30",0.8106,0.6694,0.1412,0.8144,0.6094,0.8069,0.7425,431,530,0.0,0.0,***,45,22,420,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","flash-min-text-t07 N=5 N=5, 5-of-5",0.8106,0.6471,0.1636,0.8144,0.5391,0.8069,0.8092,431,653,0.0,0.0,***,37,29,421,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","flash-min-text-t07 N=10 N=10, 10-of-10",0.8106,0.6412,0.1694,0.8144,0.5696,0.8069,0.7333,431,560,0.0,0.0,***,49,22,416,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","single-pass-t0 N=10 N=10, 10-of-10",0.8106,0.5626,0.248,0.8144,0.4176,0.8069,0.8621,431,898,0.0,0.0,***,29,31,427,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","single-pass-t0 N=5 N=5, 5-of-5",0.8106,0.5541,0.2565,0.8144,0.4038,0.8069,0.8828,431,951,0.0,0.0,***,30,31,426,487
