threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,491,0.7373,0.8322,0.7819,0.7407,0.8169,0.6789,0.7839,0.7906,0.8717
0.05,441,0.8209,0.8322,0.8265,0.7924,0.8572,0.772,0.8615,0.7906,0.8717
0.1,407,0.887,0.8299,0.8575,0.8246,0.8847,0.8471,0.9187,0.7883,0.8712
0.15,368,0.9592,0.8115,0.8792,0.8493,0.9059,0.9312,0.9787,0.7672,0.8549
0.2,364,0.9643,0.8069,0.8786,0.8486,0.9052,0.9395,0.9833,0.7616,0.8496
0.25,349,0.9713,0.7793,0.8648,0.8325,0.8936,0.9507,0.9876,0.7312,0.8246
0.3,349,0.9713,0.7793,0.8648,0.8325,0.8936,0.9507,0.9876,0.7312,0.8246
0.35,349,0.9713,0.7793,0.8648,0.8325,0.8936,0.9507,0.9876,0.7312,0.8246
0.4,348,0.9713,0.777,0.8633,0.8313,0.8914,0.9506,0.9876,0.7285,0.8221
0.45,336,0.9732,0.7517,0.8482,0.8155,0.8776,0.9536,0.9886,0.7028,0.7958
0.5,336,0.9732,0.7517,0.8482,0.8155,0.8776,0.9536,0.9886,0.7028,0.7958
0.55,336,0.9732,0.7517,0.8482,0.8155,0.8776,0.9536,0.9886,0.7028,0.7958
0.6,336,0.9732,0.7517,0.8482,0.8155,0.8776,0.9536,0.9886,0.7028,0.7958
0.65,336,0.9732,0.7517,0.8482,0.8155,0.8776,0.9536,0.9886,0.7028,0.7958
0.7,336,0.9732,0.7517,0.8482,0.8155,0.8776,0.9536,0.9886,0.7028,0.7958
0.75,333,0.973,0.7448,0.8438,0.8099,0.873,0.9533,0.9885,0.6955,0.7884
0.8,326,0.9724,0.7287,0.8331,0.7995,0.8641,0.9519,0.9882,0.6819,0.7741
0.85,326,0.9724,0.7287,0.8331,0.7995,0.8641,0.9519,0.9882,0.6819,0.7741
0.9,288,0.9722,0.6437,0.7746,0.7353,0.811,0.951,0.9893,0.5936,0.6923
0.95,286,0.972,0.6391,0.7712,0.7329,0.807,0.9505,0.9892,0.5908,0.6872
1.0,185,0.973,0.4138,0.5806,0.5349,0.6244,0.9463,0.9947,0.3686,0.4588
