buffer_band,n,mean_ds_posterior,sd,ci_lo,ci_hi
50.0,462,0.1883821679377899,0.0,0.1883821679377899,0.1883821679377899
75.0,117,0.18838216793778984,5.574990997281199e-17,0.18838216793778984,0.18838216793778984
100.0,47,0.18838216793778997,8.416693383962306e-17,0.18838216793778995,0.18838216793779
125.0,19,0.18838216793778986,2.851614316424119e-17,0.18838216793778986,0.18838216793778986
150.0,11,0.1883821679377899,0.0,0.1883821679377899,0.1883821679377899
200.0,74,0.18838216793778995,5.589007133815656e-17,0.18838216793778995,0.18838216793778995
