threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,1173,0.364,0.7922,0.4988,0.4428,0.5488,0.312,0.4144,0.7391,0.8424
0.05,923,0.4605,0.7885,0.5814,0.5285,0.6288,0.406,0.5132,0.7346,0.8386
0.1,748,0.5642,0.7829,0.6558,0.6096,0.7011,0.5136,0.613,0.7291,0.8339
0.15,601,0.6855,0.7644,0.7228,0.6768,0.766,0.6371,0.7327,0.7138,0.8152
0.2,595,0.6908,0.7625,0.7249,0.6792,0.7691,0.6421,0.7378,0.7106,0.8138
0.25,539,0.718,0.718,0.718,0.6743,0.7609,0.6701,0.7647,0.6654,0.7723
0.3,539,0.718,0.718,0.718,0.6743,0.7609,0.6701,0.7647,0.6654,0.7723
0.35,534,0.7191,0.7124,0.7158,0.6711,0.7594,0.6711,0.767,0.6599,0.766
0.4,534,0.7191,0.7124,0.7158,0.6711,0.7594,0.6711,0.767,0.6599,0.766
0.45,512,0.7246,0.6883,0.706,0.6623,0.7511,0.6783,0.7719,0.6349,0.7413
0.5,512,0.7246,0.6883,0.706,0.6623,0.7511,0.6783,0.7719,0.6349,0.7413
0.55,512,0.7246,0.6883,0.706,0.6623,0.7511,0.6783,0.7719,0.6349,0.7413
0.6,512,0.7246,0.6883,0.706,0.6623,0.7511,0.6783,0.7719,0.6349,0.7413
0.65,512,0.7246,0.6883,0.706,0.6623,0.7511,0.6783,0.7719,0.6349,0.7413
0.7,510,0.7235,0.6846,0.7035,0.6587,0.7483,0.6775,0.7712,0.6321,0.7367
0.75,507,0.7239,0.6809,0.7017,0.6566,0.7474,0.6775,0.7719,0.6284,0.734
0.8,498,0.7229,0.6679,0.6943,0.6488,0.7388,0.6764,0.7698,0.6116,0.7212
0.85,497,0.7223,0.666,0.6931,0.6472,0.7374,0.6759,0.7698,0.6103,0.7182
0.9,450,0.7311,0.6104,0.6653,0.6186,0.7109,0.6818,0.7791,0.5553,0.6648
0.95,445,0.7348,0.6067,0.6646,0.6177,0.7104,0.6855,0.784,0.5508,0.6614
1.0,313,0.7636,0.4434,0.561,0.5085,0.6097,0.7057,0.8179,0.3918,0.4941
