threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,627,0.5582,0.8046,0.6591,0.6156,0.6983,0.5094,0.6044,0.7618,0.844
0.05,519,0.6724,0.8023,0.7317,0.6916,0.7663,0.6279,0.7146,0.7585,0.843
0.1,477,0.7233,0.7931,0.7566,0.7177,0.7911,0.6812,0.7622,0.7506,0.8342
0.15,425,0.7929,0.7747,0.7837,0.7457,0.8186,0.752,0.831,0.7285,0.8186
0.2,424,0.7925,0.7724,0.7823,0.7436,0.8176,0.7518,0.8305,0.7262,0.8166
0.25,405,0.8074,0.7517,0.7786,0.7391,0.8134,0.7634,0.8446,0.7067,0.795
0.3,405,0.8074,0.7517,0.7786,0.7391,0.8134,0.7634,0.8446,0.7067,0.795
0.35,402,0.806,0.7448,0.7742,0.7346,0.8091,0.7614,0.8434,0.6988,0.788
0.4,402,0.806,0.7448,0.7742,0.7346,0.8091,0.7614,0.8434,0.6988,0.788
0.45,386,0.8083,0.7172,0.76,0.7188,0.7973,0.7647,0.8471,0.6682,0.7636
0.5,386,0.8083,0.7172,0.76,0.7188,0.7973,0.7647,0.8471,0.6682,0.7636
0.55,386,0.8083,0.7172,0.76,0.7188,0.7973,0.7647,0.8471,0.6682,0.7636
0.6,386,0.8083,0.7172,0.76,0.7188,0.7973,0.7647,0.8471,0.6682,0.7636
0.65,385,0.8078,0.7149,0.7585,0.7178,0.796,0.7635,0.8469,0.6667,0.7618
0.7,383,0.8068,0.7103,0.7555,0.7138,0.7924,0.7634,0.8458,0.6621,0.7573
0.75,381,0.8084,0.708,0.7549,0.7132,0.7919,0.7642,0.8487,0.6583,0.7555
0.8,373,0.807,0.692,0.745,0.7036,0.7831,0.7625,0.8468,0.6429,0.7388
0.85,372,0.8065,0.6897,0.7435,0.7009,0.7822,0.7615,0.8464,0.6405,0.7371
0.9,328,0.7988,0.6023,0.6868,0.6406,0.7285,0.7493,0.8423,0.5519,0.6556
0.95,328,0.7988,0.6023,0.6868,0.6406,0.7285,0.7493,0.8423,0.5519,0.6556
1.0,228,0.8026,0.4207,0.552,0.5007,0.5994,0.7489,0.8514,0.3714,0.4699
