threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,572,0.3549,0.4667,0.4032,0.3256,0.4694,0.2753,0.4356,0.3833,0.5396
0.05,393,0.5115,0.4621,0.4855,0.4074,0.5512,0.4177,0.5995,0.3811,0.5344
0.1,291,0.6735,0.4506,0.5399,0.4603,0.6013,0.5937,0.7427,0.3685,0.5225
0.15,239,0.8075,0.4437,0.5727,0.4888,0.6354,0.7323,0.8684,0.3624,0.5138
0.2,233,0.8112,0.4345,0.5659,0.4846,0.6296,0.7357,0.8732,0.3543,0.5055
0.25,224,0.8125,0.4184,0.5524,0.4692,0.6175,0.7398,0.8708,0.3396,0.4836
0.3,224,0.8125,0.4184,0.5524,0.4692,0.6175,0.7398,0.8708,0.3396,0.4836
0.35,223,0.8117,0.4161,0.5502,0.4685,0.6158,0.7385,0.8708,0.3369,0.4823
0.4,223,0.8117,0.4161,0.5502,0.4685,0.6158,0.7385,0.8708,0.3369,0.4823
0.45,218,0.8211,0.4115,0.5482,0.4658,0.6138,0.7471,0.8818,0.3324,0.479
0.5,218,0.8211,0.4115,0.5482,0.4658,0.6138,0.7471,0.8818,0.3324,0.479
0.55,218,0.8211,0.4115,0.5482,0.4658,0.6138,0.7471,0.8818,0.3324,0.479
0.6,218,0.8211,0.4115,0.5482,0.4658,0.6138,0.7471,0.8818,0.3324,0.479
0.65,218,0.8211,0.4115,0.5482,0.4658,0.6138,0.7471,0.8818,0.3324,0.479
0.7,218,0.8211,0.4115,0.5482,0.4658,0.6138,0.7471,0.8818,0.3324,0.479
0.75,217,0.8249,0.4115,0.5491,0.4665,0.615,0.7522,0.8852,0.3324,0.479
0.8,217,0.8249,0.4115,0.5491,0.4665,0.615,0.7522,0.8852,0.3324,0.479
0.85,216,0.8241,0.4092,0.5469,0.4654,0.6111,0.751,0.8846,0.3316,0.4757
0.9,194,0.8454,0.377,0.5215,0.4427,0.5845,0.7783,0.905,0.3048,0.4404
0.95,194,0.8454,0.377,0.5215,0.4427,0.5845,0.7783,0.905,0.3048,0.4404
1.0,152,0.8553,0.2989,0.4429,0.3612,0.5099,0.7712,0.9217,0.2352,0.3598
