threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,654,0.5917,0.718,0.6488,0.602,0.6936,0.5419,0.6345,0.6649,0.7736
0.05,586,0.6553,0.7124,0.6827,0.636,0.7276,0.6076,0.6966,0.6585,0.7669
0.1,560,0.6786,0.705,0.6915,0.645,0.7353,0.6323,0.7192,0.6518,0.7591
0.15,497,0.7425,0.6846,0.7124,0.666,0.7554,0.6984,0.7839,0.63,0.7385
0.2,492,0.7439,0.679,0.71,0.6641,0.7533,0.7004,0.7859,0.6235,0.7322
0.25,468,0.75,0.6512,0.6971,0.6479,0.742,0.7052,0.7909,0.5925,0.7054
0.3,468,0.75,0.6512,0.6971,0.6479,0.742,0.7052,0.7909,0.5925,0.7054
0.35,464,0.7543,0.6494,0.6979,0.6486,0.7428,0.7101,0.7936,0.5907,0.7039
0.4,464,0.7543,0.6494,0.6979,0.6486,0.7428,0.7101,0.7936,0.5907,0.7039
0.45,441,0.7528,0.616,0.6776,0.6278,0.7227,0.7087,0.7931,0.5587,0.674
0.5,441,0.7528,0.616,0.6776,0.6278,0.7227,0.7087,0.7931,0.5587,0.674
0.55,441,0.7528,0.616,0.6776,0.6278,0.7227,0.7087,0.7931,0.5587,0.674
0.6,441,0.7528,0.616,0.6776,0.6278,0.7227,0.7087,0.7931,0.5587,0.674
0.65,440,0.7545,0.616,0.6782,0.6286,0.7243,0.7104,0.7951,0.5587,0.674
0.7,437,0.7574,0.6141,0.6783,0.6297,0.7246,0.7136,0.7963,0.5578,0.6719
0.75,434,0.7581,0.6104,0.6763,0.6272,0.7224,0.7143,0.7982,0.5539,0.668
0.8,430,0.7605,0.6067,0.6749,0.6274,0.721,0.7176,0.8008,0.5514,0.6625
0.85,428,0.7593,0.603,0.6722,0.6253,0.7177,0.7164,0.7992,0.5481,0.6589
0.9,384,0.7552,0.538,0.6284,0.5815,0.6711,0.7088,0.8,0.4846,0.5914
0.95,382,0.7539,0.5343,0.6254,0.5778,0.6688,0.7079,0.7984,0.4817,0.5876
1.0,257,0.7782,0.3711,0.5025,0.4511,0.5533,0.7279,0.8245,0.3234,0.4197
