buffer_band,n,mean_ds_posterior,sd,ci_lo,ci_hi
50.0,243,0.29450378139460426,5.562572545270303e-17,0.29450378139460426,0.29450378139460426
75.0,19,0.29450378139460437,5.703228632848239e-17,0.29450378139460437,0.29450378139460437
100.0,7,0.2945037813946043,0.0,0.2945037813946043,0.2945037813946043
125.0,5,0.2945037813946043,0.0,0.2945037813946043,0.2945037813946043
150.0,7,0.2945037813946043,0.0,0.2945037813946043,0.2945037813946043
200.0,35,0.29450378139460437,5.632157586931056e-17,0.29450378139460437,0.29450378139460437
