label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper
consensus_t5,20,0.6025,0.5413,0.6654,0.8698,0.8191,0.9192,0.4608,0.3965,0.531
