R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi
50,3822,457,1198,4746,274,5020,0.893199345641505,0.8828613286893108,0.9029767226068304,0.7613545816733067,0.7474906020207521,0.7750880487538383,0.8220238735347887,0.8119125463487297,0.8319187718528022
75,3850,429,1199,4746,303,5049,0.8997429305912596,0.889614381431596,0.9092858039899342,0.7625272331154684,0.7487554478060635,0.776158380086226,0.8254716981132075,0.8155892438004284,0.8352954194989894
100,3865,414,1197,4746,316,5062,0.9032484225286281,0.8932924287407477,0.9126302093931924,0.7635322007111813,0.7498065675309099,0.7771473619321438,0.8275345252114334,0.8176567559248702,0.8372096674854361
125,3872,407,1198,4746,324,5070,0.9048843187660668,0.8949483511396714,0.914252526232329,0.7637080867850099,0.7499483738028311,0.7773192829003231,0.8283238849074768,0.8185252421913327,0.8379830616501999
150,3886,393,1197,4746,337,5083,0.9081561112409442,0.8985039210672122,0.9173377546186642,0.7645091481408617,0.7508075605815833,0.7780361635030354,0.8301644947660757,0.8203779923860425,0.8396473539885796
