threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,753,0.494,0.8552,0.6263,0.5765,0.6733,0.4369,0.5525,0.8199,0.8914
0.05,634,0.5852,0.8529,0.6941,0.6517,0.7321,0.5325,0.6347,0.8165,0.8891
0.1,529,0.6994,0.8506,0.7676,0.733,0.7988,0.6567,0.742,0.8132,0.8884
0.15,452,0.7854,0.8161,0.8005,0.7696,0.8315,0.7455,0.8221,0.7791,0.8565
0.2,443,0.7923,0.8069,0.7995,0.768,0.8296,0.7546,0.8295,0.766,0.8491
0.25,421,0.8005,0.7747,0.7874,0.7576,0.8182,0.7626,0.8362,0.7341,0.8182
0.3,421,0.8005,0.7747,0.7874,0.7576,0.8182,0.7626,0.8362,0.7341,0.8182
0.35,418,0.8038,0.7724,0.7878,0.7565,0.8202,0.7655,0.8398,0.732,0.8162
0.4,418,0.8038,0.7724,0.7878,0.7565,0.8202,0.7655,0.8398,0.732,0.8162
0.45,403,0.8065,0.7471,0.7757,0.7434,0.8067,0.7656,0.8424,0.7038,0.7896
0.5,403,0.8065,0.7471,0.7757,0.7434,0.8067,0.7656,0.8424,0.7038,0.7896
0.55,403,0.8065,0.7471,0.7757,0.7434,0.8067,0.7656,0.8424,0.7038,0.7896
0.6,403,0.8065,0.7471,0.7757,0.7434,0.8067,0.7656,0.8424,0.7038,0.7896
0.65,403,0.8065,0.7471,0.7757,0.7434,0.8067,0.7656,0.8424,0.7038,0.7896
0.7,403,0.8065,0.7471,0.7757,0.7434,0.8067,0.7656,0.8424,0.7038,0.7896
0.75,403,0.8065,0.7471,0.7757,0.7434,0.8067,0.7656,0.8424,0.7038,0.7896
0.8,400,0.805,0.7402,0.7713,0.7383,0.8036,0.7648,0.841,0.6973,0.7826
0.85,400,0.805,0.7402,0.7713,0.7383,0.8036,0.7648,0.841,0.6973,0.7826
0.9,362,0.8204,0.6828,0.7453,0.7094,0.7783,0.7809,0.8576,0.6378,0.7283
0.95,359,0.8245,0.6805,0.7456,0.7097,0.778,0.7853,0.8618,0.6352,0.7268
1.0,288,0.8507,0.5632,0.6777,0.639,0.7143,0.8117,0.8844,0.5158,0.6093
