threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,1454,0.1912,0.8715,0.3136,0.2677,0.3589,0.1582,0.225,0.8287,0.9127
0.05,1051,0.2645,0.8715,0.4058,0.3598,0.4496,0.2284,0.3012,0.8287,0.9127
0.1,856,0.3248,0.8715,0.4732,0.431,0.5148,0.2889,0.3626,0.8287,0.9127
0.15,677,0.3959,0.8401,0.5382,0.4989,0.5785,0.3584,0.4354,0.7919,0.8881
0.2,672,0.3988,0.8401,0.5409,0.5019,0.5806,0.3607,0.4385,0.7919,0.8881
0.25,610,0.4164,0.7962,0.5468,0.5046,0.5894,0.3768,0.458,0.7377,0.8505
0.3,610,0.4164,0.7962,0.5468,0.5046,0.5894,0.3768,0.458,0.7377,0.8505
0.35,602,0.4169,0.7868,0.5451,0.5021,0.5868,0.376,0.4575,0.7308,0.8397
0.4,602,0.4169,0.7868,0.5451,0.5021,0.5868,0.376,0.4575,0.7308,0.8397
0.45,571,0.4256,0.7618,0.5461,0.5043,0.5907,0.3841,0.4702,0.7042,0.8176
0.5,571,0.4256,0.7618,0.5461,0.5043,0.5907,0.3841,0.4702,0.7042,0.8176
0.55,570,0.4263,0.7618,0.5467,0.5045,0.591,0.3853,0.4703,0.7042,0.8176
0.6,570,0.4263,0.7618,0.5467,0.5045,0.591,0.3853,0.4703,0.7042,0.8176
0.65,570,0.4263,0.7618,0.5467,0.5045,0.591,0.3853,0.4703,0.7042,0.8176
0.7,568,0.4278,0.7618,0.5479,0.5046,0.5925,0.3854,0.472,0.7042,0.8176
0.75,562,0.427,0.7524,0.5448,0.5026,0.5889,0.3846,0.4705,0.6959,0.8089
0.8,552,0.4275,0.7398,0.5419,0.5006,0.5852,0.3871,0.4708,0.6832,0.7951
0.85,552,0.4275,0.7398,0.5419,0.5006,0.5852,0.3871,0.4708,0.6832,0.7951
0.9,490,0.4204,0.6458,0.5093,0.4652,0.5542,0.3774,0.4677,0.5852,0.704
0.95,487,0.4209,0.6426,0.5087,0.4631,0.5544,0.3778,0.469,0.5825,0.7007
1.0,341,0.437,0.4671,0.4515,0.4029,0.4938,0.3836,0.4888,0.4071,0.5213
