R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_phantom_duplicates_dropped,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi
50,3947,414,1214,4746,415,0,5161,0.9050676450355423,0.8931252840016538,0.914076029482739,0.7647742685526061,0.7519981957121009,0.7789389150363637,0.8290275152278933,0.819213897735149,0.8385097154255354
