R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_phantom_duplicates_dropped,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi
50,3930,750,1230,4746,414,1,5160,0.8397435897435898,0.8270743107754895,0.8500866796829468,0.7616279069767442,0.7502105271785142,0.7751692223741526,0.7987804878048781,0.7894396480858041,0.8081960708427453
