label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,mcc_boot_mean,sensitivity_boot_mean,specificity_boot_mean,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
MINIMAL-t0.3-5of10,20,0.5497,0.491,0.6068,0.4015,0.3439,0.462,0.8713,0.8274,0.9046,0.0999,0.0138,0.1838,0.917,0.1473,0.0993,0.9169,0.1471,normal,False,0.11088295687885011,487,zero_fraction_heuristic,
MINIMAL-t0.3-5of10,30,0.554,0.4953,0.6107,0.4047,0.347,0.4655,0.8782,0.8353,0.9095,0.0999,0.0138,0.1838,0.917,0.1473,0.0993,0.9169,0.1471,normal,False,0.11088295687885011,487,zero_fraction_heuristic,
MINIMAL-t0.3-5of10,40,0.5642,0.505,0.6207,0.4121,0.3538,0.4728,0.8943,0.8532,0.9235,0.0999,0.0138,0.1838,0.917,0.1473,0.0993,0.9169,0.1471,normal,False,0.11088295687885011,487,zero_fraction_heuristic,
MINIMAL-t0.3-5of10,50,0.5642,0.505,0.6207,0.4121,0.3538,0.4728,0.8943,0.8532,0.9235,0.0999,0.0138,0.1838,0.917,0.1473,0.0993,0.9169,0.1471,normal,False,0.11088295687885011,487,zero_fraction_heuristic,
