label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
f3prop-f35vf-n10-6of10-pt0.25,5,0.4078,0.3536,0.4614,0.4319,0.3743,0.4869,0.3862,0.3312,0.4409,0.7663,0.708,0.8181,0.7989,0.9534,sparse_cross_grid,True,0.5441478439425051,487,zero_fraction_heuristic,
f3prop-f35vf-n10-6of10-pt0.25,10,0.7403,0.6976,0.7809,0.7841,0.7382,0.8279,0.7011,0.6508,0.7475,0.7663,0.708,0.8181,0.7989,0.9534,sparse_cross_grid,True,0.5605749486652978,487,zero_fraction_heuristic,
f3prop-f35vf-n10-6of10-pt0.25,15,0.8301,0.7939,0.8636,0.8792,0.8408,0.9112,0.7862,0.7391,0.8292,0.7663,0.708,0.8181,0.7989,0.9534,sparse_cross_grid,True,0.5646817248459959,487,zero_fraction_heuristic,
f3prop-f35vf-n10-6of10-pt0.25,20,0.8689,0.8388,0.8961,0.9203,0.8892,0.9449,0.823,0.7768,0.8614,0.7663,0.708,0.8181,0.7989,0.9534,sparse_cross_grid,True,0.5646817248459959,487,zero_fraction_heuristic,
f3prop-f35vf-n10-6of10-pt0.25,25,0.8786,0.8488,0.9045,0.9306,0.9013,0.9531,0.8322,0.7862,0.8703,0.7663,0.708,0.8181,0.7989,0.9534,sparse_cross_grid,True,0.5646817248459959,487,zero_fraction_heuristic,
f3prop-f35vf-n10-6of10-pt0.25,30,0.8859,0.8571,0.9108,0.9383,0.9105,0.9596,0.8391,0.7926,0.8762,0.7663,0.708,0.8181,0.7989,0.9534,sparse_cross_grid,True,0.5646817248459959,487,zero_fraction_heuristic,
f3prop-f35vf-n10-6of10-pt0.25,35,0.8859,0.8571,0.9108,0.9383,0.9105,0.9596,0.8391,0.7926,0.8762,0.7663,0.708,0.8181,0.7989,0.9534,sparse_cross_grid,True,0.5646817248459959,487,zero_fraction_heuristic,
f3prop-f35vf-n10-6of10-pt0.25,40,0.8859,0.8571,0.9108,0.9383,0.9105,0.9596,0.8391,0.7926,0.8762,0.7663,0.708,0.8181,0.7989,0.9534,sparse_cross_grid,True,0.5646817248459959,487,zero_fraction_heuristic,
f3prop-f35vf-n10-6of10-pt0.25,45,0.8908,0.8626,0.9146,0.9434,0.9167,0.964,0.8437,0.7972,0.8803,0.7663,0.708,0.8181,0.7989,0.9534,sparse_cross_grid,True,0.5646817248459959,487,zero_fraction_heuristic,
f3prop-f35vf-n10-6of10-pt0.25,50,0.8908,0.8626,0.9146,0.9434,0.9167,0.964,0.8437,0.7972,0.8803,0.7663,0.708,0.8181,0.7989,0.9534,sparse_cross_grid,True,0.5646817248459959,487,zero_fraction_heuristic,
f3prop-f35vf-n10-6of10-pt0.25,75,0.8932,0.8655,0.9166,0.946,0.9191,0.9658,0.846,0.7999,0.8825,0.7663,0.708,0.8181,0.7989,0.9534,sparse_cross_grid,True,0.5646817248459959,487,zero_fraction_heuristic,
f3prop-f35vf-n10-6of10-pt0.25,100,0.8932,0.8655,0.9166,0.946,0.9191,0.9658,0.846,0.7999,0.8825,0.7663,0.708,0.8181,0.7989,0.9534,sparse_cross_grid,True,0.5646817248459959,487,zero_fraction_heuristic,
f3prop-f35vf-n10-6of10-pt0.25,125,0.8932,0.8655,0.9166,0.946,0.9191,0.9658,0.846,0.7999,0.8825,0.7663,0.708,0.8181,0.7989,0.9534,sparse_cross_grid,True,0.5646817248459959,487,zero_fraction_heuristic,
f3prop-f35vf-n10-6of10-pt0.25,150,0.8932,0.8655,0.9166,0.946,0.9191,0.9658,0.846,0.7999,0.8825,0.7663,0.708,0.8181,0.7989,0.9534,sparse_cross_grid,True,0.5646817248459959,487,zero_fraction_heuristic,
