label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles
verified-adversarial-text-accepted,5,0.2338,0.2196,0.2465,0.3535,0.3306,0.3742,0.1747,0.1631,0.1849,0.4313,0.415,0.4448,0.393,0.9574,sparse_cross_grid,True,0.5544147843942505,487
verified-adversarial-text-accepted,10,0.4123,0.3937,0.4276,0.6233,0.5911,0.648,0.308,0.2934,0.3237,0.4313,0.415,0.4448,0.393,0.9574,sparse_cross_grid,True,0.5626283367556468,487
verified-adversarial-text-accepted,15,0.4523,0.4341,0.4688,0.6837,0.651,0.7083,0.3379,0.3222,0.3535,0.4313,0.415,0.4448,0.393,0.9574,sparse_cross_grid,True,0.5646817248459959,487
verified-adversarial-text-accepted,20,0.4708,0.4531,0.487,0.7116,0.6798,0.737,0.3517,0.3359,0.3674,0.4313,0.415,0.4448,0.393,0.9574,sparse_cross_grid,True,0.5646817248459959,487
verified-adversarial-text-accepted,25,0.4738,0.4561,0.4902,0.7163,0.6846,0.7419,0.354,0.3379,0.3697,0.4313,0.415,0.4448,0.393,0.9574,sparse_cross_grid,True,0.5667351129363449,487
verified-adversarial-text-accepted,30,0.4769,0.4591,0.4935,0.7209,0.6896,0.748,0.3563,0.3403,0.372,0.4313,0.415,0.4448,0.393,0.9574,sparse_cross_grid,True,0.5667351129363449,487
verified-adversarial-text-accepted,35,0.4769,0.4591,0.4935,0.7209,0.6896,0.748,0.3563,0.3403,0.372,0.4313,0.415,0.4448,0.393,0.9574,sparse_cross_grid,True,0.5667351129363449,487
verified-adversarial-text-accepted,40,0.48,0.4621,0.4962,0.7256,0.6942,0.7525,0.3586,0.3426,0.3738,0.4313,0.415,0.4448,0.393,0.9574,sparse_cross_grid,True,0.5667351129363449,487
verified-adversarial-text-accepted,45,0.48,0.4621,0.4962,0.7256,0.6942,0.7525,0.3586,0.3426,0.3738,0.4313,0.415,0.4448,0.393,0.9574,sparse_cross_grid,True,0.5667351129363449,487
verified-adversarial-text-accepted,50,0.4831,0.4654,0.499,0.7302,0.6979,0.756,0.3609,0.3453,0.3762,0.4313,0.415,0.4448,0.393,0.9574,sparse_cross_grid,True,0.5687885010266941,487
verified-adversarial-text-accepted,75,0.4831,0.4654,0.499,0.7302,0.6979,0.756,0.3609,0.3453,0.3762,0.4313,0.415,0.4448,0.393,0.9574,sparse_cross_grid,True,0.5687885010266941,487
verified-adversarial-text-accepted,100,0.4862,0.4691,0.5012,0.7349,0.7045,0.7598,0.3632,0.3476,0.3783,0.4313,0.415,0.4448,0.393,0.9574,sparse_cross_grid,True,0.5687885010266941,487
verified-adversarial-text-accepted,125,0.4862,0.4691,0.5012,0.7349,0.7045,0.7598,0.3632,0.3476,0.3783,0.4313,0.415,0.4448,0.393,0.9574,sparse_cross_grid,True,0.5687885010266941,487
verified-adversarial-text-accepted,150,0.4892,0.4723,0.5043,0.7395,0.7086,0.7641,0.3655,0.35,0.3806,0.4313,0.415,0.4448,0.393,0.9574,sparse_cross_grid,True,0.5687885010266941,487
