R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_phantom_duplicates_dropped,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi,MCC,MCC_CI_lo,MCC_CI_hi,tile_TP,tile_TN,tile_FP,tile_FN,sensitivity,specificity
5,718,11558,4292,4731,279,0,5010,0.05848810687520365,0.05368572484329176,0.06341207944038428,0.14331337325349303,0.13257112594330211,0.15394931432406345,0.0830730070577346,0.07661635521577172,0.08965868715097638,0.05651100089609933,0.03540970775870059,0.07707355798316044,3083,833,4184,441,0.8748581157775256,0.16603547937014151
10,1840,10436,3170,4731,279,0,5010,0.14988595633756924,0.1414042246859251,0.15856148019587593,0.36726546906187624,0.35183655416328175,0.3825104264338178,0.21288904315631146,0.20229666300030055,0.2238171901501958,0.05651100089609933,0.03540970775870059,0.07707355798316044,3083,833,4184,441,0.8748581157775256,0.16603547937014151
15,2744,9532,2266,4731,279,0,5010,0.22352557836428805,0.21290420926484568,0.23443627280885904,0.5477045908183633,0.5314600578395412,0.5640263414370026,0.31748235566354277,0.3047894135193436,0.33019686037368395,0.05651100089609933,0.03540970775870059,0.07707355798316044,3083,833,4184,441,0.8748581157775256,0.16603547937014151
20,3364,8912,1646,4731,279,0,5010,0.27403062886933854,0.2621493675563379,0.2862661327322064,0.6714570858283433,0.6557845193764387,0.6869586565613351,0.38921670716186507,0.3757111025613456,0.4028696028632993,0.05651100089609933,0.03540970775870059,0.07707355798316044,3083,833,4184,441,0.8748581157775256,0.16603547937014151
25,3741,8535,1269,4731,279,0,5010,0.3047409579667644,0.29210464993609203,0.3175438659825648,0.7467065868263473,0.7321953250968982,0.7610355752920899,0.43283582089552236,0.4186426973824302,0.44693349437843927,0.05651100089609933,0.03540970775870059,0.07707355798316044,3083,833,4184,441,0.8748581157775256,0.16603547937014151
30,3922,8354,1088,4731,279,0,5010,0.319485174323884,0.30651477201509686,0.3325673718495378,0.7828343313373254,0.769214807691858,0.7962592302608895,0.4537776235103552,0.43947039732563503,0.46784807823900193,0.05651100089609933,0.03540970775870059,0.07707355798316044,3083,833,4184,441,0.8748581157775256,0.16603547937014151
35,4003,8273,1007,4731,279,0,5010,0.3260834147930922,0.31287258339393675,0.3392062064018079,0.799001996007984,0.7859302256942697,0.8118660671834337,0.4631493694319103,0.44867326087184395,0.4771040576543423,0.05651100089609933,0.03540970775870059,0.07707355798316044,3083,833,4184,441,0.8748581157775256,0.16603547937014151
40,4044,8232,966,4731,279,0,5010,0.32942326490713586,0.31610000110045505,0.34264723400691216,0.807185628742515,0.7941798610258617,0.8197401513797009,0.46789309267615414,0.4534004440783509,0.48204954285047097,0.05651100089609933,0.03540970775870059,0.07707355798316044,3083,833,4184,441,0.8748581157775256,0.16603547937014151
45,4062,8214,948,4731,279,0,5010,0.3308895405669599,0.31751327844136923,0.34405328048889067,0.8107784431137725,0.797979797979798,0.8234266831494865,0.4699757028809441,0.4554762482765154,0.4839852093070218,0.05651100089609933,0.03540970775870059,0.07707355798316044,3083,833,4184,441,0.8748581157775256,0.16603547937014151
50,4069,8207,941,4731,279,0,5010,0.3314597588791137,0.3181302337173239,0.3446633299278042,0.8121756487025948,0.7993520190048246,0.8246716671719644,0.47078560684947357,0.4563839987778545,0.4848003401634694,0.05651100089609933,0.03540970775870059,0.07707355798316044,3083,833,4184,441,0.8748581157775256,0.16603547937014151
75,4080,8196,930,4731,279,0,5010,0.33235581622678395,0.319069290276013,0.34551925953710144,0.8143712574850299,0.8017259081534707,0.8268240830017857,0.47205831308573415,0.45766028016403293,0.48609113823628025,0.05651100089609933,0.03540970775870059,0.07707355798316044,3083,833,4184,441,0.8748581157775256,0.16603547937014151
100,4092,8184,918,4731,279,0,5010,0.3333333333333333,0.3200981203208863,0.3465236994215428,0.8167664670658683,0.8043159829923611,0.8290542342947288,0.47344671988892745,0.4590161062414557,0.48746717001011003,0.05651100089609933,0.03540970775870059,0.07707355798316044,3083,833,4184,441,0.8748581157775256,0.16603547937014151
125,4096,8180,914,4731,279,0,5010,0.3336591723688498,0.32039314122987783,0.3468577783860274,0.817564870259481,0.8052119164619165,0.8298930729362415,0.47390952215665866,0.4594144282107141,0.4879769655836177,0.05651100089609933,0.03540970775870059,0.07707355798316044,3083,833,4184,441,0.8748581157775256,0.16603547937014151
150,4105,8171,905,4731,279,0,5010,0.3343923101987618,0.3211610209098384,0.3476037592526334,0.8193612774451098,0.8070276447256421,0.8315645231703859,0.4749508272590536,0.46052605999157314,0.4889862183958073,0.05651100089609933,0.03540970775870059,0.07707355798316044,3083,833,4184,441,0.8748581157775256,0.16603547937014151
