cell,label,tile_px,overlap_frac,K,min_corroboration,min_votes,n_detections,precision,recall,f1,mcc
g512_ov064,512 px / 12.5 %,512,0.125,10,1,2,978,0.37525562372188137,0.8574766355140186,0.5220483641536273,0.40757337603526905
g512_ov064,512 px / 12.5 %,512,0.125,10,1,3,802,0.442643391521197,0.8294392523364486,0.5772357723577236,0.41008010300314096
g512_ov064,512 px / 12.5 %,512,0.125,10,1,4,713,0.4950911640953717,0.8247663551401869,0.6187554776511832,0.4337422132785576
g512_ov064,512 px / 12.5 %,512,0.125,10,1,5,658,0.5334346504559271,0.8200934579439252,0.6464088397790055,0.4588823499090632
g512_ov064,512 px / 12.5 %,512,0.125,10,1,6,604,0.5612582781456954,0.7920560747663551,0.6569767441860466,0.47759114726089646
g512_ov064,512 px / 12.5 %,512,0.125,10,1,7,554,0.5938628158844765,0.7686915887850467,0.670061099796334,0.5043093147443852
g512_ov064,512 px / 12.5 %,512,0.125,10,1,8,507,0.6232741617357002,0.7383177570093458,0.6759358288770053,0.5383280452430411
g512_ov064,512 px / 12.5 %,512,0.125,10,1,9,442,0.6470588235294118,0.6682242990654206,0.6574712643678161,0.5191320740979202
g512_ov064,512 px / 12.5 %,512,0.125,10,1,10,359,0.7047353760445683,0.5911214953271028,0.6429479034307497,0.5093347045723593
g512_ov064,512 px / 12.5 %,512,0.125,10,2,1,80,0.6625,0.12383177570093458,0.2086614173228346,0.2539545495925052
g512_ov064,512 px / 12.5 %,512,0.125,10,2,2,74,0.7027027027027027,0.12149532710280374,0.20717131474103587,0.2714671709008608
g512_ov064,512 px / 12.5 %,512,0.125,10,2,3,61,0.7868852459016393,0.11214953271028037,0.19631901840490798,0.27129437170950177
g512_ov064,512 px / 12.5 %,512,0.125,10,2,4,57,0.7894736842105263,0.10514018691588785,0.18556701030927833,0.26145458529664584
g512_ov064,512 px / 12.5 %,512,0.125,10,2,5,54,0.7962962962962963,0.10046728971962617,0.17842323651452283,0.25139559611232926
g512_ov064,512 px / 12.5 %,512,0.125,10,2,6,46,0.7608695652173914,0.08177570093457943,0.14767932489451477,0.22514808407131157
g512_ov064,512 px / 12.5 %,512,0.125,10,2,7,38,0.7894736842105263,0.07009345794392523,0.12875536480686695,0.2317009277614647
g512_ov064,512 px / 12.5 %,512,0.125,10,2,8,34,0.8235294117647058,0.06542056074766354,0.12121212121212119,0.22538154004379776
g512_ov064,512 px / 12.5 %,512,0.125,10,2,9,29,0.8275862068965517,0.056074766355140186,0.1050328227571116,0.21932214294282917
g512_ov064,512 px / 12.5 %,512,0.125,10,2,10,19,0.7894736842105263,0.035046728971962614,0.06711409395973153,0.17488494995475498
g512_ov064,512 px / 12.5 %,512,0.125,10,3,1,3,1.0,0.007009345794392523,0.013921113689095127,0.08495664102349204
g512_ov064,512 px / 12.5 %,512,0.125,10,3,2,3,1.0,0.007009345794392523,0.013921113689095127,0.08495664102349204
g512_ov064,512 px / 12.5 %,512,0.125,10,3,3,3,1.0,0.007009345794392523,0.013921113689095127,0.08495664102349204
g512_ov064,512 px / 12.5 %,512,0.125,10,3,4,3,1.0,0.007009345794392523,0.013921113689095127,0.08495664102349204
g512_ov064,512 px / 12.5 %,512,0.125,10,3,5,3,1.0,0.007009345794392523,0.013921113689095127,0.08495664102349204
g512_ov064,512 px / 12.5 %,512,0.125,10,3,6,3,1.0,0.007009345794392523,0.013921113689095127,0.08495664102349204
g512_ov064,512 px / 12.5 %,512,0.125,10,3,7,3,1.0,0.007009345794392523,0.013921113689095127,0.08495664102349204
g512_ov064,512 px / 12.5 %,512,0.125,10,3,8,3,1.0,0.007009345794392523,0.013921113689095127,0.08495664102349204
g512_ov064,512 px / 12.5 %,512,0.125,10,3,9,2,1.0,0.004672897196261682,0.009302325581395347,0.06929525785070467
g512_ov064,512 px / 12.5 %,512,0.125,10,3,10,2,1.0,0.004672897196261682,0.009302325581395347,0.06929525785070467
g512_ov256,512 px / 50 %,512,0.5,1,1,1,1197,0.3208020050125313,0.897196261682243,0.47261538461538455,0.3079330006371693
g512_ov256,512 px / 50 %,512,0.5,1,2,1,496,0.6633064516129032,0.7686915887850467,0.712121212121212,0.5515345682193212
g512_ov256,512 px / 50 %,512,0.5,1,3,1,281,0.8327402135231317,0.5467289719626168,0.6600846262341327,0.5597597339447677
g512_ov256,512 px / 50 %,512,0.5,3,1,1,1740,0.22701149425287356,0.9228971962616822,0.3643911439114392,0.2779438503942464
g512_ov256,512 px / 50 %,512,0.5,3,1,2,1073,0.3625349487418453,0.9088785046728972,0.5183211192538307,0.3084917359392991
g512_ov256,512 px / 50 %,512,0.5,3,1,3,795,0.4729559748427673,0.8785046728971962,0.6148814390842191,0.4057459570890029
g512_ov256,512 px / 50 %,512,0.5,3,2,1,590,0.6016949152542372,0.8294392523364486,0.6974459724950883,0.49477828202905166
g512_ov256,512 px / 50 %,512,0.5,3,2,2,483,0.6935817805383023,0.7827102803738317,0.7354555433589463,0.5567596243650699
g512_ov256,512 px / 50 %,512,0.5,3,2,3,412,0.7572815533980582,0.7289719626168224,0.7428571428571429,0.6062007564412775
g512_ov256,512 px / 50 %,512,0.5,3,3,1,323,0.7956656346749226,0.6004672897196262,0.6844207723035952,0.5225874095329264
g512_ov256,512 px / 50 %,512,0.5,3,3,2,264,0.8863636363636364,0.5467289719626168,0.676300578034682,0.5680648966897854
g512_ov256,512 px / 50 %,512,0.5,3,3,3,218,0.9174311926605505,0.4672897196261682,0.6191950464396285,0.5671183838181643
g512_ov256,512 px / 50 %,512,0.5,5,1,1,2036,0.1974459724950884,0.9392523364485982,0.3262987012987013,0.29225612470915174
g512_ov256,512 px / 50 %,512,0.5,5,1,2,1303,0.3031465848042978,0.9228971962616822,0.4563835932986713,0.29992845741221386
g512_ov256,512 px / 50 %,512,0.5,5,1,3,1036,0.3764478764478765,0.9112149532710281,0.5327868852459017,0.3435151471424123
g512_ov256,512 px / 50 %,512,0.5,5,1,4,855,0.44678362573099417,0.8925233644859814,0.5954793452844894,0.38156412607123064
g512_ov256,512 px / 50 %,512,0.5,5,1,5,704,0.5255681818181818,0.8644859813084113,0.6537102473498233,0.4186498456743505
g512_ov256,512 px / 50 %,512,0.5,5,2,1,623,0.5858747993579454,0.852803738317757,0.6945765937202664,0.48102376388614576
g512_ov256,512 px / 50 %,512,0.5,5,2,2,533,0.6529080675422139,0.8130841121495327,0.724245577523413,0.5148241281216281
g512_ov256,512 px / 50 %,512,0.5,5,2,3,488,0.6905737704918032,0.7873831775700935,0.7358078602620086,0.5349825833342305
g512_ov256,512 px / 50 %,512,0.5,5,2,4,443,0.7313769751693002,0.7570093457943925,0.7439724454649829,0.5681845662182701
g512_ov256,512 px / 50 %,512,0.5,5,2,5,379,0.7757255936675461,0.6869158878504673,0.728624535315985,0.5866987077773714
g512_ov256,512 px / 50 %,512,0.5,5,3,1,338,0.7692307692307693,0.6074766355140186,0.6788511749347258,0.5209561773568683
g512_ov256,512 px / 50 %,512,0.5,5,3,2,301,0.8338870431893688,0.5864485981308412,0.6886145404663924,0.5553145317444972
g512_ov256,512 px / 50 %,512,0.5,5,3,3,264,0.8977272727272727,0.5537383177570093,0.6849710982658959,0.5870057318002591
g512_ov256,512 px / 50 %,512,0.5,5,3,4,237,0.9156118143459916,0.5070093457943925,0.6526315789473685,0.5839348934198035
g512_ov256,512 px / 50 %,512,0.5,5,3,5,199,0.9346733668341709,0.43457943925233644,0.5933014354066987,0.5653508795634679
g512_ov256,512 px / 50 %,512,0.5,10,1,1,2585,0.15589941972920696,0.9415887850467289,0.26750746764022565,0.2736588194391936
g512_ov256,512 px / 50 %,512,0.5,10,1,2,1679,0.23823704586063132,0.9345794392523364,0.37968675842429994,0.29591459279816207
g512_ov256,512 px / 50 %,512,0.5,10,1,3,1358,0.2923416789396171,0.927570093457944,0.4445688689809631,0.2894065471140041
g512_ov256,512 px / 50 %,512,0.5,10,1,4,1181,0.3327688399661304,0.9182242990654206,0.48850217526413925,0.2971600685409637
g512_ov256,512 px / 50 %,512,0.5,10,1,5,1045,0.3722488038277512,0.9088785046728972,0.528173794976239,0.3360632884703024
g512_ov256,512 px / 50 %,512,0.5,10,1,6,954,0.4056603773584906,0.9042056074766355,0.5600578871201157,0.35722780529207326
g512_ov256,512 px / 50 %,512,0.5,10,1,7,869,0.44188722669735325,0.897196261682243,0.5921356977640708,0.37754352223034937
g512_ov256,512 px / 50 %,512,0.5,10,1,8,798,0.47368421052631576,0.883177570093458,0.6166394779771615,0.3965860145198232
g512_ov256,512 px / 50 %,512,0.5,10,1,9,713,0.5189340813464236,0.8644859813084113,0.6485539000876425,0.41978107079778626
g512_ov256,512 px / 50 %,512,0.5,10,1,10,630,0.5714285714285714,0.8411214953271028,0.6805293005671077,0.4545211295741387
g512_ov256,512 px / 50 %,512,0.5,10,2,1,701,0.5306704707560628,0.8691588785046729,0.6589902568644819,0.44349525415949104
g512_ov256,512 px / 50 %,512,0.5,10,2,2,594,0.601010101010101,0.8341121495327103,0.6986301369863014,0.4844586262566251
g512_ov256,512 px / 50 %,512,0.5,10,2,3,545,0.6403669724770642,0.8154205607476636,0.7173689619732784,0.5008125454014513
g512_ov256,512 px / 50 %,512,0.5,10,2,4,516,0.6589147286821705,0.794392523364486,0.7203389830508473,0.512264408621695
g512_ov256,512 px / 50 %,512,0.5,10,2,5,491,0.6822810590631364,0.7827102803738317,0.7290533188248094,0.530322591003176
g512_ov256,512 px / 50 %,512,0.5,10,2,6,475,0.7010526315789474,0.7780373831775701,0.7375415282392026,0.5412092389009524
g512_ov256,512 px / 50 %,512,0.5,10,2,7,459,0.7145969498910676,0.7663551401869159,0.7395715896279593,0.5466716861754153
g512_ov256,512 px / 50 %,512,0.5,10,2,8,426,0.7535211267605634,0.75,0.7517564402810304,0.589723220740281
g512_ov256,512 px / 50 %,512,0.5,10,2,9,388,0.7757731958762887,0.7032710280373832,0.7377450980392157,0.5951993214588635
g512_ov256,512 px / 50 %,512,0.5,10,2,10,343,0.8134110787172012,0.6518691588785047,0.7237354085603114,0.615469392078866
g512_ov256,512 px / 50 %,512,0.5,10,3,1,355,0.7436619718309859,0.616822429906542,0.6743295019157088,0.5032066081786672
g512_ov256,512 px / 50 %,512,0.5,10,3,2,329,0.7811550151975684,0.6004672897196262,0.678996036988111,0.5216898601483398
g512_ov256,512 px / 50 %,512,0.5,10,3,3,303,0.8316831683168316,0.5887850467289719,0.6894664842681258,0.5506463935161717
g512_ov256,512 px / 50 %,512,0.5,10,3,4,288,0.8576388888888888,0.5771028037383178,0.6899441340782124,0.5674574208931064
g512_ov256,512 px / 50 %,512,0.5,10,3,5,277,0.8664259927797834,0.5607476635514018,0.6808510638297872,0.5782877659502953
g512_ov256,512 px / 50 %,512,0.5,10,3,6,263,0.8935361216730038,0.5490654205607477,0.6801736613603473,0.5907532721679938
g512_ov256,512 px / 50 %,512,0.5,10,3,7,247,0.9109311740890689,0.5257009345794392,0.6666666666666667,0.5913330422878249
g512_ov256,512 px / 50 %,512,0.5,10,3,8,227,0.9162995594713657,0.48598130841121495,0.6351145038167939,0.5781755541670358
g512_ov256,512 px / 50 %,512,0.5,10,3,9,215,0.9255813953488372,0.4649532710280374,0.6189735614307932,0.5743678978132246
g512_ov256,512 px / 50 %,512,0.5,10,3,10,176,0.9659090909090909,0.397196261682243,0.5629139072847682,0.5813838126407879
g384_ov048,384 px / 12.5 %,384,0.125,1,1,1,998,0.3587174348697395,0.8364485981308412,0.5021037868162693,0.15940790101320348
g384_ov048,384 px / 12.5 %,384,0.125,1,2,1,76,0.7763157894736842,0.1378504672897196,0.2341269841269841,0.2539545495925052
g384_ov048,384 px / 12.5 %,384,0.125,1,3,1,3,0.6666666666666666,0.004672897196261682,0.009280742459396751,0.032318111534381834
g384_ov048,384 px / 12.5 %,384,0.125,3,1,1,1306,0.2833078101071976,0.8644859813084113,0.42675893886966554,0.1203568116482692
g384_ov048,384 px / 12.5 %,384,0.125,3,1,2,936,0.3856837606837607,0.8434579439252337,0.529325513196481,0.18753978734024915
g384_ov048,384 px / 12.5 %,384,0.125,3,1,3,740,0.47162162162162163,0.8154205607476636,0.5976027397260274,0.2935562835023639
g384_ov048,384 px / 12.5 %,384,0.125,3,2,1,91,0.7032967032967034,0.14953271028037382,0.2466281310211946,0.2436053935339086
g384_ov048,384 px / 12.5 %,384,0.125,3,2,2,75,0.7733333333333333,0.13551401869158877,0.2306163021868787,0.26606538641698124
g384_ov048,384 px / 12.5 %,384,0.125,3,2,3,64,0.828125,0.12383177570093458,0.21544715447154472,0.2727712625756409
g384_ov048,384 px / 12.5 %,384,0.125,3,3,1,4,0.75,0.007009345794392523,0.013888888888888888,0.05256750873016883
g384_ov048,384 px / 12.5 %,384,0.125,3,3,2,2,0.5,0.002336448598130841,0.0046511627906976735,0.004892985764267314
g384_ov048,384 px / 12.5 %,384,0.125,3,3,3,1,1.0,0.002336448598130841,0.004662004662004662,0.04894871012740496
g384_ov048,384 px / 12.5 %,384,0.125,5,1,1,1494,0.25100401606425704,0.8761682242990654,0.39021852237252863,0.10992067387140116
g384_ov048,384 px / 12.5 %,384,0.125,5,1,2,1096,0.33394160583941607,0.8551401869158879,0.4803149606299213,0.1421112471707764
g384_ov048,384 px / 12.5 %,384,0.125,5,1,3,905,0.4,0.8457943925233645,0.5431357839459866,0.20140732546094817
g384_ov048,384 px / 12.5 %,384,0.125,5,1,4,780,0.45384615384615384,0.8271028037383178,0.5860927152317881,0.23082802185588314
g384_ov048,384 px / 12.5 %,384,0.125,5,1,5,673,0.5052005943536404,0.794392523364486,0.6176203451407811,0.28641742124002273
g384_ov048,384 px / 12.5 %,384,0.125,5,2,1,101,0.6435643564356436,0.15186915887850466,0.24574669187145554,0.20921446389218437
g384_ov048,384 px / 12.5 %,384,0.125,5,2,2,85,0.7294117647058823,0.14485981308411214,0.24171539961013644,0.23390829951190864
g384_ov048,384 px / 12.5 %,384,0.125,5,2,3,73,0.7945205479452054,0.13551401869158877,0.23153692614770457,0.27817622324145735
g384_ov048,384 px / 12.5 %,384,0.125,5,2,4,70,0.8142857142857143,0.13317757009345793,0.2289156626506024,0.2762332851883308
g384_ov048,384 px / 12.5 %,384,0.125,5,2,5,57,0.8596491228070176,0.11448598130841121,0.20206185567010307,0.28359255225934626
g384_ov048,384 px / 12.5 %,384,0.125,5,3,1,4,0.75,0.007009345794392523,0.013888888888888888,0.05256750873016883
g384_ov048,384 px / 12.5 %,384,0.125,5,3,2,3,0.6666666666666666,0.004672897196261682,0.009280742459396751,0.032318111534381834
g384_ov048,384 px / 12.5 %,384,0.125,5,3,3,2,0.5,0.002336448598130841,0.0046511627906976735,0.004892985764267314
g384_ov048,384 px / 12.5 %,384,0.125,5,3,4,1,1.0,0.002336448598130841,0.004662004662004662,0.04894871012740496
g384_ov048,384 px / 12.5 %,384,0.125,5,3,5,1,1.0,0.002336448598130841,0.004662004662004662,0.04894871012740496
g384_ov048,384 px / 12.5 %,384,0.125,10,1,1,1827,0.20908593322386426,0.8925233644859814,0.33880266075388027,0.09916362550548603
g384_ov048,384 px / 12.5 %,384,0.125,10,1,2,1314,0.2876712328767123,0.883177570093458,0.43398392652124,0.12746469340690847
g384_ov048,384 px / 12.5 %,384,0.125,10,1,3,1120,0.33214285714285713,0.8691588785046729,0.48062015503875966,0.13240773914013398
g384_ov048,384 px / 12.5 %,384,0.125,10,1,4,1004,0.36752988047808766,0.8621495327102804,0.5153631284916201,0.14388894647772793
g384_ov048,384 px / 12.5 %,384,0.125,10,1,5,933,0.39228295819935693,0.8551401869158879,0.5378398236590742,0.15322170972391816
g384_ov048,384 px / 12.5 %,384,0.125,10,1,6,860,0.4197674418604651,0.8434579439252337,0.5605590062111802,0.1955041577814648
g384_ov048,384 px / 12.5 %,384,0.125,10,1,7,798,0.44862155388471175,0.8364485981308412,0.5840130505709624,0.24038480152454017
g384_ov048,384 px / 12.5 %,384,0.125,10,1,8,747,0.46720214190093706,0.8154205607476636,0.5940425531914894,0.247456910349336
g384_ov048,384 px / 12.5 %,384,0.125,10,1,9,687,0.5007278020378457,0.8037383177570093,0.6170403587443947,0.27750676112048717
g384_ov048,384 px / 12.5 %,384,0.125,10,1,10,582,0.5618556701030928,0.764018691588785,0.6475247524752474,0.3137147222562701
g384_ov048,384 px / 12.5 %,384,0.125,10,2,1,114,0.5964912280701754,0.1588785046728972,0.25092250922509224,0.19544925989177142
g384_ov048,384 px / 12.5 %,384,0.125,10,2,2,94,0.6808510638297872,0.14953271028037382,0.24521072796934865,0.227595479150638
g384_ov048,384 px / 12.5 %,384,0.125,10,2,3,87,0.735632183908046,0.14953271028037382,0.2485436893203883,0.24186422592332926
g384_ov048,384 px / 12.5 %,384,0.125,10,2,4,83,0.7469879518072289,0.14485981308411214,0.24266144814090018,0.25024966609259663
g384_ov048,384 px / 12.5 %,384,0.125,10,2,5,79,0.7468354430379747,0.1378504672897196,0.23274161735700197,0.24739344197192015
g384_ov048,384 px / 12.5 %,384,0.125,10,2,6,72,0.7916666666666666,0.13317757009345793,0.22799999999999998,0.27817622324145735
g384_ov048,384 px / 12.5 %,384,0.125,10,2,7,67,0.8507462686567164,0.13317757009345793,0.23030303030303031,0.30425165804360255
g384_ov048,384 px / 12.5 %,384,0.125,10,2,8,65,0.8461538461538461,0.12850467289719625,0.22312373225152127,0.29504882937947247
g384_ov048,384 px / 12.5 %,384,0.125,10,2,9,58,0.8275862068965517,0.11214953271028037,0.19753086419753085,0.2664006970908675
g384_ov048,384 px / 12.5 %,384,0.125,10,2,10,47,0.8936170212765957,0.09813084112149532,0.1768421052631579,0.2777506529336587
g384_ov048,384 px / 12.5 %,384,0.125,10,3,1,5,0.6,0.007009345794392523,0.013856812933025407,0.028189595972376164
g384_ov048,384 px / 12.5 %,384,0.125,10,3,2,4,0.75,0.007009345794392523,0.013888888888888888,0.05256750873016883
g384_ov048,384 px / 12.5 %,384,0.125,10,3,3,4,0.75,0.007009345794392523,0.013888888888888888,0.05256750873016883
g384_ov048,384 px / 12.5 %,384,0.125,10,3,4,2,0.5,0.002336448598130841,0.0046511627906976735,0.004892985764267314
g384_ov048,384 px / 12.5 %,384,0.125,10,3,5,1,1.0,0.002336448598130841,0.004662004662004662,0.04894871012740496
g384_ov048,384 px / 12.5 %,384,0.125,10,3,6,1,1.0,0.002336448598130841,0.004662004662004662,0.04894871012740496
g384_ov048,384 px / 12.5 %,384,0.125,10,3,7,1,1.0,0.002336448598130841,0.004662004662004662,0.04894871012740496
g384_ov048,384 px / 12.5 %,384,0.125,10,3,8,1,1.0,0.002336448598130841,0.004662004662004662,0.04894871012740496
g384_ov048,384 px / 12.5 %,384,0.125,10,3,9,0,0.0,0.0,0.0,
g384_ov048,384 px / 12.5 %,384,0.125,10,3,10,0,0.0,0.0,0.0,
g384_ov192,384 px / 50 %,384,0.5,1,1,1,1685,0.23738872403560832,0.9345794392523364,0.37860861334595364,0.22704853819699658
g384_ov192,384 px / 50 %,384,0.5,1,2,1,736,0.48641304347826086,0.8364485981308412,0.6151202749140895,0.3804426715342882
g384_ov192,384 px / 50 %,384,0.5,1,3,1,365,0.7205479452054795,0.6144859813084113,0.6633039092055486,0.44649703138252755
g384_ov192,384 px / 50 %,384,0.5,3,1,1,2295,0.17603485838779956,0.9439252336448598,0.2967315460888726,0.23734012227564827
g384_ov192,384 px / 50 %,384,0.5,3,1,2,1567,0.2559029993618379,0.9369158878504673,0.40200501253132825,0.2395706502550906
g384_ov192,384 px / 50 %,384,0.5,3,1,3,1199,0.33194328607172646,0.9299065420560748,0.48924400737553786,0.2388027762345
g384_ov192,384 px / 50 %,384,0.5,3,2,1,888,0.42004504504504503,0.8714953271028038,0.566869300911854,0.3483047437890282
g384_ov192,384 px / 50 %,384,0.5,3,2,2,722,0.5,0.8434579439252337,0.6278260869565218,0.381655365084233
g384_ov192,384 px / 50 %,384,0.5,3,2,3,587,0.5911413969335605,0.8107476635514018,0.683743842364532,0.4485076488930528
g384_ov192,384 px / 50 %,384,0.5,3,3,1,441,0.6349206349206349,0.6542056074766355,0.6444188722669736,0.42170336725579505
g384_ov192,384 px / 50 %,384,0.5,3,3,2,353,0.7450424929178471,0.6144859813084113,0.6734955185659411,0.4700199445106562
g384_ov192,384 px / 50 %,384,0.5,3,3,3,288,0.84375,0.5677570093457944,0.6787709497206704,0.5390896510568886
g384_ov192,384 px / 50 %,384,0.5,5,1,1,2714,0.14959469417833457,0.9485981308411215,0.25843411839592617,0.23032617463172148
g384_ov192,384 px / 50 %,384,0.5,5,1,2,1872,0.21634615384615385,0.9462616822429907,0.3521739130434783,0.23623717177711936
g384_ov192,384 px / 50 %,384,0.5,5,1,3,1518,0.2648221343873518,0.9392523364485982,0.4131551901336074,0.23490337825993568
g384_ov192,384 px / 50 %,384,0.5,5,1,4,1284,0.3099688473520249,0.9299065420560748,0.4649532710280374,0.24676087244577952
g384_ov192,384 px / 50 %,384,0.5,5,1,5,1078,0.3673469387755102,0.9252336448598131,0.5258964143426296,0.2474741287343237
g384_ov192,384 px / 50 %,384,0.5,5,2,1,946,0.3974630021141649,0.8785046728971962,0.5473071324599709,0.33099465684818274
g384_ov192,384 px / 50 %,384,0.5,5,2,2,809,0.4561186650185414,0.8621495327102804,0.5966046887631367,0.3653984757659264
g384_ov192,384 px / 50 %,384,0.5,5,2,3,713,0.511921458625526,0.852803738317757,0.6397896581945661,0.3928666504133635
g384_ov192,384 px / 50 %,384,0.5,5,2,4,634,0.5615141955835962,0.8317757009345794,0.6704331450094162,0.4110113229730054
g384_ov192,384 px / 50 %,384,0.5,5,2,5,540,0.6314814814814815,0.7967289719626168,0.7045454545454547,0.45759266291725315
g384_ov192,384 px / 50 %,384,0.5,5,3,1,459,0.6209150326797386,0.6658878504672897,0.6426155580608794,0.423645224870998
g384_ov192,384 px / 50 %,384,0.5,5,3,2,389,0.7043701799485861,0.6401869158878505,0.6707466340269277,0.4394260485578797
g384_ov192,384 px / 50 %,384,0.5,5,3,3,346,0.7630057803468208,0.616822429906542,0.6821705426356589,0.47805232577888823
g384_ov192,384 px / 50 %,384,0.5,5,3,4,310,0.8064516129032258,0.5841121495327103,0.6775067750677507,0.5160635804363012
g384_ov192,384 px / 50 %,384,0.5,5,3,5,266,0.8646616541353384,0.5373831775700935,0.6628242074927955,0.5255818859678287
g384_ov192,384 px / 50 %,384,0.5,10,1,1,3319,0.12262729737872853,0.9509345794392523,0.21724045903389377,0.20539507152611733
g384_ov192,384 px / 50 %,384,0.5,10,1,2,2307,0.17598612917208495,0.9485981308411215,0.2968921389396709,0.22888155950314878
g384_ov192,384 px / 50 %,384,0.5,10,1,3,1958,0.20735444330949948,0.9485981308411215,0.34031852472757756,0.22888155950314878
g384_ov192,384 px / 50 %,384,0.5,10,1,4,1723,0.23447475333720255,0.9439252336448598,0.3756392375639238,0.2496883003466806
g384_ov192,384 px / 50 %,384,0.5,10,1,5,1584,0.255050505050505,0.9439252336448598,0.4015904572564612,0.23543899075829425
g384_ov192,384 px / 50 %,384,0.5,10,1,6,1450,0.27793103448275863,0.9415887850467289,0.4291799787007455,0.24366222901474538
g384_ov192,384 px / 50 %,384,0.5,10,1,7,1341,0.2975391498881432,0.9322429906542056,0.4511023176936122,0.2511294892032528
g384_ov192,384 px / 50 %,384,0.5,10,1,8,1239,0.3220338983050847,0.9322429906542056,0.47870425914817033,0.27065609787967954
g384_ov192,384 px / 50 %,384,0.5,10,1,9,1105,0.3574660633484163,0.9228971962616822,0.5153294194390086,0.2812814032292558
g384_ov192,384 px / 50 %,384,0.5,10,1,10,960,0.41041666666666665,0.9205607476635514,0.5677233429394813,0.2904930424020736
g384_ov192,384 px / 50 %,384,0.5,10,2,1,1039,0.3666987487969201,0.8901869158878505,0.5194274028629857,0.31912378881434794
g384_ov192,384 px / 50 %,384,0.5,10,2,2,902,0.41352549889135254,0.8714953271028038,0.5609022556390978,0.36063363234628537
