label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles
detections_pro-image-high-t0_run03,5,0.0917,0.0854,0.0967,0.0753,0.0704,0.0793,0.1172,0.1097,0.1242,0.6021,0.5874,0.6145,0.9389,0.6434,normal,False,0.34496919917864477,487
detections_pro-image-high-t0_run03,10,0.2896,0.2801,0.2976,0.2378,0.2298,0.2466,0.3701,0.3566,0.3815,0.6021,0.5874,0.6145,0.9389,0.6434,normal,False,0.34496919917864477,487
detections_pro-image-high-t0_run03,15,0.4317,0.4222,0.441,0.3545,0.3447,0.3636,0.5517,0.5369,0.5645,0.6021,0.5874,0.6145,0.9389,0.6434,normal,False,0.34496919917864477,487
detections_pro-image-high-t0_run03,20,0.5234,0.5129,0.5334,0.4298,0.4194,0.4391,0.669,0.6534,0.6847,0.6021,0.5874,0.6145,0.9389,0.6434,normal,False,0.34496919917864477,487
detections_pro-image-high-t0_run03,25,0.5558,0.5451,0.5655,0.4564,0.4466,0.4662,0.7103,0.6956,0.7271,0.6021,0.5874,0.6145,0.9389,0.6434,normal,False,0.34496919917864477,487
detections_pro-image-high-t0_run03,30,0.5863,0.5756,0.596,0.4815,0.4715,0.4917,0.7494,0.7335,0.7655,0.6021,0.5874,0.6145,0.9389,0.6434,normal,False,0.34496919917864477,487
detections_pro-image-high-t0_run03,35,0.6079,0.5977,0.6177,0.4993,0.4888,0.5093,0.777,0.7628,0.7928,0.6021,0.5874,0.6145,0.9389,0.6434,normal,False,0.34496919917864477,487
detections_pro-image-high-t0_run03,40,0.6223,0.6128,0.6322,0.5111,0.5009,0.5211,0.7954,0.7788,0.811,0.6021,0.5874,0.6145,0.9389,0.6434,normal,False,0.34496919917864477,487
detections_pro-image-high-t0_run03,45,0.6295,0.6191,0.6387,0.517,0.5065,0.5273,0.8046,0.7894,0.8213,0.6021,0.5874,0.6145,0.9389,0.6434,normal,False,0.34496919917864477,487
detections_pro-image-high-t0_run03,50,0.6295,0.6191,0.6387,0.517,0.5065,0.5273,0.8046,0.7894,0.8213,0.6021,0.5874,0.6145,0.9389,0.6434,normal,False,0.34496919917864477,487
detections_pro-image-high-t0_run03,75,0.6367,0.6263,0.6465,0.5229,0.5126,0.5337,0.8138,0.7981,0.8303,0.6021,0.5874,0.6145,0.9389,0.6434,normal,False,0.34496919917864477,487
detections_pro-image-high-t0_run03,100,0.6403,0.6299,0.6506,0.5258,0.5156,0.5369,0.8184,0.803,0.835,0.6021,0.5874,0.6145,0.9389,0.6434,normal,False,0.34496919917864477,487
detections_pro-image-high-t0_run03,125,0.6457,0.6354,0.6559,0.5303,0.52,0.5418,0.8253,0.8091,0.8409,0.6021,0.5874,0.6145,0.9389,0.6434,normal,False,0.34496919917864477,487
detections_pro-image-high-t0_run03,150,0.6493,0.6388,0.6599,0.5332,0.5232,0.5447,0.8299,0.8146,0.8461,0.6021,0.5874,0.6145,0.9389,0.6434,normal,False,0.3470225872689938,487
