threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,409,0.8509,0.8,0.8246,0.7871,0.8603,0.81,0.8903,0.7482,0.8508
0.05,384,0.8932,0.7885,0.8376,0.8015,0.8721,0.8562,0.9267,0.7371,0.8396
0.1,384,0.8932,0.7885,0.8376,0.8015,0.8721,0.8562,0.9267,0.7371,0.8396
0.15,381,0.9003,0.7885,0.8407,0.8064,0.8744,0.8654,0.9332,0.7371,0.8396
0.2,381,0.9003,0.7885,0.8407,0.8064,0.8744,0.8654,0.9332,0.7371,0.8396
0.25,381,0.9003,0.7885,0.8407,0.8064,0.8744,0.8654,0.9332,0.7371,0.8396
0.3,381,0.9003,0.7885,0.8407,0.8064,0.8744,0.8654,0.9332,0.7371,0.8396
0.35,381,0.9003,0.7885,0.8407,0.8064,0.8744,0.8654,0.9332,0.7371,0.8396
0.4,381,0.9003,0.7885,0.8407,0.8064,0.8744,0.8654,0.9332,0.7371,0.8396
0.45,381,0.9003,0.7885,0.8407,0.8064,0.8744,0.8654,0.9332,0.7371,0.8396
0.5,381,0.9003,0.7885,0.8407,0.8064,0.8744,0.8654,0.9332,0.7371,0.8396
0.55,381,0.9003,0.7885,0.8407,0.8064,0.8744,0.8654,0.9332,0.7371,0.8396
0.6,381,0.9003,0.7885,0.8407,0.8064,0.8744,0.8654,0.9332,0.7371,0.8396
0.65,381,0.9003,0.7885,0.8407,0.8064,0.8744,0.8654,0.9332,0.7371,0.8396
0.7,381,0.9003,0.7885,0.8407,0.8064,0.8744,0.8654,0.9332,0.7371,0.8396
0.75,381,0.9003,0.7885,0.8407,0.8064,0.8744,0.8654,0.9332,0.7371,0.8396
0.8,381,0.9003,0.7885,0.8407,0.8064,0.8744,0.8654,0.9332,0.7371,0.8396
0.85,381,0.9003,0.7885,0.8407,0.8064,0.8744,0.8654,0.9332,0.7371,0.8396
0.9,381,0.9003,0.7885,0.8407,0.8064,0.8744,0.8654,0.9332,0.7371,0.8396
0.95,374,0.8984,0.7724,0.8307,0.7947,0.8655,0.8627,0.9321,0.7194,0.8262
1.0,32,0.9062,0.0667,0.1242,0.0786,0.1667,0.7907,1.0,0.041,0.0916
